symbol,vol_regime,shock_side,shock_level,shock_quantile,threshold_pct,horizon_bars,horizon_hours,count,vol20_mean_pct,current_return_mean_pct,future_return_mean_pct,future_return_median_pct,future_return_std_pct,future_return_t_stat,mr_return_mean_pct,mr_return_median_pct,mr_return_std_pct,mr_return_t_stat,mr_win_rate_pct
BTCUSDT,Q4_higher,lower,2_5pct,0.0250000000,-2.6062629474,18,72,73,1.2793628181,-3.4026599718,0.9466004884,1.1066241365,6.4280824069,1.2581914180,0.9466004884,1.1066241365,6.4280824069,1.2581914180,54.7945205479
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,1,4,202,2.2629275795,-4.3039235968,0.3136537125,0.3380347489,2.6042594858,1.7117560139,0.3136537125,0.3380347489,2.6042594858,1.7117560139,56.9306930693
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,2,8,202,2.2629275795,-4.3039235968,0.3421269895,0.6204926364,3.5088382545,1.3857971742,0.3421269895,0.6204926364,3.5088382545,1.3857971742,57.4257425743
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,3,12,202,2.2629275795,-4.3039235968,0.2434772319,0.3841294253,3.9697580731,0.8717059286,0.2434772319,0.3841294253,3.9697580731,0.8717059286,55.4455445545
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,6,24,202,2.2629275795,-4.3039235968,1.1685014354,1.5561978181,5.3490302783,3.1047731837,1.1685014354,1.5561978181,5.3490302783,3.1047731837,61.3861386139
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,12,48,202,2.2629275795,-4.3039235968,1.2072003108,1.1515501335,6.5485252882,2.6200616739,1.2072003108,1.1515501335,6.5485252882,2.6200616739,58.4158415842
BTCUSDT,Q5_high,lower,2_5pct,0.0250000000,-2.6062629474,18,72,202,2.2629275795,-4.3039235968,0.9364847300,1.8243276934,7.4235665902,1.7929318266,0.9364847300,1.8243276934,7.4235665902,1.7929318266,61.8811881188
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,1,4,0,,,,,,,,,,,
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,2,8,0,,,,,,,,,,,
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,3,12,0,,,,,,,,,,,
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,6,24,0,,,,,,,,,,,
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,12,48,0,,,,,,,,,,,
BTCUSDT,Q1_low,upper,1pct,0.0100000000,3.7063389285,18,72,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,1,4,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,2,8,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,3,12,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,6,24,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,12,48,0,,,,,,,,,,,
BTCUSDT,Q2_lower,upper,1pct,0.0100000000,3.7063389285,18,72,0,,,,,,,,,,,
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,1,4,3,1.0442124342,4.1040083115,0.5907437852,0.4721924094,1.4054523412,0.7280205953,-0.5907437852,-0.4721924094,1.4054523412,-0.7280205953,33.3333333333
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,2,8,3,1.0442124342,4.1040083115,0.3802078002,0.3442449864,1.5353980564,0.4289045597,-0.3802078002,-0.3442449864,1.5353980564,-0.4289045597,33.3333333333
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,3,12,3,1.0442124342,4.1040083115,0.4361209873,0.9030219643,1.2574502565,0.6007265133,-0.4361209873,-0.9030219643,1.2574502565,-0.6007265133,33.3333333333
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,6,24,3,1.0442124342,4.1040083115,-1.4181282848,-0.8805055552,2.3601452593,-1.0407284176,1.4181282848,0.8805055552,2.3601452593,1.0407284176,66.6666666667
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,12,48,3,1.0442124342,4.1040083115,-1.6509345122,-0.4826352930,3.6654845159,-0.7801158190,1.6509345122,0.4826352930,3.6654845159,0.7801158190,66.6666666667
BTCUSDT,Q3_mid,upper,1pct,0.0100000000,3.7063389285,18,72,3,1.0442124342,4.1040083115,-2.5718585264,-3.5534739868,2.7285552994,-1.6325817690,2.5718585264,3.5534739868,2.7285552994,1.6325817690,66.6666666667
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,1,4,22,1.2746747970,4.3834149463,-0.0525309367,-0.3416608673,1.2221805548,-0.2016002727,0.0525309367,0.3416608673,1.2221805548,0.2016002727,59.0909090909
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,2,8,22,1.2746747970,4.3834149463,0.2003567114,-0.0108544508,1.5259693997,0.6158421504,-0.2003567114,0.0108544508,1.5259693997,-0.6158421504,50.0000000000
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,3,12,22,1.2746747970,4.3834149463,0.0277070677,-0.1775087647,2.1559430685,0.0602788027,-0.0277070677,0.1775087647,2.1559430685,-0.0602788027,59.0909090909
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,6,24,22,1.2746747970,4.3834149463,-0.7452758801,-0.5110134470,4.0586723032,-0.8612801114,0.7452758801,0.5110134470,4.0586723032,0.8612801114,54.5454545455
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,12,48,22,1.2746747970,4.3834149463,0.7575562498,-0.3088301819,5.0626660122,0.7018542729,-0.7575562498,0.3088301819,5.0626660122,-0.7018542729,59.0909090909
BTCUSDT,Q4_higher,upper,1pct,0.0100000000,3.7063389285,18,72,22,1.2746747970,4.3834149463,1.1463791756,1.1239467021,5.5534826620,0.9682203545,-1.1463791756,-1.1239467021,5.5534826620,-0.9682203545,45.4545454545
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,1,4,103,2.4418524146,5.0638579736,-0.0481629215,-0.0702651110,1.8914817533,-0.2584218784,0.0481629215,0.0702651110,1.8914817533,0.2584218784,51.4563106796
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,2,8,103,2.4418524146,5.0638579736,0.1470553621,0.4185910443,2.6751884356,0.5578855322,-0.1470553621,-0.4185910443,2.6751884356,-0.5578855322,42.7184466019
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,3,12,103,2.4418524146,5.0638579736,0.4762857357,0.3905308594,3.2292294827,1.4968810087,-0.4762857357,-0.3905308594,3.2292294827,-1.4968810087,42.7184466019
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,6,24,103,2.4418524146,5.0638579736,0.2601304468,0.1021701851,4.3247941035,0.6104419387,-0.2601304468,-0.1021701851,4.3247941035,-0.6104419387,47.5728155340
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,12,48,103,2.4418524146,5.0638579736,0.0875458793,-0.0129117822,5.4318013907,0.1635725558,-0.0875458793,0.0129117822,5.4318013907,-0.1635725558,51.4563106796
BTCUSDT,Q5_high,upper,1pct,0.0100000000,3.7063389285,18,72,103,2.4418524146,5.0638579736,0.3746043816,0.7184953118,6.1535991436,0.6178204267,-0.3746043816,-0.7184953118,6.1535991436,-0.6178204267,44.6601941748
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,1,4,0,,,,,,,,,,,
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,2,8,0,,,,,,,,,,,
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,3,12,0,,,,,,,,,,,
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,6,24,0,,,,,,,,,,,
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,12,48,0,,,,,,,,,,,
BTCUSDT,Q1_low,lower,1pct,0.0100000000,-3.8646644461,18,72,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,1,4,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,2,8,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,3,12,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,6,24,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,12,48,0,,,,,,,,,,,
BTCUSDT,Q2_lower,lower,1pct,0.0100000000,-3.8646644461,18,72,0,,,,,,,,,,,
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,1,4,3,1.0119831834,-4.0213959115,-0.1023078662,0.1803668417,1.7927309953,-0.0988449593,-0.1023078662,0.1803668417,1.7927309953,-0.0988449593,66.6666666667
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,2,8,3,1.0119831834,-4.0213959115,-0.5342858841,-1.4171922396,2.1796854185,-0.4245614020,-0.5342858841,-1.4171922396,2.1796854185,-0.4245614020,33.3333333333
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,3,12,3,1.0119831834,-4.0213959115,-0.2204390732,0.8364282948,2.1240908821,-0.1797529842,-0.2204390732,0.8364282948,2.1240908821,-0.1797529842,66.6666666667
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,6,24,3,1.0119831834,-4.0213959115,-1.9010855043,-2.1321205952,1.0053142150,-3.2753706589,-1.9010855043,-2.1321205952,1.0053142150,-3.2753706589,0.0000000000
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,12,48,3,1.0119831834,-4.0213959115,-0.8945438922,-0.3236530432,1.9181485725,-0.8077557146,-0.8945438922,-0.3236530432,1.9181485725,-0.8077557146,33.3333333333
BTCUSDT,Q3_mid,lower,1pct,0.0100000000,-3.8646644461,18,72,3,1.0119831834,-4.0213959115,0.1279165167,-0.7827140844,4.4132770257,0.0502025830,0.1279165167,-0.7827140844,4.4132770257,0.0502025830,33.3333333333
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,1,4,19,1.3208208535,-4.3982679267,-0.2372589413,-0.1678379343,1.5924537589,-0.6494303164,-0.2372589413,-0.1678379343,1.5924537589,-0.6494303164,47.3684210526
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,2,8,19,1.3208208535,-4.3982679267,-0.2209250247,-0.4182037308,2.2962152649,-0.4193813495,-0.2209250247,-0.4182037308,2.2962152649,-0.4193813495,42.1052631579
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,3,12,19,1.3208208535,-4.3982679267,-0.3093945647,-0.3919675382,4.2007322992,-0.3210439383,-0.3093945647,-0.3919675382,4.2007322992,-0.3210439383,42.1052631579
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,6,24,19,1.3208208535,-4.3982679267,-0.1934474142,0.1160168518,3.1030954101,-0.2717343871,-0.1934474142,0.1160168518,3.1030954101,-0.2717343871,52.6315789474
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,12,48,19,1.3208208535,-4.3982679267,0.1101998954,0.6851497046,4.7004344712,0.1021927251,0.1101998954,0.6851497046,4.7004344712,0.1021927251,57.8947368421
BTCUSDT,Q4_higher,lower,1pct,0.0100000000,-3.8646644461,18,72,19,1.3208208535,-4.3982679267,-0.7347475549,0.2922694778,6.7548870185,-0.4741293721,-0.7347475549,0.2922694778,6.7548870185,-0.4741293721,52.6315789474
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,1,4,106,2.3030131146,-5.4220048384,0.8045507554,0.9634713001,2.7509730643,3.0110643811,0.8045507554,0.9634713001,2.7509730643,3.0110643811,67.9245283019
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,2,8,106,2.3030131146,-5.4220048384,0.4495196085,0.6864976409,3.9308650301,1.1773712897,0.4495196085,0.6864976409,3.9308650301,1.1773712897,58.4905660377
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,3,12,106,2.3030131146,-5.4220048384,0.5237748939,0.7411679961,4.2082839164,1.2814231863,0.5237748939,0.7411679961,4.2082839164,1.2814231863,62.2641509434
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,6,24,106,2.3030131146,-5.4220048384,1.7876162039,2.0244591988,5.7454422399,3.2033452781,1.7876162039,2.0244591988,5.7454422399,3.2033452781,67.9245283019
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,12,48,106,2.3030131146,-5.4220048384,2.1503547019,2.6149072064,6.8074522105,3.2522089025,2.1503547019,2.6149072064,6.8074522105,3.2522089025,68.8679245283
BTCUSDT,Q5_high,lower,1pct,0.0100000000,-3.8646644461,18,72,106,2.3030131146,-5.4220048384,2.0691016240,2.2672718731,7.7898107125,2.7346884065,2.0691016240,2.2672718731,7.7898107125,2.7346884065,68.8679245283
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,1,4,9,0.7754353533,2.7834772638,0.2939166579,-0.0319973125,1.0475964190,0.8416886098,-0.2939166579,0.0319973125,1.0475964190,-0.8416886098,55.5555555556
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,2,8,9,0.7754353533,2.7834772638,-0.1131093807,-0.4569143700,1.6187242323,-0.2096268995,0.1131093807,0.4569143700,1.6187242323,0.2096268995,55.5555555556
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,3,12,9,0.7754353533,2.7834772638,0.1006746744,-0.2691692800,1.8709745229,0.1614260480,-0.1006746744,0.2691692800,1.8709745229,-0.1614260480,55.5555555556
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,6,24,9,0.7754353533,2.7834772638,0.2930112157,-0.5445474636,2.9646779382,0.2965022392,-0.2930112157,0.5445474636,2.9646779382,-0.2965022392,66.6666666667
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,12,48,9,0.7754353533,2.7834772638,-0.4586383433,-0.4163905064,3.5084723223,-0.3921692701,0.4586383433,0.4163905064,3.5084723223,0.3921692701,66.6666666667
ETHUSDT,Q1_low,upper,5pct,0.0500000000,2.5346196347,18,72,9,0.7754353533,2.7834772638,-0.5106394428,-1.8499263633,3.5091712335,-0.4365470439,0.5106394428,1.8499263633,3.5091712335,0.4365470439,55.5555555556
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,1,4,43,1.0346195651,3.0011064647,0.0906761516,0.0399465448,1.5507049978,0.3834406224,-0.0906761516,-0.0399465448,1.5507049978,-0.3834406224,46.5116279070
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,2,8,43,1.0346195651,3.0011064647,0.1888398026,0.3670697988,1.8971778922,0.6527091643,-0.1888398026,-0.3670697988,1.8971778922,-0.6527091643,44.1860465116
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,3,12,43,1.0346195651,3.0011064647,0.1612445919,0.1760365891,2.4727660250,0.4275986844,-0.1612445919,-0.1760365891,2.4727660250,-0.4275986844,46.5116279070
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,6,24,43,1.0346195651,3.0011064647,0.0028455070,-0.3984670985,3.1584548260,0.0059077107,-0.0028455070,0.3984670985,3.1584548260,-0.0059077107,53.4883720930
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,12,48,43,1.0346195651,3.0011064647,0.9617362993,0.2459221843,4.2553225818,1.4820325694,-0.9617362993,-0.2459221843,4.2553225818,-1.4820325694,46.5116279070
ETHUSDT,Q2_lower,upper,5pct,0.0500000000,2.5346196347,18,72,43,1.0346195651,3.0011064647,0.2309039034,-0.3595119956,5.5593028123,0.2723611580,-0.2309039034,0.3595119956,5.5593028123,-0.2723611580,53.4883720930
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,1,4,86,1.3034786801,3.3416550418,0.0489585553,-0.0331371011,1.6815143094,0.2700083855,-0.0489585553,0.0331371011,1.6815143094,-0.2700083855,50.0000000000
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,2,8,86,1.3034786801,3.3416550418,0.0160791001,0.1862165051,2.0569519070,0.0724914566,-0.0160791001,-0.1862165051,2.0569519070,-0.0724914566,43.0232558140
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,3,12,86,1.3034786801,3.3416550418,0.1580139512,0.3344673768,2.4724326151,0.5926798940,-0.1580139512,-0.3344673768,2.4724326151,-0.5926798940,43.0232558140
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,6,24,86,1.3034786801,3.3416550418,0.3659970757,0.3551740754,4.1198058349,0.8238536927,-0.3659970757,-0.3551740754,4.1198058349,-0.8238536927,48.8372093023
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,12,48,86,1.3034786801,3.3416550418,0.3018404429,0.8534282444,6.3162511310,0.4431668494,-0.3018404429,-0.8534282444,6.3162511310,-0.4431668494,44.1860465116
ETHUSDT,Q3_mid,upper,5pct,0.0500000000,2.5346196347,18,72,86,1.3034786801,3.3416550418,-0.0661829423,0.0572196342,7.6933529070,-0.0797773566,0.0661829423,-0.0572196342,7.6933529070,0.0797773566,50.0000000000
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,1,4,144,1.6674153972,3.4995329747,0.1009697663,0.0010100060,2.0107366367,0.6025837364,-0.1009697663,-0.0010100060,2.0107366367,-0.6025837364,50.0000000000
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,2,8,144,1.6674153972,3.4995329747,0.2878046314,0.2576882311,2.8582052856,1.2083301342,-0.2878046314,-0.2576882311,2.8582052856,-1.2083301342,45.1388888889
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,3,12,144,1.6674153972,3.4995329747,0.6650701659,0.5196207177,3.4024070505,2.3456458536,-0.6650701659,-0.5196207177,3.4024070505,-2.3456458536,41.6666666667
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,6,24,144,1.6674153972,3.4995329747,0.5410839253,0.0369605120,5.3147423436,1.2216974378,-0.5410839253,-0.0369605120,5.3147423436,-1.2216974378,48.6111111111
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,12,48,144,1.6674153972,3.4995329747,0.7682141894,-0.3118938558,7.3959760326,1.2464305228,-0.7682141894,0.3118938558,7.3959760326,-1.2464305228,51.3888888889
ETHUSDT,Q4_higher,upper,5pct,0.0500000000,2.5346196347,18,72,144,1.6674153972,3.4995329747,0.9778949824,0.0063352474,8.6732673211,1.3529779903,-0.9778949824,-0.0063352474,8.6732673211,-1.3529779903,49.3055555556
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,1,4,353,2.9367490203,4.3211398918,-0.1011905991,-0.1710270395,2.4612841004,-0.7724418117,0.1011905991,0.1710270395,2.4612841004,0.7724418117,55.5240793201
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,2,8,353,2.9367490203,4.3211398918,-0.0215999117,-0.0822040623,3.2068832968,-0.1265482587,0.0215999117,0.0822040623,3.2068832968,0.1265482587,50.7082152975
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,3,12,353,2.9367490203,4.3211398918,0.0618613728,0.0432990129,3.9901787815,0.2912826057,-0.0618613728,-0.0432990129,3.9901787815,-0.2912826057,49.0084985836
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,6,24,353,2.9367490203,4.3211398918,-0.1432167123,0.4834464108,6.1960672678,-0.4342750995,0.1432167123,-0.4834464108,6.1960672678,0.4342750995,46.1756373938
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,12,48,353,2.9367490203,4.3211398918,0.4399024964,1.0305605064,8.0447547915,1.0273796713,-0.4399024964,-1.0305605064,8.0447547915,-1.0273796713,42.4929178470
ETHUSDT,Q5_high,upper,5pct,0.0500000000,2.5346196347,18,72,353,2.9367490203,4.3211398918,0.5662089947,1.2043199284,9.9387789364,1.0703629948,-0.5662089947,-1.2043199284,9.9387789364,-1.0703629948,42.4929178470
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,1,4,6,0.7512781600,-2.7762314784,-0.4943919347,-0.3520168286,1.2634878342,-0.9584642924,-0.4943919347,-0.3520168286,1.2634878342,-0.9584642924,33.3333333333
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,2,8,6,0.7512781600,-2.7762314784,-0.6281235293,-0.5210251559,2.5101646922,-0.6129407154,-0.6281235293,-0.5210251559,2.5101646922,-0.6129407154,33.3333333333
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,3,12,6,0.7512781600,-2.7762314784,-0.9189377144,-1.1534248948,2.6171845098,-0.8600572475,-0.9189377144,-1.1534248948,2.6171845098,-0.8600572475,33.3333333333
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,6,24,6,0.7512781600,-2.7762314784,0.0991345765,0.2581819071,3.8197690248,0.0635716785,0.0991345765,0.2581819071,3.8197690248,0.0635716785,50.0000000000
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,12,48,6,0.7512781600,-2.7762314784,-0.2833155903,0.0761523401,2.9173137586,-0.2378827544,-0.2833155903,0.0761523401,2.9173137586,-0.2378827544,50.0000000000
ETHUSDT,Q1_low,lower,5pct,0.0500000000,-2.5346979200,18,72,6,0.7512781600,-2.7762314784,-0.4069292854,0.8382828675,3.7975332744,-0.2624780453,-0.4069292854,0.8382828675,3.7975332744,-0.2624780453,50.0000000000
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,1,4,39,1.0318240080,-3.1445857305,-0.5445591764,-0.3980971517,2.1238280412,-1.6012459109,-0.5445591764,-0.3980971517,2.1238280412,-1.6012459109,43.5897435897
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,2,8,39,1.0318240080,-3.1445857305,-0.4490832515,-0.0687596295,2.4840652833,-1.1290057576,-0.4490832515,-0.0687596295,2.4840652833,-1.1290057576,46.1538461538
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,3,12,39,1.0318240080,-3.1445857305,-0.4668747942,-0.2198470188,2.7760709421,-1.0502729275,-0.4668747942,-0.2198470188,2.7760709421,-1.0502729275,43.5897435897
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,6,24,39,1.0318240080,-3.1445857305,0.0242010706,0.1900367071,3.3691048191,0.0448592863,0.0242010706,0.1900367071,3.3691048191,0.0448592863,53.8461538462
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,12,48,39,1.0318240080,-3.1445857305,-0.4240088169,0.1835092119,3.9542393835,-0.6696443882,-0.4240088169,0.1835092119,3.9542393835,-0.6696443882,53.8461538462
ETHUSDT,Q2_lower,lower,5pct,0.0500000000,-2.5346979200,18,72,39,1.0318240080,-3.1445857305,0.8296104472,0.6163742334,4.4939642419,1.1528608826,0.8296104472,0.6163742334,4.4939642419,1.1528608826,56.4102564103
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,1,4,82,1.3048488052,-3.4928307493,-0.1613595593,0.1125659093,1.3349049427,-1.0945895160,-0.1613595593,0.1125659093,1.3349049427,-1.0945895160,56.0975609756
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,2,8,82,1.3048488052,-3.4928307493,-0.5621290121,-0.1648061330,2.5066682719,-2.0307013734,-0.5621290121,-0.1648061330,2.5066682719,-2.0307013734,46.3414634146
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,3,12,82,1.3048488052,-3.4928307493,-0.7073870825,-0.0451670162,3.3747802368,-1.8980976611,-0.7073870825,-0.0451670162,3.3747802368,-1.8980976611,48.7804878049
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,6,24,82,1.3048488052,-3.4928307493,-0.4474216547,0.0815179923,4.3374924238,-0.9340824159,-0.4474216547,0.0815179923,4.3374924238,-0.9340824159,50.0000000000
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,12,48,82,1.3048488052,-3.4928307493,-0.9690282967,-0.1054213512,6.6466402169,-1.3202045168,-0.9690282967,-0.1054213512,6.6466402169,-1.3202045168,48.7804878049
ETHUSDT,Q3_mid,lower,5pct,0.0500000000,-2.5346979200,18,72,82,1.3048488052,-3.4928307493,-1.7305304713,-0.2253700665,9.6482570705,-1.6241917888,-1.7305304713,-0.2253700665,9.6482570705,-1.6241917888,48.7804878049
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,1,4,168,1.6564087358,-3.6471372818,-0.1036009644,0.1755936901,2.1293987486,-0.6306108587,-0.1036009644,0.1755936901,2.1293987486,-0.6306108587,54.1666666667
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,2,8,168,1.6564087358,-3.6471372818,-0.0777879913,0.2665783817,2.7986361303,-0.3602639124,-0.0777879913,0.2665783817,2.7986361303,-0.3602639124,55.3571428571
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,3,12,168,1.6564087358,-3.6471372818,-0.0682567730,0.1113055772,3.1023238319,-0.2851761908,-0.0682567730,0.1113055772,3.1023238319,-0.2851761908,52.3809523810
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,6,24,168,1.6564087358,-3.6471372818,-0.0567299067,0.2186684934,4.1097156072,-0.1789183732,-0.0567299067,0.2186684934,4.1097156072,-0.1789183732,52.3809523810
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,12,48,168,1.6564087358,-3.6471372818,-0.3541569626,-0.2042234369,6.0431588965,-0.7596025458,-0.3541569626,-0.2042234369,6.0431588965,-0.7596025458,48.2142857143
ETHUSDT,Q4_higher,lower,5pct,0.0500000000,-2.5346979200,18,72,168,1.6564087358,-3.6471372818,-0.8817076200,-0.7618783477,7.4600201157,-1.5319311123,-0.8817076200,-0.7618783477,7.4600201157,-1.5319311123,44.6428571429
ETHUSDT,Q5_high,lower,5pct,0.0500000000,-2.5346979200,1,4,340,2.9004173849,-4.5869663967,0.2324043125,0.4767502644,3.2629019156,1.3133474105,0.2324043125,0.4767502644,3.2629019156,1.3133474105,59.1176470588
ETHUSDT,Q5_high,lower,5pct,0.0500000000,-2.5346979200,2,8,340,2.9004173849,-4.5869663967,0.1782815421,0.1749739575,4.4698786236,0.7354448485,0.1782815421,0.1749739575,4.4698786236,0.7354448485,53.8235294118
ETHUSDT,Q5_high,lower,5pct,0.0500000000,-2.5346979200,3,12,340,2.9004173849,-4.5869663967,-0.0346820445,0.3949704298,5.3902778563,-0.1186405077,-0.0346820445,0.3949704298,5.3902778563,-0.1186405077,54.1176470588
ETHUSDT,Q5_high,lower,5pct,0.0500000000,-2.5346979200,6,24,340,2.9004173849,-4.5869663967,0.7859411930,1.2229213178,6.9171566700,2.0950862083,0.7859411930,1.2229213178,6.9171566700,2.0950862083,59.1176470588
ETHUSDT,Q5_high,lower,5pct,0.0500000000,-2.5346979200,12,48,340,2.9004173849,-4.5869663967,0.9063227463,1.0292580786,8.6892069165,1.9232785990,0.9063227463,1.0292580786,8.6892069165,1.9232785990,57.3529411765
