train_start,train_end,test_end,params,train_sharpe,total_return,annual_return,sharpe,sortino,calmar,max_dd,win_rate,profit_factor,avg_win,avg_loss,n_trades,avg_hold_bars,exposure,long_pnl,short_pnl,n_long,n_short
2015-05-26 20:00:00,2018-05-26 20:00:00,2018-11-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.06464097434860662,-0.01427303740021646,-0.027222168687027204,-0.5521775430597099,-0.740080761489791,-0.60168785655207,-0.04524300829839234,0.5,0.8063972609524913,0.004183974266896249,-0.005188477775773035,26,24.423076923076923,0.782983970406905,0.010000413835846933,-0.023058959451245142,14,12
2015-11-26 20:00:00,2018-11-26 20:00:00,2019-05-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.26310114185316297,0.013702157651606539,0.027115426051230518,0.5181020361736527,0.6851818346784625,0.6152902699798385,-0.04406932365779004,0.52,1.2904881630259417,0.005036427875935714,-0.004227958345729264,25,25.56,0.8068181818181818,-0.002786097697310752,0.01752415993572387,12,13
2016-05-26 20:00:00,2019-05-26 20:00:00,2019-11-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.19332423617349814,-0.025713371111917627,-0.048374468541222404,-0.8220501424238104,-0.8331480367225889,-0.9987642245110153,-0.04843432248978086,0.34615384615384615,0.6472788981184724,0.005083384541947049,-0.004157718703411548,26,23.423076923076923,0.7444987775061125,-0.014605356919639711,-0.010325400160833165,14,12
2016-11-26 20:00:00,2019-11-26 20:00:00,2020-05-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",-0.04932056678408458,0.10712819287514708,0.2196515500966878,2.3402455723427207,2.6945199735362313,5.214621628566076,-0.04212224121754504,0.7,6.331098683938665,0.008811480698101306,-0.003247480833154903,20,30.55,0.7656641604010025,0.03857230476763995,0.0653035400068489,10,10
2017-05-26 20:00:00,2020-05-26 20:00:00,2020-11-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.5039185333462038,-0.032477255870686506,-0.06091010749432979,-1.0742452257486144,-1.1798298099850646,-1.1220098903602544,-0.05428660479523295,0.4074074074074074,0.6042878430257961,0.00443460370609476,-0.005045261266012263,27,24.77777777777778,0.8178484107579462,-0.03796998774681015,0.006026448257656303,14,13
2017-11-26 20:00:00,2020-11-26 20:00:00,2021-05-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.337828731974092,0.007090568339438441,0.014022800969331284,0.3154176615084046,0.3879640972394188,0.43453319225536396,-0.03227095471475616,0.391304347826087,1.1345602672956971,0.007796132589273129,-0.004417393827497197,23,30.17391304347826,0.8784810126582279,0.031373792547966795,-0.023052112829469396,11,12
2018-05-26 20:00:00,2021-05-26 20:00:00,2021-11-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.2801189122395868,-0.03573105536652699,-0.06691232546794579,-1.456575439735063,-1.6965381967354234,-1.3144730852245152,-0.05090429482359238,0.27586206896551724,0.6050377269068025,0.006644922064583253,-0.004183869483127169,29,20.275862068965516,0.7188264058679706,-0.013609672030374331,-0.0210922105986302,16,13
2018-11-26 20:00:00,2021-11-26 20:00:00,2022-05-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.1810885949592131,0.05679648513613356,0.11350759783310083,1.5608516563459516,1.8156922045025916,2.516874800653711,-0.04509862699710743,0.3333333333333333,1.880491629918969,0.02063233545102176,-0.005485888669419607,18,35.27777777777778,0.79375,0.06383796088740246,-0.005874612214307184,11,7
2019-05-26 20:00:00,2022-05-26 20:00:00,2022-11-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.39291664249754854,4.7897299975563357e-05,9.18445008495361e-05,0.06135653563273503,0.054830727861489514,0.0010801201576408782,-0.08503174410718928,0.375,1.027500780378094,0.018381703080973692,-0.01073383306290611,24,21.666666666666668,0.6403940886699507,0.023718838010098664,-0.019291006224927076,13,11
2019-11-26 20:00:00,2022-11-26 20:00:00,2023-05-26 20:00:00,"{""n_entry"": 20, ""n_exit"": 10}",0.4152762827885113,-0.03383219234834545,-0.06447955289646501,-0.5743895198705262,-0.5688037860592243,-0.7339633633216249,-0.08785118729176933,0.38461538461538464,0.7402411101320329,0.009079241218123424,-0.007665780356774572,26,21.0,0.6791044776119403,0.01931409936915507,-0.051174172896313985,12,14
2020-05-26 20:00:00,2023-05-26 20:00:00,2023-11-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",0.6776169012369071,0.021554952254812854,0.042003775387691844,0.6371694962998405,0.7531446266798125,1.2972508846780646,-0.03237906860099449,0.5,1.8224896842308482,0.016278407619940555,-0.008931961459529791,6,120.0,0.8921933085501859,0.03592105825036751,-0.013881719769135215,4,2
2020-11-26 20:00:00,2023-11-26 20:00:00,2024-05-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",0.8813559246354143,0.09255163963921764,0.18877404018162047,2.0998242228054855,2.2931333467318566,4.601594572379469,-0.04102361414339162,0.8,13.740905950920183,0.024393487617736798,-0.007100983793897009,5,146.6,0.9196988707653702,0.05238456688750204,0.038088399789548144,3,2
2021-05-26 20:00:00,2024-05-26 20:00:00,2024-11-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",1.0352232354391138,0.09561014535151058,0.18982263819250744,1.7395473392479617,1.892643636786262,2.7500397887480346,-0.0690254151846017,0.5,6.063892142081005,0.03768015871991426,-0.006213857014116216,6,109.0,0.7995110024449877,0.03916226449133464,0.055236640626059486,4,2
2021-11-26 20:00:00,2024-11-26 20:00:00,2025-05-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",1.375146612701338,0.02538541062602473,0.05051707446808029,0.5414303740278236,0.6881903326380967,1.0751173640974867,-0.04698749750962039,0.5714285714285714,1.7382131685673148,0.015461403755288428,-0.011859998175047126,7,93.85714285714286,0.8295454545454546,-0.021071735485488352,0.047337355981500684,3,4
2022-05-26 20:00:00,2025-05-26 20:00:00,2025-11-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",1.1349632181811282,-0.04922471659377137,-0.09160875682655456,-1.6753423065800597,-1.354918359626255,-1.1282830830098738,-0.0811930606831166,0.2857142857142857,0.29283153820072877,0.01026143663907586,-0.014016846275679362,7,51.285714285714285,0.4388753056234719,-0.03042394900676404,-0.01913740909348105,6,1
2022-11-26 20:00:00,2025-11-26 20:00:00,2026-05-26 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",0.8161708516752695,-0.044069450282949285,-0.08479166657827342,-1.3272034380427775,-1.047446495257938,-1.6466495700465453,-0.051493449560052196,0.14285714285714285,0.14991061884910417,0.007847975972012478,-0.008725172408580376,7,63.285714285714285,0.5593434343434344,-0.03094828080520462,-0.013554777674265162,5,2
2023-05-26 20:00:00,2026-05-26 20:00:00,2026-06-10 20:00:00,"{""n_entry"": 90, ""n_exit"": 45}",0.5287821302316714,0.008050235478807455,0.20152157953249117,7.106163583018848,12.056385147432767,83.33178351983513,-0.002418303929430765,1.0,,0.008050235478807455,,1,68.0,1.0,0.008050235478807455,0.0,1,0
