lookback,vol_min,total_return,annual_return,sharpe,calmar,max_drawdown,trades,profit_factor,win_rate
40,0.0,-0.10782191699308763,-0.008180466031869393,-0.04249898055724305,-0.022437222645451536,-0.3645935221633919,273,0.9708515197943064,0.336996336996337
80,0.0,0.18116016126829626,0.012059439757805324,0.17585837616246067,0.03252708688379905,-0.3707506854483128,137,1.1788838110273334,0.30656934306569344
160,0.0,0.15812977917583182,0.010625687658302407,0.1605325746447408,0.03536767862068235,-0.3004349754549258,72,1.2161987695038912,0.3611111111111111
320,0.0,1.227791775563022,0.059365796088316714,0.6697035526939081,0.3993597294091296,-0.148652434676253,27,5.252661235845094,0.5185185185185185
40,0.8,0.01065515064214484,0.0007633725033011629,0.05449716372378196,0.002101674401916616,-0.3632211072300293,237,1.0396002183218838,0.34177215189873417
80,0.8,0.2952153804495208,0.01879849027469671,0.24759140774222865,0.05816590974649165,-0.32318741951475394,126,1.2698601334131492,0.3253968253968254
160,0.8,0.45892989050732713,0.02756663763610301,0.3402171932937458,0.15237899469017316,-0.18090838367947815,64,1.570347062989209,0.421875
320,0.8,1.1735659402175478,0.057488005980314894,0.6505241345282005,0.36907921770003776,-0.1557606151290729,25,5.057027306452049,0.52
