variant,variant_label,timeframe,period,direction,trade_count,total_pnl_pips,win_rate_pct,profit_factor,max_drawdown_pips,avg_win_pips,avg_loss_pips,avg_win_loss_ratio,avg_trade_pips,median_trade_pips,max_win_pips,max_loss_pips,pnl_skew,avg_holding_bars,top_1pct_win_contribution_pct,top_5pct_win_contribution_pct,top_10pct_win_contribution_pct
baseline_long_short,Baseline long/short,240m,oos_2025,long,15,-424.4999999999999,40.0,0.5082821730568753,504.9999999999999,73.13333333333345,-95.92222222222229,0.7624232595853129,-28.299999999999994,-72.89999999999941,288.0999999999991,-156.09999999999877,1.6481560140034173,55.666666666666664,65.65633546034609,65.65633546034609,65.65633546034609
baseline_long_short,Baseline long/short,240m,oos_2025,short,14,-383.4999999999991,21.428571428571427,0.7753894810823477,1707.4,441.3000000000002,-155.21818181818182,2.8430947639686086,-27.39285714285708,-107.25,678.8999999999978,-329.1999999999982,1.8118781808234654,55.285714285714285,51.280308180375975,51.280308180375975,51.280308180375975
long_only,Long only,60m,full_2023_2025,long,146,1215.2999999999872,41.78082191780822,1.1814313865997828,1407.5000000000105,129.73278688524587,-78.80470588235308,1.6462568501800252,8.323972602739639,-17.899999999999693,521.1000000000004,-258.49999999999886,1.0472713949999364,71.5958904109589,6.584783350392363,22.08575002843175,31.785384838950243
long_only,Long only,60m,dev_2023_2024,long,100,1203.4999999999982,39.0,1.2565988657200113,1099.7000000000046,151.1205128205129,-76.88852459016401,1.9654495079210432,12.034999999999982,-19.549999999999045,521.1000000000004,-258.49999999999886,1.043043294647571,74.77,8.841644467821576,16.29875969255307,26.621646843239414
long_only,Long only,60m,oos_2025,long,46,11.799999999988927,47.82608695652174,1.005875908774021,1186.0000000000027,91.81818181818163,-83.6750000000003,1.0973191732080227,0.25652173913019405,-14.250000000000739,436.70000000000095,-239.70000000000005,0.9810010767020321,64.69565217391305,21.61881188118821,32.55445544554465,41.8712871287131
long_only,Long only,240m,full_2023_2025,long,35,2164.6000000000067,54.285714285714285,2.12733711785845,505.0,214.98421052631593,-120.0062499999998,1.7914417834597474,61.84571428571448,12.100000000000023,982.0000000000013,-252.30000000000052,1.9781833322342717,85.08571428571429,24.04093323867115,24.04093323867115,42.999485886356375
long_only,Long only,240m,dev_2023_2024,long,21,2603.8000000000047,61.904761904761905,3.276247923769568,451.7999999999993,288.28461538461556,-142.98749999999976,2.01615256847358,123.99047619047641,36.5,982.0000000000013,-252.30000000000052,1.3810874123117827,102.0,26.202737679109866,26.202737679109866,46.86607786108811
long_only,Long only,240m,oos_2025,long,15,-424.4999999999999,40.0,0.5082821730568753,504.9999999999999,73.13333333333345,-95.92222222222229,0.7624232595853129,-28.299999999999994,-72.89999999999941,288.0999999999991,-156.09999999999877,1.6481560140034173,55.666666666666664,65.65633546034609,65.65633546034609,65.65633546034609
short_filter_ma80_slope,Short only if MA80 is falling,60m,full_2023_2025,short,122,-1873.0000000000077,31.147540983606557,0.6768906983163114,2012.600000000005,103.25789473684202,-69.00952380952386,1.49628470154132,-15.352459016393507,-36.599999999999454,577.2000000000011,-175.2999999999995,2.1131190174630086,52.82786885245902,14.710229879198774,24.165349915897895,38.959681940975614
short_filter_ma80_slope,Short only if MA80 is falling,60m,full_2023_2025,long,146,1215.2999999999872,41.78082191780822,1.1814313865997828,1407.5000000000105,129.73278688524587,-78.80470588235308,1.6462568501800252,8.323972602739639,-17.899999999999693,521.1000000000004,-258.49999999999886,1.0472713949999364,71.5958904109589,6.584783350392363,22.08575002843175,31.785384838950243
short_filter_ma80_slope,Short only if MA80 is falling,60m,dev_2023_2024,short,78,-1536.4000000000005,25.64102564102564,0.6295331790123461,1998.1000000000026,130.54000000000025,-71.50344827586216,1.8256462191358038,-19.697435897435906,-36.84999999999923,577.2000000000011,-175.2999999999995,2.3105357473683004,48.11538461538461,22.108166079362647,22.108166079362647,36.31836984832232
short_filter_ma80_slope,Short only if MA80 is falling,60m,dev_2023_2024,long,100,1203.4999999999982,39.0,1.2565988657200113,1099.7000000000046,151.1205128205129,-76.88852459016401,1.9654495079210432,12.034999999999982,-19.549999999999045,521.1000000000004,-258.49999999999886,1.043043294647571,74.77,8.841644467821576,16.29875969255307,26.621646843239414
short_filter_ma80_slope,Short only if MA80 is falling,60m,oos_2025,short,45,-356.90000000000566,40.0,0.7862746272231833,377.5999999999992,72.94444444444399,-61.84814814814805,1.179411940834775,-7.931111111111237,-24.199999999999932,278.9999999999983,-172.09999999999843,1.1513184368392204,59.8,21.249047981721255,21.249047981721255,35.460776846915586
short_filter_ma80_slope,Short only if MA80 is falling,60m,oos_2025,long,46,11.799999999988927,47.82608695652174,1.005875908774021,1186.0000000000027,91.81818181818163,-83.6750000000003,1.0973191732080227,0.25652173913019405,-14.250000000000739,436.70000000000095,-239.70000000000005,0.9810010767020321,64.69565217391305,21.61881188118821,32.55445544554465,41.8712871287131
short_filter_ma80_slope,Short only if MA80 is falling,240m,full_2023_2025,short,26,372.00000000001046,26.923076923076923,1.1686462961283939,1230.9000000000015,368.25714285714383,-116.09473684210508,3.1720399466342117,14.30769230769271,-68.24999999999994,1005.9000000000017,-232.29999999999882,2.281466105267697,56.11538461538461,39.021646365117505,39.021646365117505,39.021646365117505
short_filter_ma80_slope,Short only if MA80 is falling,240m,full_2023_2025,long,35,2164.6000000000067,54.285714285714285,2.12733711785845,505.0,214.98421052631593,-120.0062499999998,1.7914417834597474,61.84571428571448,12.100000000000023,982.0000000000013,-252.30000000000052,1.9781833322342717,85.08571428571429,24.04093323867115,24.04093323867115,42.999485886356375
short_filter_ma80_slope,Short only if MA80 is falling,240m,dev_2023_2024,short,13,795.3000000000112,38.46153846153847,1.8157759770232997,377.29999999999666,354.0400000000013,-121.86249999999943,2.9052415632372797,61.17692307692394,-73.39999999999895,1005.9000000000017,-198.29999999999848,2.214016419070375,64.46153846153847,56.824087673709066,56.824087673709066,56.824087673709066
short_filter_ma80_slope,Short only if MA80 is falling,240m,dev_2023_2024,long,21,2603.8000000000047,61.904761904761905,3.276247923769568,451.7999999999993,288.28461538461556,-142.98749999999976,2.01615256847358,123.99047619047641,36.5,982.0000000000013,-252.30000000000052,1.3810874123117827,102.0,26.202737679109866,26.202737679109866,46.86607786108811
short_filter_ma80_slope,Short only if MA80 is falling,240m,oos_2025,long,15,-424.4999999999999,40.0,0.5082821730568753,504.9999999999999,73.13333333333345,-95.92222222222229,0.7624232595853129,-28.299999999999994,-72.89999999999941,288.0999999999991,-156.09999999999877,1.6481560140034173,55.666666666666664,65.65633546034609,65.65633546034609,65.65633546034609
short_filter_ma80_slope,Short only if MA80 is falling,240m,oos_2025,short,13,-423.30000000000086,15.384615384615385,0.6561052888130633,1230.9000000000012,403.8000000000002,-111.9000000000001,3.6085790884718483,-32.561538461538525,-63.10000000000093,627.3999999999992,-232.29999999999882,2.2697171787448385,47.76923076923077,77.68697374938075,77.68697374938075,77.68697374938075
short_filter_ma200_down,Short only if close < falling MA200,60m,full_2023_2025,short,115,-352.300000000009,27.82608695652174,0.9163222649755338,754.900000000004,120.5593750000001,-50.72530120481942,2.376710874780291,-3.0634782608696436,-21.79999999999984,520.0000000000008,-262.59999999999854,2.0375207216667364,37.6695652173913,13.478835635967764,22.761087638352496,39.905129733793046
short_filter_ma200_down,Short only if close < falling MA200,60m,full_2023_2025,long,146,1215.2999999999872,41.78082191780822,1.1814313865997828,1407.5000000000105,129.73278688524587,-78.80470588235308,1.6462568501800252,8.323972602739639,-17.899999999999693,521.1000000000004,-258.49999999999886,1.0472713949999364,71.5958904109589,6.584783350392363,22.08575002843175,31.785384838950243
short_filter_ma200_down,Short only if close < falling MA200,60m,dev_2023_2024,short,66,171.69999999999385,25.757575757575758,1.0638029058749185,754.900000000004,168.4,-54.920408163265435,3.066255434580648,2.6015151515150583,-34.849999999999625,520.0000000000008,-165.89999999999867,2.1067971449623317,39.121212121212125,18.164035210283664,18.164035210283664,30.672767919519405
short_filter_ma200_down,Short only if close < falling MA200,60m,dev_2023_2024,long,100,1203.4999999999982,39.0,1.2565988657200113,1099.7000000000046,151.1205128205129,-76.88852459016401,1.9654495079210432,12.034999999999982,-19.549999999999045,521.1000000000004,-258.49999999999886,1.043043294647571,74.77,8.841644467821576,16.29875969255307,26.621646843239414
short_filter_ma200_down,Short only if close < falling MA200,60m,oos_2025,long,46,11.799999999988927,47.82608695652174,1.005875908774021,1186.0000000000027,91.81818181818163,-83.6750000000003,1.0973191732080227,0.25652173913019405,-14.250000000000739,436.70000000000095,-239.70000000000005,0.9810010767020321,64.69565217391305,21.61881188118821,32.55445544554465,41.8712871287131
short_filter_ma200_down,Short only if close < falling MA200,60m,oos_2025,short,49,-524.0000000000028,30.612244897959183,0.6550589164636951,741.4000000000013,66.34000000000019,-44.67941176470604,1.4848002106510423,-10.693877551020465,-17.800000000000637,215.40000000000157,-262.59999999999854,0.32333728732534206,35.714285714285715,21.646065722038085,21.646065722038085,40.2773590593911
short_filter_ma200_down,Short only if close < falling MA200,240m,full_2023_2025,short,23,-249.20000000000573,26.08695652173913,0.8864692482915695,1084.6999999999998,324.3,-129.11764705882388,2.5116628701594466,-10.834782608695901,-67.99999999999875,595.9999999999999,-328.50000000000057,1.1829082846474652,43.608695652173914,30.630075033405273,30.630075033405273,30.630075033405273
short_filter_ma200_down,Short only if close < falling MA200,240m,full_2023_2025,long,35,2164.6000000000067,54.285714285714285,2.12733711785845,505.0,214.98421052631593,-120.0062499999998,1.7914417834597474,61.84571428571448,12.100000000000023,982.0000000000013,-252.30000000000052,1.9781833322342717,85.08571428571429,24.04093323867115,24.04093323867115,42.999485886356375
short_filter_ma200_down,Short only if close < falling MA200,240m,dev_2023_2024,short,13,-427.7999999999996,30.76923076923077,0.7383006056157098,1084.6999999999998,301.72500000000025,-181.63333333333335,1.661176362635347,-32.90769230769228,-143.0000000000016,595.9999999999999,-328.50000000000057,1.3474961314384437,47.61538461538461,49.382716049382665,49.382716049382665,49.382716049382665
short_filter_ma200_down,Short only if close < falling MA200,240m,dev_2023_2024,long,21,2603.8000000000047,61.904761904761905,3.276247923769568,451.7999999999993,288.28461538461556,-142.98749999999976,2.01615256847358,123.99047619047641,36.5,982.0000000000013,-252.30000000000052,1.3810874123117827,102.0,26.202737679109866,26.202737679109866,46.86607786108811
short_filter_ma200_down,Short only if close < falling MA200,240m,oos_2025,long,15,-424.4999999999999,40.0,0.5082821730568753,504.9999999999999,73.13333333333345,-95.92222222222229,0.7624232595853129,-28.299999999999994,-72.89999999999941,288.0999999999991,-156.09999999999877,1.6481560140034173,55.666666666666664,65.65633546034609,65.65633546034609,65.65633546034609
short_filter_ma200_down,Short only if close < falling MA200,240m,oos_2025,short,10,178.59999999999388,20.0,1.318757808316959,560.3000000000053,369.4499999999996,-70.03750000000066,5.275031233267836,17.85999999999939,-46.25000000000006,401.50000000000057,-217.70000000000016,1.3829716514797372,38.4,54.33752875896617,54.33752875896617,54.33752875896617
