timeframe,period,start,end_exclusive,short_window,long_window,cost_pips,entry_delay_bars,trade_count,total_pnl_pips,win_rate_pct,profit_factor,max_drawdown_pips,avg_win_pips,avg_loss_pips,avg_win_loss_ratio,avg_trade_pips,median_trade_pips,max_win_pips,max_loss_pips,pnl_skew,avg_holding_bars,top_1pct_win_contribution_pct,top_5pct_win_contribution_pct,top_10pct_win_contribution_pct
60m,dev_2023_2024,2023-01-01,2025-01-01,20,80,0.8,0,201,-195.70000000000152,31.343283582089555,0.980135609736292,1574.6999999999903,153.2714285714287,-71.38985507246382,2.1469637165652107,-0.9736318407960275,-33.10000000000075,575.1999999999991,-258.2999999999989,1.651204944953691,62.0547263681592,5.956856287735201,21.296382597529014,32.34949928024771
60m,oos_2025,2025-01-01,2026-01-01,20,80,0.8,0,92,93.89999999997796,43.47826086956522,1.0259120260499963,1009.3000000000054,92.94249999999974,-69.68846153846178,1.3336856338649952,1.020652173912804,-16.04999999999892,436.90000000000094,-239.50000000000006,1.03448249904354,67.66304347826087,11.751889609167016,19.01444441455746,32.111251580278214
60m,dev_2023_2024,2023-01-01,2025-01-01,20,80,1.0,0,201,-235.90000000000197,31.343283582089555,0.9761220317023301,1586.6999999999912,153.0714285714287,-71.58985507246382,2.1381720694431996,-1.1736318407960298,-33.30000000000075,574.9999999999991,-258.49999999999886,1.651204944953691,62.0547263681592,5.962565458599045,21.31591227251516,32.37724892414579
60m,oos_2025,2025-01-01,2026-01-01,20,80,1.0,0,92,75.4999999999784,43.47826086956522,1.0207748610423142,1014.9000000000057,92.74249999999975,-69.88846153846177,1.3270073193550083,0.8206521739128086,-16.24999999999892,436.70000000000095,-239.70000000000005,1.03448249904354,67.66304347826087,11.771841388791602,19.044666684637644,32.15893468474548
60m,dev_2023_2024,2023-01-01,2025-01-01,20,80,2.0,0,201,-436.90000000000197,30.34825870646766,0.9563902419548033,1712.7999999999963,157.0737704918034,-71.56000000000004,2.194993997929057,-2.1736318407960296,-34.30000000000075,573.9999999999991,-259.49999999999886,1.651204944953691,62.0547263681592,5.990711266503145,21.41209622710431,32.513698272713036
60m,oos_2025,2025-01-01,2026-01-01,20,80,2.0,0,92,-16.5000000000216,41.30434782608695,0.9955255450699584,1042.9000000000055,96.6078947368419,-68.28888888888913,1.4146941956257306,-0.1793478260871913,-17.24999999999892,435.70000000000095,-240.70000000000005,1.03448249904354,67.66304347826087,11.868377325597283,19.190433385089,32.38811255482015
240m,dev_2023_2024,2023-01-01,2025-01-01,20,80,0.8,0,42,2577.7000000000107,47.61904761904761,1.79075403398982,1433.5999999999922,291.87500000000045,-148.17272727272712,1.9698294373888021,61.37380952380978,-13.64999999999883,1117.7000000000003,-408.9999999999994,1.6816972164202912,76.76190476190476,19.146895074946443,19.146895074946443,35.97259100642396
240m,oos_2025,2025-01-01,2026-01-01,20,80,0.8,0,29,-802.1999999999991,31.03448275862069,0.6874586044337091,2115.5999999999976,196.05555555555574,-128.33500000000004,1.5276857876304646,-27.66206896551721,-75.39999999999809,679.0999999999979,-328.99999999999824,2.0996835187377862,55.48275862068966,38.48682346273717,38.48682346273717,38.48682346273717
240m,dev_2023_2024,2023-01-01,2025-01-01,20,80,1.0,0,42,2569.300000000011,47.61904761904761,1.7871147601249961,1435.9999999999923,291.67500000000035,-148.37272727272713,1.9658262361374959,61.17380952380979,-13.849999999998829,1117.5000000000002,-409.19999999999936,1.6816972164202908,76.76190476190476,19.1565955258421,19.1565955258421,35.99040027427785
240m,oos_2025,2025-01-01,2026-01-01,20,80,1.0,0,29,-807.9999999999992,31.03448275862069,0.6856887229159375,2120.199999999998,195.8555555555557,-128.53500000000003,1.5237527175909726,-27.862068965517214,-75.59999999999809,678.8999999999978,-329.1999999999982,2.0996835187377862,55.48275862068966,38.51477846485489,38.51477846485489,38.51477846485489
240m,dev_2023_2024,2023-01-01,2025-01-01,20,80,2.0,0,42,2527.300000000011,47.61904761904761,1.7690645730631163,1447.9999999999923,290.67500000000035,-149.37272727272713,1.9459710303694278,60.17380952380979,-14.849999999998829,1116.5000000000002,-410.19999999999936,1.6816972164202908,76.76190476190476,19.205298013245013,19.205298013245013,36.079814225509566
240m,oos_2025,2025-01-01,2026-01-01,20,80,2.0,0,29,-836.9999999999992,31.03448275862069,0.6769212954027871,2143.199999999998,194.8555555555557,-129.53500000000003,1.5042695453395272,-28.862068965517214,-76.59999999999809,677.8999999999978,-330.1999999999982,2.0996835187377862,55.48275862068966,38.65541426697823,38.65541426697823,38.65541426697823
