timeframe,period,entry_time,exit_time,direction,entry_price,exit_price,gross_pnl_pips,cost_pips,net_pnl_pips,holding_bars,short_window,long_window,entry_delay_bars,exit_reason
60m,full_2023_2025,2023-02-13 02:00:00,2023-02-13 04:00:00,short,131.677,132.024,-34.70000000000084,1.0,-35.70000000000084,2,20,80,0,signal_flip
60m,full_2023_2025,2023-02-13 04:00:00,2023-02-20 17:00:00,long,132.024,134.095,207.0999999999998,1.0,206.0999999999998,133,20,80,0,signal_flip
60m,full_2023_2025,2023-02-20 17:00:00,2023-02-21 07:00:00,short,134.095,134.502,-40.70000000000107,1.0,-41.70000000000107,14,20,80,0,signal_flip
60m,full_2023_2025,2023-02-21 07:00:00,2023-02-24 08:00:00,long,134.502,134.837,33.499999999997954,1.0,32.499999999997954,73,20,80,0,signal_flip
60m,full_2023_2025,2023-02-24 08:00:00,2023-02-24 13:00:00,short,134.837,135.661,-82.40000000000123,1.0,-83.40000000000123,5,20,80,0,signal_flip
60m,full_2023_2025,2023-02-24 13:00:00,2023-03-01 12:00:00,long,135.661,135.338,-32.30000000000075,1.0,-33.30000000000075,71,20,80,0,signal_flip
60m,full_2023_2025,2023-03-01 12:00:00,2023-03-02 10:00:00,short,135.338,136.469,-113.10000000000002,1.0,-114.10000000000002,22,20,80,0,signal_flip
60m,full_2023_2025,2023-03-02 10:00:00,2023-03-03 20:00:00,long,136.469,135.837,-63.2000000000005,1.0,-64.2000000000005,34,20,80,0,signal_flip
60m,full_2023_2025,2023-03-03 20:00:00,2023-03-07 20:00:00,short,135.837,137.105,-126.80000000000007,1.0,-127.80000000000007,48,20,80,0,signal_flip
60m,full_2023_2025,2023-03-07 20:00:00,2023-03-09 18:00:00,long,137.105,136.226,-87.89999999999907,1.0,-88.89999999999907,46,20,80,0,signal_flip
60m,full_2023_2025,2023-03-09 18:00:00,2023-03-22 01:00:00,short,136.226,132.526,369.99999999999886,1.0,368.99999999999886,200,20,80,0,signal_flip
60m,full_2023_2025,2023-03-22 01:00:00,2023-03-23 04:00:00,long,132.526,130.617,-190.90000000000202,1.0,-191.90000000000202,27,20,80,0,signal_flip
60m,full_2023_2025,2023-03-23 04:00:00,2023-03-27 17:00:00,short,130.617,131.6,-98.30000000000041,1.0,-99.30000000000041,61,20,80,0,signal_flip
60m,full_2023_2025,2023-03-27 17:00:00,2023-03-28 19:00:00,long,131.6,130.783,-81.70000000000073,1.0,-82.70000000000073,26,20,80,0,signal_flip
60m,full_2023_2025,2023-03-28 19:00:00,2023-03-28 23:00:00,short,130.783,130.859,-7.600000000002183,1.0,-8.600000000002183,4,20,80,0,signal_flip
60m,full_2023_2025,2023-03-28 23:00:00,2023-04-04 01:00:00,long,130.859,132.553,169.39999999999884,1.0,168.39999999999884,98,20,80,0,signal_flip
