pair,vol_regime,shock_side,shock_level,shock_quantile,threshold_pct,horizon_bars,horizon_hours,count,vol20_mean_pct,current_return_mean_pct,future_return_mean_pct,mr_return_mean_pct,mr_return_median_pct,mr_return_std_pct,mr_return_t_stat,mr_win_rate_pct
EURUSD,Q2_lower,lower,5pct,0.0500000000,-0.3016559404,6,24,33,0.1368006684,-0.3684302546,0.0571748000,0.0571748000,0.0000000000,0.3292096185,0.9976750434,48.4848484848
EURUSD,Q2_lower,lower,5pct,0.0500000000,-0.3016559404,12,48,33,0.1368006684,-0.3684302546,0.0580202936,0.0580202936,0.1358421503,0.5715829974,0.5831195349,54.5454545455
EURUSD,Q3_mid,lower,5pct,0.0500000000,-0.3016559404,1,4,59,0.1711691758,-0.4098215711,0.0043806444,0.0043806444,0.0254922604,0.2036140357,0.1652556417,59.3220338983
EURUSD,Q3_mid,lower,5pct,0.0500000000,-0.3016559404,3,12,59,0.1711691758,-0.4098215711,0.0546091415,0.0546091415,0.0469443905,0.2353720463,1.7821180622,61.0169491525
EURUSD,Q3_mid,lower,5pct,0.0500000000,-0.3016559404,6,24,59,0.1711691758,-0.4098215711,0.0355152117,0.0355152117,-0.0068704322,0.3837959181,0.7107879598,49.1525423729
EURUSD,Q3_mid,lower,5pct,0.0500000000,-0.3016559404,12,48,59,0.1711691758,-0.4098215711,-0.0532443332,-0.0532443332,-0.1056419199,0.5249794470,-0.7790352282,42.3728813559
EURUSD,Q4_higher,lower,5pct,0.0500000000,-0.3016559404,1,4,99,0.2105735944,-0.4515529190,0.0082050298,0.0082050298,0.0059728237,0.2468221112,0.3307605422,50.5050505051
EURUSD,Q4_higher,lower,5pct,0.0500000000,-0.3016559404,3,12,99,0.2105735944,-0.4515529190,-0.0505583966,-0.0505583966,-0.0386372642,0.3378090592,-1.4891539504,46.4646464646
EURUSD,Q4_higher,lower,5pct,0.0500000000,-0.3016559404,6,24,98,0.2106813030,-0.4517576630,-0.0781699557,-0.0781699557,-0.0705386211,0.5155179658,-1.5010981816,43.8775510204
EURUSD,Q4_higher,lower,5pct,0.0500000000,-0.3016559404,12,48,98,0.2106813030,-0.4517576630,-0.0842449777,-0.0842449777,-0.0567965839,0.6554851289,-1.2723137310,47.9591836735
EURUSD,Q5_high,lower,5pct,0.0500000000,-0.3016559404,1,4,145,0.3224527630,-0.5379735501,0.0242465025,0.0242465025,-0.0123582955,0.3607439082,0.8093457603,48.2758620690
EURUSD,Q5_high,lower,5pct,0.0500000000,-0.3016559404,3,12,145,0.3224527630,-0.5379735501,0.1044806504,0.1044806504,0.0490481601,0.4845767598,2.5963144292,54.4827586207
EURUSD,Q5_high,lower,5pct,0.0500000000,-0.3016559404,6,24,145,0.3224527630,-0.5379735501,0.1037029391,0.1037029391,0.0339827274,0.7094675965,1.7601209064,53.7931034483
EURUSD,Q5_high,lower,5pct,0.0500000000,-0.3016559404,12,48,145,0.3224527630,-0.5379735501,0.0803238478,0.0803238478,0.0322192267,1.0021121385,0.9651885985,51.0344827586
EURUSD,Q1_low,upper,2_5pct,0.0250000000,0.4140645089,1,4,0,,,,,,,,
EURUSD,Q1_low,upper,2_5pct,0.0250000000,0.4140645089,3,12,0,,,,,,,,
EURUSD,Q1_low,upper,2_5pct,0.0250000000,0.4140645089,6,24,0,,,,,,,,
EURUSD,Q1_low,upper,2_5pct,0.0250000000,0.4140645089,12,48,0,,,,,,,,
EURUSD,Q2_lower,upper,2_5pct,0.0250000000,0.4140645089,1,4,3,0.1449530274,0.4436777211,0.0006584092,-0.0006584092,0.0522320194,0.1206773317,-0.0094499788,66.6666666667
EURUSD,Q2_lower,upper,2_5pct,0.0250000000,0.4140645089,3,12,3,0.1449530274,0.4436777211,0.0425787407,-0.0425787407,-0.1007846893,0.4178959928,-0.1764758302,33.3333333333
EURUSD,Q2_lower,upper,2_5pct,0.0250000000,0.4140645089,6,24,3,0.1449530274,0.4436777211,0.1195769587,-0.1195769587,0.0054020474,0.5351202704,-0.3870407819,66.6666666667
EURUSD,Q2_lower,upper,2_5pct,0.0250000000,0.4140645089,12,48,3,0.1449530274,0.4436777211,0.0416552890,-0.0416552890,0.5040867027,0.9787604706,-0.0737147435,66.6666666667
EURUSD,Q3_mid,upper,2_5pct,0.0250000000,0.4140645089,1,4,19,0.1693580269,0.4910264602,0.0404596240,-0.0404596240,-0.0558732065,0.2170480668,-0.8125362040,42.1052631579
EURUSD,Q3_mid,upper,2_5pct,0.0250000000,0.4140645089,3,12,19,0.1693580269,0.4910264602,-0.0041075311,0.0041075311,-0.0713971911,0.2377055703,0.0753213859,42.1052631579
EURUSD,Q3_mid,upper,2_5pct,0.0250000000,0.4140645089,6,24,19,0.1693580269,0.4910264602,-0.0176295000,0.0176295000,0.0689533102,0.4640000986,0.1656146389,63.1578947368
EURUSD,Q3_mid,upper,2_5pct,0.0250000000,0.4140645089,12,48,19,0.1693580269,0.4910264602,-0.3136751194,0.3136751194,0.2279999517,0.6648241452,2.0566012177,73.6842105263
EURUSD,Q4_higher,upper,2_5pct,0.0250000000,0.4140645089,1,4,44,0.2081758245,0.5492244197,0.0478764261,-0.0478764261,-0.0040943526,0.2203239188,-1.4414062945,47.7272727273
EURUSD,Q4_higher,upper,2_5pct,0.0250000000,0.4140645089,3,12,44,0.2081758245,0.5492244197,0.0921462480,-0.0921462480,-0.0157540504,0.3844395647,-1.5899223616,47.7272727273
EURUSD,Q4_higher,upper,2_5pct,0.0250000000,0.4140645089,6,24,44,0.2081758245,0.5492244197,0.0890794292,-0.0890794292,0.0556033015,0.5524966651,-1.0694835350,52.2727272727
EURUSD,Q4_higher,upper,2_5pct,0.0250000000,0.4140645089,12,48,44,0.2081758245,0.5492244197,-0.0310876935,0.0310876935,-0.0319835156,0.7151969563,0.2883295686,45.4545454545
EURUSD,Q5_high,upper,2_5pct,0.0250000000,0.4140645089,1,4,106,0.3372063054,0.6873024172,0.0370043362,-0.0370043362,-0.0340363563,0.3003779284,-1.2683453849,44.3396226415
EURUSD,Q5_high,upper,2_5pct,0.0250000000,0.4140645089,3,12,106,0.3372063054,0.6873024172,0.0156743545,-0.0156743545,0.0067401099,0.4518833537,-0.3571217122,52.8301886792
EURUSD,Q5_high,upper,2_5pct,0.0250000000,0.4140645089,6,24,106,0.3372063054,0.6873024172,0.0546509754,-0.0546509754,0.0162516614,0.5708933570,-0.9855890298,50.9433962264
EURUSD,Q5_high,upper,2_5pct,0.0250000000,0.4140645089,12,48,106,0.3372063054,0.6873024172,-0.0029406234,0.0029406234,0.0370740032,0.8639229013,0.0350442976,51.8867924528
EURUSD,Q1_low,lower,2_5pct,0.0250000000,-0.4192245930,1,4,0,,,,,,,,
EURUSD,Q1_low,lower,2_5pct,0.0250000000,-0.4192245930,3,12,0,,,,,,,,
EURUSD,Q1_low,lower,2_5pct,0.0250000000,-0.4192245930,6,24,0,,,,,,,,
EURUSD,Q1_low,lower,2_5pct,0.0250000000,-0.4192245930,12,48,0,,,,,,,,
EURUSD,Q2_lower,lower,2_5pct,0.0250000000,-0.4192245930,1,4,8,0.1382451599,-0.4685328029,0.0801982050,0.0801982050,0.1251966306,0.1587479236,1.4288991829,75.0000000000
EURUSD,Q2_lower,lower,2_5pct,0.0250000000,-0.4192245930,3,12,8,0.1382451599,-0.4685328029,0.0217974603,0.0217974603,-0.0422493614,0.2150887613,0.2866376082,37.5000000000
EURUSD,Q2_lower,lower,2_5pct,0.0250000000,-0.4192245930,6,24,8,0.1382451599,-0.4685328029,0.1304013077,0.1304013077,0.1629759465,0.3573148248,1.0322286407,62.5000000000
EURUSD,Q2_lower,lower,2_5pct,0.0250000000,-0.4192245930,12,48,8,0.1382451599,-0.4685328029,0.1659702746,0.1659702746,-0.0227865546,0.8252010876,0.5688732524,50.0000000000
EURUSD,Q3_mid,lower,2_5pct,0.0250000000,-0.4192245930,1,4,21,0.1729582039,-0.5170030175,-0.0290729991,-0.0290729991,0.0042933012,0.2468009718,-0.5398245314,52.3809523810
EURUSD,Q3_mid,lower,2_5pct,0.0250000000,-0.4192245930,3,12,21,0.1729582039,-0.5170030175,0.0108235726,0.0108235726,0.0107764427,0.2380380154,0.2083694099,52.3809523810
EURUSD,Q3_mid,lower,2_5pct,0.0250000000,-0.4192245930,6,24,21,0.1729582039,-0.5170030175,0.0345918375,0.0345918375,0.0056290987,0.3534600051,0.4484799174,52.3809523810
EURUSD,Q3_mid,lower,2_5pct,0.0250000000,-0.4192245930,12,48,21,0.1729582039,-0.5170030175,0.0219061185,0.0219061185,0.0403497557,0.3519155987,0.2852571654,57.1428571429
EURUSD,Q4_higher,lower,2_5pct,0.0250000000,-0.4192245930,1,4,49,0.2113551464,-0.5525356776,-0.0065679189,-0.0065679189,-0.0494695772,0.2946252286,-0.1560471683,44.8979591837
EURUSD,Q4_higher,lower,2_5pct,0.0250000000,-0.4192245930,3,12,49,0.2113551464,-0.5525356776,-0.0594546440,-0.0594546440,-0.0574459889,0.3900768331,-1.0669244435,40.8163265306
EURUSD,Q4_higher,lower,2_5pct,0.0250000000,-0.4192245930,6,24,48,0.2115913339,-0.5550575041,-0.0866779012,-0.0866779012,-0.0812249627,0.5211621464,-1.1522750055,43.7500000000
EURUSD,Q4_higher,lower,2_5pct,0.0250000000,-0.4192245930,12,48,48,0.2115913339,-0.5550575041,-0.1053708618,-0.1053708618,-0.1159448342,0.6393724722,-1.1417925806,45.8333333333
EURUSD,Q5_high,lower,2_5pct,0.0250000000,-0.4192245930,1,4,93,0.3164212693,-0.6418865027,0.0410083020,0.0410083020,-0.0130024922,0.4207797337,0.9398497869,46.2365591398
EURUSD,Q5_high,lower,2_5pct,0.0250000000,-0.4192245930,3,12,93,0.3164212693,-0.6418865027,0.1183502574,0.1183502574,0.0537859333,0.5271401485,2.1651330360,54.8387096774
EURUSD,Q5_high,lower,2_5pct,0.0250000000,-0.4192245930,6,24,93,0.3164212693,-0.6418865027,0.1646737702,0.1646737702,0.1033118355,0.7615552323,2.0852805710,55.9139784946
EURUSD,Q5_high,lower,2_5pct,0.0250000000,-0.4192245930,12,48,93,0.3164212693,-0.6418865027,0.1727780769,0.1727780769,0.1945174865,1.0891570781,1.5298173848,55.9139784946
EURUSD,Q1_low,upper,1pct,0.0100000000,0.5845017782,1,4,0,,,,,,,,
EURUSD,Q1_low,upper,1pct,0.0100000000,0.5845017782,3,12,0,,,,,,,,
EURUSD,Q1_low,upper,1pct,0.0100000000,0.5845017782,6,24,0,,,,,,,,
EURUSD,Q1_low,upper,1pct,0.0100000000,0.5845017782,12,48,0,,,,,,,,
EURUSD,Q2_lower,upper,1pct,0.0100000000,0.5845017782,1,4,0,,,,,,,,
EURUSD,Q2_lower,upper,1pct,0.0100000000,0.5845017782,3,12,0,,,,,,,,
EURUSD,Q2_lower,upper,1pct,0.0100000000,0.5845017782,6,24,0,,,,,,,,
EURUSD,Q2_lower,upper,1pct,0.0100000000,0.5845017782,12,48,0,,,,,,,,
EURUSD,Q3_mid,upper,1pct,0.0100000000,0.5845017782,1,4,3,0.1655934980,0.6194535885,-0.0272464431,0.0272464431,-0.1149414585,0.2772451553,0.1702183891,33.3333333333
EURUSD,Q3_mid,upper,1pct,0.0100000000,0.5845017782,3,12,3,0.1655934980,0.6194535885,-0.1401259970,0.1401259970,0.0980873056,0.2353751658,1.0311425394,66.6666666667
EURUSD,Q3_mid,upper,1pct,0.0100000000,0.5845017782,6,24,3,0.1655934980,0.6194535885,-0.4614711899,0.4614711899,0.5444659548,0.1842242827,4.3386872537,100.0000000000
EURUSD,Q3_mid,upper,1pct,0.0100000000,0.5845017782,12,48,3,0.1655934980,0.6194535885,-0.5910044062,0.5910044062,0.5729049392,0.4615986936,2.2176181891,100.0000000000
EURUSD,Q4_higher,upper,1pct,0.0100000000,0.5845017782,1,4,12,0.2114335979,0.6763345772,-0.0140600290,0.0140600290,0.0270941346,0.1217587775,0.4000152613,58.3333333333
EURUSD,Q4_higher,upper,1pct,0.0100000000,0.5845017782,3,12,12,0.2114335979,0.6763345772,0.0115550682,-0.0115550682,0.0449853146,0.2028570429,-0.1973208813,58.3333333333
EURUSD,Q4_higher,upper,1pct,0.0100000000,0.5845017782,6,24,12,0.2114335979,0.6763345772,0.2058492048,-0.2058492048,0.0400786065,0.6570469385,-1.0852840506,50.0000000000
EURUSD,Q4_higher,upper,1pct,0.0100000000,0.5845017782,12,48,12,0.2114335979,0.6763345772,-0.0258827862,0.0258827862,-0.0216436381,0.5521515817,0.1623840343,41.6666666667
EURUSD,Q5_high,upper,1pct,0.0100000000,0.5845017782,1,4,54,0.3414384432,0.8883049502,0.0463318081,-0.0463318081,-0.0549661573,0.2770596891,-1.2288610709,40.7407407407
EURUSD,Q5_high,upper,1pct,0.0100000000,0.5845017782,3,12,54,0.3414384432,0.8883049502,0.0127514960,-0.0127514960,0.0123512959,0.4521865982,-0.2072241328,55.5555555556
EURUSD,Q5_high,upper,1pct,0.0100000000,0.5845017782,6,24,54,0.3414384432,0.8883049502,0.1058114435,-0.1058114435,-0.0024366607,0.6294333957,-1.2353207533,50.0000000000
EURUSD,Q5_high,upper,1pct,0.0100000000,0.5845017782,12,48,54,0.3414384432,0.8883049502,0.0627039811,-0.0627039811,-0.1178501266,0.9012149701,-0.5112856434,46.2962962963
EURUSD,Q1_low,lower,1pct,0.0100000000,-0.5755168471,1,4,0,,,,,,,,
EURUSD,Q1_low,lower,1pct,0.0100000000,-0.5755168471,3,12,0,,,,,,,,
EURUSD,Q1_low,lower,1pct,0.0100000000,-0.5755168471,6,24,0,,,,,,,,
EURUSD,Q1_low,lower,1pct,0.0100000000,-0.5755168471,12,48,0,,,,,,,,
EURUSD,Q2_lower,lower,1pct,0.0100000000,-0.5755168471,1,4,0,,,,,,,,
EURUSD,Q2_lower,lower,1pct,0.0100000000,-0.5755168471,3,12,0,,,,,,,,
EURUSD,Q2_lower,lower,1pct,0.0100000000,-0.5755168471,6,24,0,,,,,,,,
EURUSD,Q2_lower,lower,1pct,0.0100000000,-0.5755168471,12,48,0,,,,,,,,
EURUSD,Q3_mid,lower,1pct,0.0100000000,-0.5755168471,1,4,5,0.1792310136,-0.6252424248,0.0443872854,0.0443872854,0.0525950009,0.1101337042,0.9012044793,60.0000000000
EURUSD,Q3_mid,lower,1pct,0.0100000000,-0.5755168471,3,12,5,0.1792310136,-0.6252424248,0.0409741558,0.0409741558,0.0892073284,0.1912535648,0.4790551114,80.0000000000
EURUSD,Q3_mid,lower,1pct,0.0100000000,-0.5755168471,6,24,5,0.1792310136,-0.6252424248,0.0873693095,0.0873693095,-0.1375015382,0.4348062804,0.4493120823,40.0000000000
EURUSD,Q3_mid,lower,1pct,0.0100000000,-0.5755168471,12,48,5,0.1792310136,-0.6252424248,0.0847248219,0.0847248219,0.2460339674,0.4672103410,0.4054928682,60.0000000000
EURUSD,Q4_higher,lower,1pct,0.0100000000,-0.5755168471,1,4,20,0.2087180881,-0.6570622901,-0.0855429266,-0.0855429266,-0.0570234132,0.2280566404,-1.6774762488,45.0000000000
EURUSD,Q4_higher,lower,1pct,0.0100000000,-0.5755168471,3,12,20,0.2087180881,-0.6570622901,-0.1345235717,-0.1345235717,0.0387055344,0.3876901446,-1.5517745560,55.0000000000
EURUSD,Q4_higher,lower,1pct,0.0100000000,-0.5755168471,6,24,20,0.2087180881,-0.6570622901,-0.1361213834,-0.1361213834,-0.0867420304,0.4013618102,-1.5167196217,45.0000000000
EURUSD,Q4_higher,lower,1pct,0.0100000000,-0.5755168471,12,48,20,0.2087180881,-0.6570622901,-0.1061642267,-0.1061642267,-0.0204638479,0.5383737965,-0.8818795758,50.0000000000
EURUSD,Q5_high,lower,1pct,0.0100000000,-0.5755168471,1,4,44,0.3250842149,-0.8111081920,0.0416126074,0.0416126074,0.0554360636,0.3673309204,0.7514390839,52.2727272727
EURUSD,Q5_high,lower,1pct,0.0100000000,-0.5755168471,3,12,44,0.3250842149,-0.8111081920,0.1433879578,0.1433879578,0.0792923321,0.4558057012,2.0866963894,65.9090909091
EURUSD,Q5_high,lower,1pct,0.0100000000,-0.5755168471,6,24,44,0.3250842149,-0.8111081920,0.2265102034,0.2265102034,0.1384244418,0.7538652449,1.9930600619,59.0909090909
EURUSD,Q5_high,lower,1pct,0.0100000000,-0.5755168471,12,48,44,0.3250842149,-0.8111081920,0.2367154227,0.2367154227,0.3461733910,1.0615224775,1.4791891000,61.3636363636
AUDJPY,Q1_low,upper,5pct,0.0500000000,0.4463788209,1,4,5,0.1724025232,0.5322223508,-0.0289124726,0.0289124726,0.0873078775,0.0990636198,0.6526134842,60.0000000000
AUDJPY,Q1_low,upper,5pct,0.0500000000,0.4463788209,3,12,5,0.1724025232,0.5322223508,0.0796608668,-0.0796608668,0.0913705647,0.3599481853,-0.4948687636,60.0000000000
AUDJPY,Q1_low,upper,5pct,0.0500000000,0.4463788209,6,24,5,0.1724025232,0.5322223508,-0.1826664820,0.1826664820,0.1406322385,0.3549859990,1.1506219180,60.0000000000
AUDJPY,Q1_low,upper,5pct,0.0500000000,0.4463788209,12,48,5,0.1724025232,0.5322223508,-0.7897211050,0.7897211050,0.8767378902,0.3164222472,5.5807393124,100.0000000000
AUDJPY,Q2_lower,upper,5pct,0.0500000000,0.4463788209,1,4,27,0.2087945761,0.5326112450,-0.0440437172,0.0440437172,0.0197489801,0.2005077347,1.1413917191,59.2592592593
AUDJPY,Q2_lower,upper,5pct,0.0500000000,0.4463788209,3,12,27,0.2087945761,0.5326112450,-0.0306639987,0.0306639987,0.0726911506,0.3807484270,0.4184779234,55.5555555556
AUDJPY,Q2_lower,upper,5pct,0.0500000000,0.4463788209,6,24,27,0.2087945761,0.5326112450,0.0200582873,-0.0200582873,-0.0882754667,0.5721664119,-0.1821601475,40.7407407407
AUDJPY,Q2_lower,upper,5pct,0.0500000000,0.4463788209,12,48,27,0.2087945761,0.5326112450,-0.0743080215,0.0743080215,-0.0328143974,0.8615779251,0.4481496040,48.1481481481
AUDJPY,Q3_mid,upper,5pct,0.0500000000,0.4463788209,1,4,58,0.2491154647,0.5637678791,-0.0085314593,0.0085314593,-0.0179910384,0.2869312351,0.2264433078,44.8275862069
AUDJPY,Q3_mid,upper,5pct,0.0500000000,0.4463788209,3,12,58,0.2491154647,0.5637678791,0.0829971534,-0.0829971534,-0.1044733201,0.5001387699,-1.2638242159,41.3793103448
AUDJPY,Q3_mid,upper,5pct,0.0500000000,0.4463788209,6,24,58,0.2491154647,0.5637678791,0.1047646135,-0.1047646135,-0.1902370381,0.6955674516,-1.1470685185,43.1034482759
AUDJPY,Q3_mid,upper,5pct,0.0500000000,0.4463788209,12,48,58,0.2491154647,0.5637678791,0.0613371619,-0.0613371619,-0.1823164364,1.0619180760,-0.4398926040,41.3793103448
AUDJPY,Q4_higher,upper,5pct,0.0500000000,0.4463788209,1,4,95,0.3007828762,0.6084218454,-0.0360206214,0.0360206214,0.0565186957,0.4542613934,0.7728712898,60.0000000000
AUDJPY,Q4_higher,upper,5pct,0.0500000000,0.4463788209,3,12,95,0.3007828762,0.6084218454,-0.0555742624,0.0555742624,0.0691037274,0.5510552129,0.9829702981,55.7894736842
AUDJPY,Q4_higher,upper,5pct,0.0500000000,0.4463788209,6,24,95,0.3007828762,0.6084218454,-0.0299740193,0.0299740193,0.0416947704,0.7296083606,0.4004211262,51.5789473684
AUDJPY,Q4_higher,upper,5pct,0.0500000000,0.4463788209,12,48,95,0.3007828762,0.6084218454,-0.0496194474,0.0496194474,-0.0188851469,1.0015078416,0.4829024085,48.4210526316
AUDJPY,Q5_high,upper,5pct,0.0500000000,0.4463788209,1,4,157,0.4982546475,0.7556540777,-0.0409890984,0.0409890984,0.0067950170,0.3680617692,1.3953960272,50.9554140127
AUDJPY,Q5_high,upper,5pct,0.0500000000,0.4463788209,3,12,157,0.4982546475,0.7556540777,-0.0339295325,0.0339295325,0.0106705365,0.6906816894,0.6155307579,51.5923566879
AUDJPY,Q5_high,upper,5pct,0.0500000000,0.4463788209,6,24,157,0.4982546475,0.7556540777,0.0044883960,-0.0044883960,0.0098037614,0.8917475639,-0.0630665478,50.9554140127
AUDJPY,Q5_high,upper,5pct,0.0500000000,0.4463788209,12,48,157,0.4982546475,0.7556540777,0.0610923278,-0.0610923278,-0.1303406715,1.2425962843,-0.6160365058,45.2229299363
AUDJPY,Q1_low,lower,5pct,0.0500000000,-0.4801615003,1,4,7,0.1728173252,-0.5266428291,0.0386664506,0.0386664506,0.1635582183,0.2036293430,0.5023922925,57.1428571429
AUDJPY,Q1_low,lower,5pct,0.0500000000,-0.4801615003,3,12,7,0.1728173252,-0.5266428291,0.0366196938,0.0366196938,-0.0339003333,0.4591906085,0.2109943041,42.8571428571
AUDJPY,Q1_low,lower,5pct,0.0500000000,-0.4801615003,6,24,7,0.1728173252,-0.5266428291,-0.0923244847,-0.0923244847,0.0370862569,0.9490570695,-0.2573792813,57.1428571429
AUDJPY,Q1_low,lower,5pct,0.0500000000,-0.4801615003,12,48,7,0.1728173252,-0.5266428291,-0.2173395443,-0.2173395443,0.1258439701,1.0317075958,-0.5573540280,57.1428571429
AUDJPY,Q2_lower,lower,5pct,0.0500000000,-0.4801615003,1,4,26,0.2102026399,-0.5626997189,0.0023727103,0.0023727103,-0.0278304250,0.2697372760,0.0448528890,46.1538461538
AUDJPY,Q2_lower,lower,5pct,0.0500000000,-0.4801615003,3,12,26,0.2102026399,-0.5626997189,0.1729001956,0.1729001956,0.0796739348,0.4653662273,1.8944680971,61.5384615385
AUDJPY,Q2_lower,lower,5pct,0.0500000000,-0.4801615003,6,24,26,0.2102026399,-0.5626997189,0.1692716210,0.1692716210,0.2541129985,0.7325623380,1.1782195918,65.3846153846
AUDJPY,Q2_lower,lower,5pct,0.0500000000,-0.4801615003,12,48,26,0.2102026399,-0.5626997189,0.1257152608,0.1257152608,0.2037255966,1.1320498640,0.5662511773,65.3846153846
AUDJPY,Q3_mid,lower,5pct,0.0500000000,-0.4801615003,1,4,47,0.2476780608,-0.6071962587,-0.0171375801,-0.0171375801,0.0613898685,0.2736895668,-0.4292795348,57.4468085106
AUDJPY,Q3_mid,lower,5pct,0.0500000000,-0.4801615003,3,12,47,0.2476780608,-0.6071962587,-0.0163435248,-0.0163435248,0.0063486689,0.4665664665,-0.2401491936,51.0638297872
AUDJPY,Q3_mid,lower,5pct,0.0500000000,-0.4801615003,6,24,47,0.2476780608,-0.6071962587,0.0624273997,0.0624273997,0.0514505097,0.7864292535,0.5442074897,53.1914893617
AUDJPY,Q3_mid,lower,5pct,0.0500000000,-0.4801615003,12,48,47,0.2476780608,-0.6071962587,0.1222791408,0.1222791408,0.1836038091,0.8950687108,0.9365801126,53.1914893617
AUDJPY,Q4_higher,lower,5pct,0.0500000000,-0.4801615003,1,4,93,0.3045685356,-0.6257969130,0.0443726601,0.0443726601,0.0103102350,0.2899652886,1.4757436630,53.7634408602
AUDJPY,Q4_higher,lower,5pct,0.0500000000,-0.4801615003,3,12,93,0.3045685356,-0.6257969130,0.0505412604,0.0505412604,0.0640948205,0.5618326324,0.8675221690,58.0645161290
AUDJPY,Q4_higher,lower,5pct,0.0500000000,-0.4801615003,6,24,93,0.3045685356,-0.6257969130,0.1036395084,0.1036395084,0.1575365811,0.6882038496,1.4522778750,62.3655913978
AUDJPY,Q4_higher,lower,5pct,0.0500000000,-0.4801615003,12,48,93,0.3045685356,-0.6257969130,0.1376895716,0.1376895716,0.2025493970,0.9457539264,1.4039911486,59.1397849462
AUDJPY,Q5_high,lower,5pct,0.0500000000,-0.4801615003,1,4,168,0.5145680185,-0.8559289262,0.0373393241,0.0373393241,0.0343448126,0.4959113357,0.9759263807,52.9761904762
AUDJPY,Q5_high,lower,5pct,0.0500000000,-0.4801615003,3,12,168,0.5145680185,-0.8559289262,0.0938459484,0.0938459484,0.1252761690,0.8570283899,1.4193024743,60.1190476190
AUDJPY,Q5_high,lower,5pct,0.0500000000,-0.4801615003,6,24,168,0.5145680185,-0.8559289262,0.1446152386,0.1446152386,0.1718192151,1.1307892914,1.6576277645,54.7619047619
AUDJPY,Q5_high,lower,5pct,0.0500000000,-0.4801615003,12,48,168,0.5145680185,-0.8559289262,0.2854113590,0.2854113590,0.3138461753,1.3645991144,2.7109456406,61.9047619048
AUDJPY,Q1_low,upper,2_5pct,0.0250000000,0.5719696291,1,4,1,0.1799145490,0.5760686263,-0.1095196818,0.1095196818,0.1095196818,,,100.0000000000
AUDJPY,Q1_low,upper,2_5pct,0.0250000000,0.5719696291,3,12,1,0.1799145490,0.5760686263,0.5847501443,-0.5847501443,-0.5847501443,,,0.0000000000
AUDJPY,Q1_low,upper,2_5pct,0.0250000000,0.5719696291,6,24,1,0.1799145490,0.5760686263,0.0612385260,-0.0612385260,-0.0612385260,,,0.0000000000
AUDJPY,Q1_low,upper,2_5pct,0.0250000000,0.5719696291,12,48,1,0.1799145490,0.5760686263,-0.9758242455,0.9758242455,0.9758242455,,,100.0000000000
AUDJPY,Q2_lower,upper,2_5pct,0.0250000000,0.5719696291,1,4,4,0.2180654175,0.6909520061,0.1369315375,-0.1369315375,-0.1040690797,0.2167457349,-1.2635223256,50.0000000000
AUDJPY,Q2_lower,upper,2_5pct,0.0250000000,0.5719696291,3,12,4,0.2180654175,0.6909520061,0.2570867682,-0.2570867682,-0.1681894393,0.2336911657,-2.2002266747,0.0000000000
AUDJPY,Q2_lower,upper,2_5pct,0.0250000000,0.5719696291,6,24,4,0.2180654175,0.6909520061,0.2785656948,-0.2785656948,-0.2236837761,0.2661683701,-2.0931540042,0.0000000000
AUDJPY,Q2_lower,upper,2_5pct,0.0250000000,0.5719696291,12,48,4,0.2180654175,0.6909520061,0.5540784075,-0.5540784075,-0.3803426409,0.7562919276,-1.4652500899,25.0000000000
AUDJPY,Q3_mid,upper,2_5pct,0.0250000000,0.5719696291,1,4,21,0.2503870032,0.6712690928,-0.0401583949,0.0401583949,-0.0148683409,0.2884884774,0.6379072265,47.6190476190
AUDJPY,Q3_mid,upper,2_5pct,0.0250000000,0.5719696291,3,12,21,0.2503870032,0.6712690928,0.0669669462,-0.0669669462,-0.0356803049,0.4807082858,-0.6383936141,42.8571428571
AUDJPY,Q3_mid,upper,2_5pct,0.0250000000,0.5719696291,6,24,21,0.2503870032,0.6712690928,-0.0125796885,0.0125796885,0.1506542985,0.7829364891,0.0736296947,52.3809523810
AUDJPY,Q3_mid,upper,2_5pct,0.0250000000,0.5719696291,12,48,21,0.2503870032,0.6712690928,-0.0834115410,0.0834115410,-0.0207402185,1.2058289295,0.3169933075,47.6190476190
AUDJPY,Q4_higher,upper,2_5pct,0.0250000000,0.5719696291,1,4,44,0.3051976862,0.7254884511,-0.1171443422,0.1171443422,0.0630982445,0.5843519006,1.3297597872,70.4545454545
AUDJPY,Q4_higher,upper,2_5pct,0.0250000000,0.5719696291,3,12,44,0.3051976862,0.7254884511,-0.0743831059,0.0743831059,0.0531985383,0.6118262593,0.8064408784,52.2727272727
AUDJPY,Q4_higher,upper,2_5pct,0.0250000000,0.5719696291,6,24,44,0.3051976862,0.7254884511,-0.1099535427,0.1099535427,0.0855332111,0.7623706717,0.9566859249,54.5454545455
AUDJPY,Q4_higher,upper,2_5pct,0.0250000000,0.5719696291,12,48,44,0.3051976862,0.7254884511,-0.1966727908,0.1966727908,0.1104516543,0.9994181338,1.3053392397,52.2727272727
AUDJPY,Q5_high,upper,2_5pct,0.0250000000,0.5719696291,1,4,101,0.5288569696,0.8961687884,-0.0498235133,0.0498235133,0.0590028535,0.3736789840,1.3399739708,55.4455445545
AUDJPY,Q5_high,upper,2_5pct,0.0250000000,0.5719696291,3,12,101,0.5288569696,0.8961687884,-0.0229229753,0.0229229753,0.0388977359,0.7547749205,0.3052208610,52.4752475248
