candidate,pair,timestamp,log_return_pct,vol_regime,vol20_pct,entry_open_1,exit_close_6,next_open_long_return_6_pct,next_open_long_mae_6_pct,next_open_long_mfe_6_pct,horizon_bars,horizon_hours,threshold_pct
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-10 12:00:00,-1.2156813277,Q5_high,0.3465829090,89.0360000000,88.3710000000,-0.7496920805,-1.1011026172,0.8811417851,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-13 08:00:00,-1.5684702839,Q5_high,0.5288582486,88.3710000000,89.4250000000,1.1856423622,-0.6584871831,1.2348335043,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-15 08:00:00,-1.5455081987,Q5_high,0.6652126388,88.6670000000,88.1620000000,-0.5711748332,-1.4987639581,0.0586292058,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-15 12:00:00,-0.9906008694,Q5_high,0.6933887842,87.7900000000,88.4770000000,0.7795032294,-0.5047459014,1.0526472625,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-16 08:00:00,-0.5373346488,Q5_high,0.6545373577,88.1620000000,88.7890000000,0.7086737279,-0.8783728642,1.5084940227,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-17 08:00:00,-0.5447523622,Q5_high,0.5463965456,88.7870000000,87.6680000000,-1.2683290365,-1.6546196459,0.5021889995,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-17 12:00:00,-0.6417738541,Q5_high,0.5614151931,88.2210000000,87.7410000000,-0.5455736927,-1.2443773667,1.1417102969,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-20 00:00:00,-0.4809275574,Q5_high,0.5781315332,88.3660000000,87.8540000000,-0.5810934522,-1.4086024032,0.2463974120,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-20 04:00:00,-0.7930327756,Q5_high,0.5987180217,87.6700000000,88.1840000000,0.5845775061,-0.6178509357,1.0371488795,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-22 16:00:00,-1.0860676537,Q5_high,0.4509483133,87.7340000000,87.2760000000,-0.5233998578,-0.9309849384,0.7279614678,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-23 16:00:00,-0.8386295706,Q5_high,0.4229664004,87.2740000000,86.9230000000,-0.4029925602,-1.4054347761,0.2894722303,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-24 08:00:00,-0.9689104128,Q5_high,0.4442813603,86.2760000000,86.9360000000,0.7620756000,-0.2227896025,1.4373007081,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-04-04 04:00:00,-0.5366002300,Q4_higher,0.2906993954,89.5830000000,88.1360000000,-1.6284493799,-1.6886018057,0.3042819127,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-04-04 12:00:00,-1.1886963071,Q5_high,0.3998133530,88.7280000000,88.1530000000,-0.6501569139,-1.2349405955,0.5249473901,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-04-05 04:00:00,-0.8496074244,Q5_high,0.4213404501,88.1410000000,88.0940000000,-0.0533378740,-0.5711700589,0.1383188810,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-04-25 12:00:00,-0.5774194009,Q3_mid,0.2349838721,88.7590000000,88.4600000000,-0.3374359225,-1.0089143313,0.0394248483,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-04-26 00:00:00,-0.5821165861,Q4_higher,0.2886314144,88.2140000000,88.3240000000,0.1246190783,-0.3929992223,0.3157772265,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-02 12:00:00,-1.1176352359,Q5_high,0.4610789825,91.0210000000,90.3190000000,-0.7742401089,-1.0769598256,0.1942717891,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-03 20:00:00,-0.7680383760,Q5_high,0.4701709742,89.3650000000,89.8360000000,0.5256679199,-0.2285382396,0.8413008922,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-04 12:00:00,-0.5349666818,Q5_high,0.4754026269,89.3000000000,90.9750000000,1.8583255616,-0.0392014118,1.9022840215,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-09 04:00:00,-0.4883827407,Q4_higher,0.3148049699,91.1020000000,91.4020000000,0.3287602137,-0.0065862413,0.6389937929,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-19 12:00:00,-0.5058619942,Q3_mid,0.2405634142,91.6880000000,91.8070000000,0.1297038248,-0.3397703539,0.2788186872,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-23 04:00:00,-0.6033709130,Q3_mid,0.2479113718,91.7040000000,91.0940000000,-0.6674058406,-0.7563645356,0.2026210700,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-05-30 12:00:00,-0.4896895826,Q3_mid,0.2394328188,91.0610000000,90.4660000000,-0.6555522108,-0.7827526571,0.3770569942,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-06-19 00:00:00,-0.7382006888,Q5_high,0.3438226314,96.7690000000,96.4870000000,-0.2918410814,-0.4889529387,0.8304866483,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-06-20 00:00:00,-0.7341850879,Q5_high,0.4209023498,96.4870000000,96.1870000000,-0.3114070839,-0.9570248254,0.2091357867,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-06-20 08:00:00,-0.5738300082,Q5_high,0.3918468624,95.9190000000,95.8800000000,-0.0406675744,-0.3666049321,0.4638979841,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-06-23 00:00:00,-0.7433743404,Q4_higher,0.3169874834,95.9590000000,95.8960000000,-0.0656746004,-0.7384507335,0.2144449199,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-06 12:00:00,-0.7428608575,Q2_lower,0.2058441568,95.3540000000,95.0620000000,-0.3066971566,-0.6913961170,0.2440545673,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-10 04:00:00,-0.5722219980,Q3_mid,0.2376448091,94.6230000000,93.7720000000,-0.9034271484,-0.9311578197,0.1594534570,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-12 04:00:00,-0.5139696415,Q2_lower,0.2250616658,93.3420000000,94.6780000000,1.4211493304,-0.1264968062,1.4306547829,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-18 04:00:00,-0.5659672560,Q4_higher,0.2729418088,94.0860000000,94.6340000000,0.5807561893,-0.3332289532,0.7887102399,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-26 08:00:00,-0.5045860521,Q1_low,0.1741235013,94.6920000000,95.2730000000,0.6116935347,-0.2866013288,0.7637720575,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-27 16:00:00,-1.9717841444,Q5_high,0.4854617388,93.2030000000,93.8610000000,0.7035054461,-1.5320129465,1.0767651989,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-07-28 04:00:00,-0.5350801658,Q5_high,0.4870511898,92.6350000000,94.6300000000,2.1307510518,-0.0799153372,2.2025840643,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-08-01 04:00:00,-0.6978043364,Q5_high,0.6167953194,94.8250000000,93.8700000000,-1.0122241226,-1.1806838228,0.1401601005,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-08-02 04:00:00,-0.5301783040,Q5_high,0.4361518129,93.8720000000,93.2800000000,-0.6326429581,-0.6626646168,0.2277105443,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-08-04 16:00:00,-0.5730736094,Q3_mid,0.2280796252,93.0860000000,93.4930000000,0.4362770146,-0.0698522921,0.5762963837,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-08-08 04:00:00,-0.5011470597,Q3_mid,0.2413757899,93.3520000000,94.0690000000,0.7651261042,-0.4853648684,0.8023259154,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-08-17 16:00:00,-0.4982368908,Q3_mid,0.2494305395,93.2980000000,93.0760000000,-0.2382307672,-0.5481350310,0.2761516092,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-09-05 04:00:00,-0.6564656482,Q2_lower,0.2114285786,93.6780000000,94.0570000000,0.4037611685,-0.0961199651,0.6808681806,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-09-20 16:00:00,-0.5033427502,Q2_lower,0.1897035987,95.5170000000,94.6450000000,-0.9171192058,-1.0344683965,0.1642337090,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-10-03 12:00:00,-0.7219328111,Q4_higher,0.3040216532,93.8500000000,94.3000000000,0.4783426607,-0.2208083332,0.5822123454,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-10-12 12:00:00,-0.7627529573,Q2_lower,0.2167104354,94.8180000000,94.0930000000,-0.7675609779,-0.8164607343,0.0685288982,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-10-19 00:00:00,-0.4988859424,Q2_lower,0.2202106189,94.3730000000,94.6950000000,0.3406185196,-0.0561759063,0.8357211848,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-10-30 12:00:00,-0.5314524487,Q3_mid,0.2468129325,94.9570000000,95.8820000000,0.9694111203,-0.1180177374,1.1017779521,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-11-09 16:00:00,-0.6289068683,Q2_lower,0.2128319956,96.3710000000,96.3410000000,-0.0311345430,-0.3523857225,0.1006020651,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-11-16 00:00:00,-0.6552255328,Q4_higher,0.3143444741,97.8130000000,97.3470000000,-0.4775577840,-0.6389667027,0.5180143534,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-11-16 12:00:00,-0.6398222972,Q5_high,0.3540632601,97.5250000000,97.2450000000,-0.2875188098,-0.6160954633,0.0410067154,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-11-27 00:00:00,-0.5276143348,Q2_lower,0.1849102640,97.9180000000,98.0970000000,0.1826391345,-0.1113796372,0.5865238898,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-12-05 00:00:00,-0.7186868108,Q3_mid,0.2400547171,96.7690000000,97.1140000000,0.3558851102,-0.5242666076,0.3950067275,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-12-07 00:00:00,-0.5741343973,Q4_higher,0.2749667417,95.8710000000,95.0450000000,-0.8653074168,-2.3001404422,0.0813262478,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-12-25 00:00:00,-0.4917626885,Q2_lower,0.2055464869,96.3430000000,97.0620000000,0.7435209145,-0.1038497180,0.7775140235,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-01-24 00:00:00,-0.5528055014,Q1_low,0.1697919871,97.0520000000,97.0890000000,0.0381166270,-0.2486293147,0.3497154415,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-01-31 12:00:00,-0.6435732152,Q2_lower,0.2114998061,96.6470000000,95.7480000000,-0.9345425224,-1.1938917851,0.0992812533,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-03-22 00:00:00,-0.7302574240,Q4_higher,0.2956709797,98.9220000000,98.5830000000,-0.3432827857,-0.4559416999,0.0818491899,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-04-04 16:00:00,-0.7997039992,Q3_mid,0.2536859884,99.5130000000,99.7850000000,0.2729582523,-0.3200679102,0.3200484309,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-04-10 12:00:00,-1.0129428203,Q3_mid,0.2537526867,99.4990000000,99.9360000000,0.4382387238,-0.1136335190,0.7010614698,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-04-19 00:00:00,-0.7103874338,Q2_lower,0.2154635788,98.6080000000,99.3550000000,0.7546900638,-0.0010141216,0.8029900074,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-04-29 04:00:00,-2.4630738639,Q5_high,0.6808551128,102.0960000000,102.4000000000,0.2973165479,-0.3375066977,0.7824659179,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-05-01 20:00:00,-0.6821014706,Q5_high,0.6567462708,101.6920000000,100.6110000000,-1.0687041603,-1.2179044744,0.3445655850,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-05-02 08:00:00,-0.6461787088,Q5_high,0.6005946650,101.0380000000,100.8100000000,-0.2259126640,-0.5796772431,0.1157310224,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-05-07 04:00:00,-0.7121232568,Q4_higher,0.2900308788,101.7270000000,102.0500000000,0.3170134711,-0.1465778281,0.5118260379,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-05-23 16:00:00,-0.4853490263,Q2_lower,0.1844710345,103.5920000000,104.0370000000,0.4286498335,-0.0869170576,0.5228027524,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-06-04 04:00:00,-0.9125107189,Q4_higher,0.2696114060,103.5260000000,103.9500000000,0.4087225417,-0.8867903926,0.4279607102,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-06-04 08:00:00,-0.6667918988,Q4_higher,0.3014563096,102.8370000000,103.7810000000,0.9137699218,-0.1079960993,1.1284149497,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-06-07 12:00:00,-0.5530377920,Q4_higher,0.2705460401,103.1420000000,103.4280000000,0.2769038900,-0.1610728184,0.4459607381,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-11 12:00:00,-1.5729447192,Q5_high,0.3720791488,107.4190000000,107.1670000000,-0.2348709756,-0.6312998992,0.4078472001,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-17 04:00:00,-0.8715595374,Q3_mid,0.2342000594,105.7850000000,105.2790000000,-0.4794763384,-1.2001589554,0.0085074606,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-22 04:00:00,-0.5344952212,Q4_higher,0.2965624807,104.4910000000,103.3530000000,-1.0950630011,-1.1502290087,0.1176442593,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-24 00:00:00,-0.7201461664,Q3_mid,0.2322477408,102.2480000000,99.8010000000,-2.4223031522,-2.5095146456,0.0312915594,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-24 12:00:00,-0.6254298658,Q3_mid,0.2392030955,101.2150000000,100.8640000000,-0.3473892418,-2.0028311013,0.2121938174,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-25 00:00:00,-1.3683371270,Q5_high,0.3569228818,99.8000000000,100.7260000000,0.9235775733,-0.5949527117,1.3456152716,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-26 12:00:00,-0.5456769736,Q5_high,0.5248084124,100.8830000000,100.6480000000,-0.2332148469,-0.5048257250,0.3453482887,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-30 12:00:00,-0.7833533697,Q5_high,0.4374412833,100.4550000000,98.2450000000,-2.2245507161,-3.0996598104,0.1014864871,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-07-31 04:00:00,-1.6519281459,Q5_high,0.4865944344,98.1600000000,97.7460000000,-0.4226523091,-0.9920685816,0.4837506131,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-01 12:00:00,-0.5403820285,Q5_high,0.5185684829,97.8150000000,95.8850000000,-1.9928382788,-2.5659956563,0.1062666780,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-01 20:00:00,-0.5548678284,Q5_high,0.5234450462,96.8720000000,95.3560000000,-1.5773263324,-1.6035473124,0.5979691046,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-02 12:00:00,-1.2097360611,Q5_high,0.5451708817,95.8870000000,91.6860000000,-4.4800718977,-6.1983914985,0.2343763280,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-04 20:00:00,-0.8012635590,Q5_high,0.5460647963,94.5960000000,94.9900000000,0.4156431036,-4.8428692023,0.4935157122,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-05 00:00:00,-0.7874892114,Q5_high,0.5570386111,93.8560000000,94.6030000000,0.7927495234,-4.0575192952,1.7375025841,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-05 04:00:00,-1.4240042321,Q5_high,0.6058047547,92.5250000000,94.4140000000,2.0210488968,-1.2857226737,3.1657840364,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-05 08:00:00,-0.9119990252,Q5_high,0.5432885250,91.6770000000,94.0180000000,2.5214723382,-0.3649878383,4.0865188718,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-07 04:00:00,-0.5067771374,Q5_high,0.9934423983,96.0570000000,95.4920000000,-0.5899290924,-1.4006036756,0.9418636327,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-07 16:00:00,-0.8777551025,Q5_high,0.9862866301,95.7340000000,96.9370000000,1.2487770691,-1.0637783758,1.4497365893,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-08 04:00:00,-0.5586927580,Q5_high,0.9896873011,95.4930000000,97.0510000000,1.6183667158,-0.0198987260,2.0245432050,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-13 08:00:00,-0.5512144236,Q5_high,0.3802136143,97.1530000000,97.3260000000,0.1779112867,-0.4074039599,0.7322358632,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-16 08:00:00,-0.6486575075,Q5_high,0.4103840180,98.1930000000,97.7320000000,-0.4705891037,-1.2347670214,0.7437166165,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-08-19 00:00:00,-0.7574676930,Q5_high,0.4218719276,97.9820000000,98.7960000000,0.8273329773,-1.0196528821,0.9638849110,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-03 00:00:00,-0.7680095804,Q4_higher,0.2879126952,98.8380000000,97.3530000000,-1.5138598209,-1.8647464001,0.0293366381,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-06 12:00:00,-1.5311223836,Q5_high,0.3977912301,94.8880000000,95.6140000000,0.7622004123,-0.2395160180,0.8573294971,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-10 12:00:00,-0.7736514229,Q5_high,0.4444291036,94.6370000000,94.2450000000,-0.4150745575,-1.1146349961,0.2522255747,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-11 00:00:00,-0.6126989497,Q5_high,0.4556915068,94.0470000000,95.3630000000,1.3896005242,-0.4892487175,1.5425826572,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-23 04:00:00,-0.7254751972,Q5_high,0.3828594933,97.7850000000,98.5760000000,0.8056633228,-0.1647826215,1.1823268571,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-25 12:00:00,-0.5223210149,Q4_higher,0.2841765984,98.7220000000,99.8220000000,1.1080780635,-0.1337982684,1.1641621911,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-09-27 04:00:00,-1.3977362293,Q5_high,0.4246349026,98.5390000000,98.7070000000,0.1703457009,-0.5525747390,0.6342804705,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-10-07 12:00:00,-0.6024504522,Q4_higher,0.3370284157,100.1240000000,99.8650000000,-0.2590143906,-1.0451535097,0.0369473504,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-10-24 12:00:00,-0.5004048354,Q3_mid,0.2302735270,100.6670000000,100.6890000000,0.0218518446,-0.3692226146,0.4450332695,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-10-31 12:00:00,-0.5716014364,Q3_mid,0.2340356167,99.7850000000,100.6730000000,0.8859769215,-0.0872254834,0.9396015504,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-08 00:00:00,-0.6417197287,Q4_higher,0.3278397632,101.5870000000,100.6720000000,-0.9047866766,-1.4306424019,0.1652388963,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-08 12:00:00,-0.5027154188,Q5_high,0.3601695173,100.5990000000,101.2490000000,0.6440512136,-0.4533167076,0.7486888414,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-15 12:00:00,-0.5807685835,Q2_lower,0.2146576179,100.0940000000,100.0440000000,-0.0499655248,-0.6806736755,0.2743650175,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-15 16:00:00,-0.5409588140,Q3_mid,0.2416301857,99.5590000000,100.4920000000,0.9327689086,-0.0462144358,0.9825117392,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-19 08:00:00,-0.5542002722,Q4_higher,0.2935912604,100.0480000000,101.3220000000,1.2653493553,-0.2812603511,1.4960299651,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-26 12:00:00,-0.6088512961,Q3_mid,0.2366170812,99.2290000000,98.1080000000,-1.1361397592,-1.2524057971,0.0795821476,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-11-29 00:00:00,-0.5054839347,Q3_mid,0.2451376511,97.8740000000,97.4350000000,-0.4495448129,-0.5748349478,0.1582416118,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-02 12:00:00,-0.8625407069,Q4_higher,0.2771070685,96.6220000000,96.6100000000,-0.0124203031,-0.4772189321,0.9466343873,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-03 12:00:00,-0.5872383212,Q4_higher,0.3010912283,96.6110000000,96.7550000000,0.1489403790,-0.7313634445,0.5522395161,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-04 00:00:00,-0.8768217502,Q5_high,0.3628763840,96.1770000000,96.7050000000,0.5474863584,0.0000000000,0.8572279720,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-06 12:00:00,-0.8413067442,Q5_high,0.3628362559,95.7580000000,96.9420000000,1.2288686038,-0.2519933369,1.3412438045,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-10 00:00:00,-0.9019331457,Q5_high,0.4138030327,96.5760000000,96.7260000000,0.1551975977,-0.1315891914,0.5936205986,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-18 16:00:00,-0.6341817202,Q3_mid,0.2578410688,96.5130000000,98.2670000000,1.8010549474,-0.7415029321,2.2731394388,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-18 20:00:00,-0.5663029417,Q4_higher,0.2810905370,95.9670000000,98.2260000000,2.3266563728,-0.0740111467,2.8404726313,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-20 00:00:00,-0.5277272563,Q5_high,0.4348307538,97.7100000000,97.9090000000,0.2034567896,-0.2849209171,0.3647010585,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2024-12-30 12:00:00,-0.6854232175,Q3_mid,0.2283098307,97.7040000000,97.3090000000,-0.4051017524,-0.7943114694,0.1779305313,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-02 04:00:00,-0.4823391466,Q4_higher,0.2708676832,97.2070000000,97.6070000000,0.4106486824,-0.1585504296,0.8492032820,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-10 12:00:00,-0.8051226009,Q3_mid,0.2513590958,96.9850000000,96.6740000000,-0.3211833866,-0.6288743432,0.2615538191,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-13 00:00:00,-0.4962379741,Q3_mid,0.2636457491,96.6900000000,97.4700000000,0.8034653854,-0.3242400558,1.0319924085,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-15 04:00:00,-0.4930688342,Q4_higher,0.2979293161,97.3150000000,97.1040000000,-0.2170570601,-0.7571105192,0.3805113283,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-16 00:00:00,-0.6819495911,Q4_higher,0.2735664330,96.7430000000,96.5760000000,-0.1727714726,-0.5244078760,0.4095259046,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-21 00:00:00,-0.5645810730,Q4_higher,0.3136911237,96.9710000000,97.6750000000,0.7233676210,-0.2064602110,0.7417943849,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-27 08:00:00,-0.9052993768,Q4_higher,0.2847681056,96.9860000000,97.0980000000,0.1154139573,-0.2301948381,0.5347276382,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-01-30 00:00:00,-0.5323458519,Q4_higher,0.3039778578,96.2970000000,96.0070000000,-0.3016060195,-0.7452647860,0.0487954287,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-02-02 20:00:00,-1.0105467712,Q4_higher,0.3325898601,95.4130000000,96.5340000000,1.1680440383,-0.8377673584,1.2622669393,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-02-03 00:00:00,-0.5159769538,Q5_high,0.3449636460,94.9130000000,96.2670000000,1.4164898413,-0.3123518606,1.7876824372,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-02-05 00:00:00,-0.5747501297,Q5_high,0.4751543826,95.7660000000,95.3620000000,-0.4227539677,-0.5140269169,0.5113981868,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-02-06 00:00:00,-0.5844759768,Q5_high,0.4775957625,95.3620000000,95.3020000000,-0.0629379453,-0.5404566018,0.3433623540,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2025-02-07 12:00:00,-0.6160194526,Q4_higher,0.2967364480,94.9970000000,95.4320000000,0.4568639825,-0.7873265892,0.7111719157,6,24,-0.4801615003
