candidate,pair,timestamp,log_return_pct,vol_regime,vol20_pct,entry_open_1,exit_close_6,next_open_long_return_6_pct,next_open_long_mae_6_pct,next_open_long_mfe_6_pct,horizon_bars,horizon_hours,threshold_pct
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-09 04:00:00,-0.5254555080,Q4_higher,0.3088815179,95.6600000000,95.1940000000,-0.4883323651,-0.7018087982,0.5244430051,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-09 12:00:00,-0.5099492743,Q4_higher,0.3077432095,95.4520000000,94.6430000000,-0.8511585093,-1.1919644953,0.1392400650,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-10 12:00:00,-0.7012326578,Q4_higher,0.3302944482,94.6410000000,93.6260000000,-1.0782663283,-1.1498532641,0.3659781862,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-13 04:00:00,-0.6265366359,Q4_higher,0.3297163885,94.1920000000,93.4350000000,-0.8069244912,-1.6862542170,0.0329060853,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-13 08:00:00,-0.6027129598,Q4_higher,0.3360818813,93.6260000000,92.5810000000,-1.1224185674,-1.2413040839,0.2858363721,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-13 12:00:00,-0.5290281028,Q4_higher,0.3226168941,93.1320000000,92.9190000000,-0.2289695761,-0.7631156479,0.8148644749,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-14 08:00:00,-0.9182070360,Q5_high,0.3694173995,92.5820000000,93.4170000000,0.8978603213,-0.1708053127,1.0358555615,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-16 04:00:00,-0.7040894869,Q5_high,0.4301627921,93.5500000000,93.9010000000,0.3744983065,-1.7120604475,1.0833674074,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-16 08:00:00,-1.3126936936,Q5_high,0.5091843097,92.3310000000,94.0070000000,1.7989301141,-0.4004498197,2.3949780352,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-17 12:00:00,-0.4830437893,Q5_high,0.5859880826,93.5550000000,94.2910000000,0.7836246354,-0.2225766293,0.8514765935,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-22 00:00:00,-0.5814523047,Q5_high,0.3874101479,94.3160000000,93.2780000000,-1.1066564960,-1.2042619525,0.3904746206,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-22 20:00:00,-0.5437739750,Q5_high,0.3572087138,93.9010000000,93.0570000000,-0.9028827154,-1.3476844999,0.2807526862,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-23 00:00:00,-0.6656754236,Q5_high,0.3886299865,93.2830000000,92.9760000000,-0.3296487987,-0.6873692535,0.5089776923,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-23 12:00:00,-0.6923265582,Q5_high,0.4016538108,92.8430000000,93.9160000000,1.1490871193,-0.2145703757,1.2608267032,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-06-27 00:00:00,-0.5270569244,Q5_high,0.4148872707,93.2910000000,93.7600000000,0.5014685651,-0.1093951203,0.7124233733,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-01 00:00:00,-1.4636479745,Q5_high,0.4113529982,92.3100000000,91.9770000000,-0.3613932208,-0.9677266633,0.1245026821,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-05 04:00:00,-0.8886180883,Q5_high,0.5030646099,92.7640000000,92.2270000000,-0.5805704152,-1.3424622772,0.0226355303,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-05 08:00:00,-0.5643014196,Q5_high,0.5089380135,92.2440000000,92.0060000000,-0.2583447841,-0.7803229434,0.2955171261,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-08 00:00:00,-0.5192522386,Q5_high,0.3501993554,92.5860000000,93.2910000000,0.7585697861,-0.2779657307,0.9598869821,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-14 08:00:00,-0.9090195746,Q5_high,0.4372346502,93.3030000000,93.6410000000,0.3616060085,-0.2994737301,0.7548897913,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-18 16:00:00,-0.4995158411,Q5_high,0.4098554587,94.0550000000,95.3410000000,1.3580220954,-0.0627489372,1.4293196082,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-22 16:00:00,-0.4982571344,Q2_lower,0.2206672419,94.0940000000,95.0680000000,1.0298142416,-0.2181049151,1.1517577842,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-26 08:00:00,-0.4866240907,Q4_higher,0.2881362106,94.7090000000,95.0140000000,0.3215216529,-0.1489880187,0.6409637420,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-28 00:00:00,-0.5372335977,Q4_higher,0.3062447125,94.6780000000,93.3090000000,-1.4565094414,-1.5455007894,0.2679185190,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-28 12:00:00,-0.8964097666,Q5_high,0.3720407031,93.7330000000,93.0320000000,-0.7506795084,-0.9400409008,0.5617215319,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-07-29 00:00:00,-0.7782389676,Q5_high,0.3830125216,93.3070000000,92.9630000000,-0.3693567306,-0.4845225768,0.2451257095,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-08-01 12:00:00,-0.5346427034,Q5_high,0.3834555905,92.7110000000,91.9700000000,-0.8024690969,-2.3916307118,0.0485261539,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-08-02 00:00:00,-0.5421186271,Q5_high,0.3640986752,91.8000000000,91.9290000000,0.1404242348,-1.4041476861,0.8277196143,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-08-02 04:00:00,-1.2882608175,Q5_high,0.4346390607,90.6220000000,92.3130000000,1.8487967483,-0.1126188413,2.1192484590,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-08-15 08:00:00,-0.7451282027,Q3_mid,0.2558988227,93.5940000000,94.0510000000,0.4870909468,-0.5689595702,0.6167237429,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-08-26 12:00:00,-0.7604439637,Q3_mid,0.2639706085,94.8480000000,95.2770000000,0.4512828172,-0.2427877434,0.4796172263,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-08 00:00:00,-0.5390126366,Q3_mid,0.2444223319,96.7690000000,97.6780000000,0.9349659514,-0.1354656450,1.1752634222,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-13 12:00:00,-0.5660758778,Q3_mid,0.2527303483,97.5930000000,96.4860000000,-1.1407849436,-1.6655514322,0.1157200115,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-14 04:00:00,-0.7955820235,Q4_higher,0.3039509143,96.4000000000,97.0560000000,0.6781929890,-0.4355946403,0.7544085798,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-15 08:00:00,-0.4895743054,Q4_higher,0.3381364984,96.5820000000,95.7300000000,-0.8860659494,-1.0083594376,0.1386460506,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-16 04:00:00,-0.4802117572,Q4_higher,0.3383571882,95.7690000000,96.0100000000,0.2513310914,-0.2299836889,0.4209611201,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-21 16:00:00,-0.5515123080,Q2_lower,0.1825988284,95.4730000000,94.5700000000,-0.9503183973,-2.0229855013,0.9735328088,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-22 08:00:00,-2.5278687337,Q5_high,0.6343527797,93.9410000000,93.9250000000,-0.0170334175,-0.4053295648,0.8163224095,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-27 12:00:00,-0.5059618968,Q2_lower,0.2181668533,93.2500000000,93.8550000000,0.6466979595,-1.2148562890,0.6775919135,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-28 00:00:00,-0.5492684863,Q2_lower,0.2060256701,92.5960000000,93.6650000000,1.1478642738,-0.5110448541,1.5336030894,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-09-30 16:00:00,-0.6053117734,Q5_high,0.4333953026,92.5640000000,93.9220000000,1.4564353409,-0.0453843086,1.6415240554,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-04 08:00:00,-0.9047427335,Q5_high,0.3912452290,93.5250000000,93.0600000000,-0.4984333818,-0.6102517316,0.7000300287,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-05 08:00:00,-0.6458787575,Q5_high,0.3883437357,93.0610000000,93.5090000000,0.4802496233,-0.1451714622,1.5693787776,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-06 08:00:00,-0.5492380484,Q5_high,0.3985354942,93.5090000000,92.9160000000,-0.6361829154,-0.9477012521,0.2691302954,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-06 12:00:00,-0.6329542448,Q5_high,0.4129359671,92.9170000000,92.8200000000,-0.1044487731,-0.5179290148,0.3330757764,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-10 04:00:00,-0.6073629971,Q5_high,0.3451655392,91.7550000000,91.2160000000,-0.5891661073,-0.7449618490,0.3590082185,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-11 00:00:00,-0.4929860723,Q4_higher,0.2746132643,91.2570000000,91.4450000000,0.2057996807,-0.2007338976,1.1646090133,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-11 16:00:00,-0.6535543817,Q4_higher,0.3040942028,91.5070000000,92.1360000000,0.6850274279,-0.2385173673,0.9884651743,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-14 08:00:00,-0.5343323093,Q4_higher,0.3141891568,92.7650000000,92.8480000000,0.0894333969,-0.7357349931,0.6254318874,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-18 12:00:00,-0.4992000830,Q4_higher,0.3413791295,93.7160000000,93.9110000000,0.2078592849,-0.0864687192,0.7229766968,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-20 16:00:00,-0.6521842673,Q5_high,0.3786583071,94.2980000000,94.3340000000,0.0381695581,-1.3097337766,1.5186648358,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-21 12:00:00,-1.4305907617,Q5_high,0.4608628798,93.1380000000,93.9730000000,0.8925242695,-0.2224981973,2.4237375271,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-10-27 04:00:00,-0.6447748193,Q3_mid,0.2596521548,94.3030000000,94.3940000000,0.0964509314,-0.1825573387,0.6363388772,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-11-08 16:00:00,-0.4936510594,Q4_higher,0.2725358492,94.5700000000,94.1950000000,-0.3973199410,-0.5396793055,0.2249767258,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-11-11 08:00:00,-0.9894134120,Q4_higher,0.2881940584,93.0260000000,93.4020000000,0.4033734308,-0.1958358618,0.7176474925,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-11-17 08:00:00,-0.4825872576,Q4_higher,0.3074724770,93.4360000000,93.8430000000,0.4346463199,-0.3033407296,0.6985689140,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-11-28 00:00:00,-0.9010472874,Q3_mid,0.2671950140,92.6950000000,92.9110000000,0.2327512015,-0.5972815558,0.2725663307,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-11-28 16:00:00,-0.6006478244,Q4_higher,0.3073951991,92.2890000000,92.7070000000,0.4519024318,-0.1160074071,0.9651075326,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-05 16:00:00,-0.5035432983,Q4_higher,0.2975806063,91.5170000000,91.5480000000,0.0338677522,-0.1082351761,0.8887690336,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-16 12:00:00,-0.5725540117,Q2_lower,0.2002534825,91.2610000000,91.3940000000,0.1456297649,-0.2314726969,0.3238196005,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-20 00:00:00,-3.1556593674,Q5_high,0.7293155044,88.9900000000,88.0080000000,-1.1096284432,-2.2374535031,0.1089416484,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-20 04:00:00,-0.8520294174,Q5_high,0.7430100502,88.2370000000,88.0430000000,-0.2201044683,-1.3876907343,0.5030561313,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-20 12:00:00,-1.0338416592,Q5_high,0.7731936118,87.5680000000,88.6070000000,1.1795226861,-0.6266165564,1.4882761992,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2022-12-22 12:00:00,-0.6724307216,Q5_high,0.8253730165,88.3360000000,88.9870000000,0.7342566106,-0.3038482191,0.8600385528,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-03 08:00:00,-0.7308553267,Q3_mid,0.2390141576,87.6570000000,89.6970000000,2.3005852419,-0.0136906596,2.3596556098,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-12 08:00:00,-0.5288710082,Q3_mid,0.2683307828,90.3310000000,89.4630000000,-0.9655569637,-1.0885884752,0.3370783500,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-13 12:00:00,-0.8136924037,Q4_higher,0.2810138545,88.7380000000,89.4020000000,0.7454845348,-0.0958335051,0.9510849827,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-18 08:00:00,-0.9859985679,Q5_high,0.6040542971,90.5250000000,88.5160000000,-2.2442729018,-2.7017323132,0.2273029182,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-18 12:00:00,-0.5727436932,Q5_high,0.6201700450,90.0110000000,88.5110000000,-1.6805047009,-2.1323152564,0.0466500808,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-18 16:00:00,-0.7236510570,Q5_high,0.6140160450,89.3620000000,88.8540000000,-0.5700962606,-1.4086803369,0.1442525676,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-19 00:00:00,-0.7489239755,Q5_high,0.6231540183,88.5950000000,89.1670000000,0.6435593369,-0.5466690090,0.7769278066,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-25 08:00:00,-0.7722548629,Q5_high,0.3993467553,91.8410000000,92.3930000000,0.5992397188,-0.4703939348,0.6684850557,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-01-31 00:00:00,-0.5182092050,Q2_lower,0.2241516529,91.6170000000,91.7260000000,0.1189028355,-0.5823707497,0.2931834277,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-02-02 12:00:00,-0.5903785720,Q4_higher,0.2965021394,91.2000000000,91.4260000000,0.2475004823,-0.9220005500,0.3109196523,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-02-03 16:00:00,-0.7223101319,Q5_high,0.3766296709,90.7690000000,91.1360000000,0.4035078727,-0.0418732788,0.9211702507,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-02-07 12:00:00,-0.8350710490,Q5_high,0.4166374137,90.7530000000,91.2200000000,0.5132640834,-0.0154276773,0.8721894446,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-02-10 04:00:00,-0.6110234079,Q4_higher,0.3096222481,90.5540000000,91.1760000000,0.6845346710,-0.3639807314,0.7755259893,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-02-15 00:00:00,-0.6825006784,Q5_high,0.3469104894,92.2850000000,92.4460000000,0.1743075507,-0.3973860303,0.4184762564,6,24,-0.4801615003
AUDJPY lower5 long h6 next-open,AUDJPY,2023-03-09 16:00:00,-0.5448392863,Q2_lower,0.2207998450,89.6900000000,88.7370000000,-1.0682341377,-1.1911445357,0.6235397354,6,24,-0.4801615003
