event_def,horizon,risk_env,funding_case,group,cost_bps,n,mean_ret_pct,median_ret_pct,win_rate_pct,profit_factor,t_stat,var_95_pct,es_95_pct,var_99_pct,es_99_pct,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,maxdd_pct,is_small_sample,is_very_small_sample,is_mean_broken,is_pf_broken,is_drawdown_severe,fragility_status
rolling_2sigma,24h,nasdaq_5d_up,negative,all_funding_covered_crashes,0.0,201,0.3408696084495801,0.28981994350858675,53.233830845771145,1.2599635032580474,1.1900395102548516,-6.341693588951916,-9.718548917259978,-11.569208069051482,-13.272137383015096,-3.7265774962948734,-36.61731954434463,3.0510185665911282,16.15690254573776,-30.823393023738564,False,False,False,False,True,watch
rolling_2sigma,24h,nasdaq_5d_up,negative,funding_low_x_risk_on,0.0,13,1.6602601633593315,0.7260050846045356,69.23076923076923,4.5154226219382645,1.6988438265892318,-2.388253972055677,-3.5321422852932787,-3.3033646226457583,-3.5321422852932787,-2.5905408105163215,-9.425650229529623,4.074886089532455,14.586244152905872,-3.4704901515850706,True,True,False,False,False,fragile
rolling_2sigma,24h,nasdaq_5d_up,negative,funding_high_x_risk_off,0.0,26,-0.24243365430495714,-0.7793481301481353,42.30769230769231,0.8371910208086902,-0.36516281861309774,-5.719486039690906,-6.927515444291327,-7.220426371961031,-7.513337299630736,-4.3301863506850236,-12.257577792119946,2.6049846955983296,6.898808550413792,-19.24975261528139,True,False,True,True,False,broken
rolling_2sigma,48h,nasdaq_5d_up,negative,all_funding_covered_crashes,0.0,201,0.6032707567317701,0.851294676860646,61.19402985074627,1.3675304301406208,1.6473624609131836,-7.2958465544313995,-11.86029035518225,-14.570900361639113,-17.628031328352268,-4.715645132126101,-36.61731954434463,4.154930341539808,16.54069379542192,-42.4412787279136,False,False,False,False,True,watch
rolling_2sigma,48h,nasdaq_5d_up,negative,funding_low_x_risk_on,0.0,13,1.3861603127603463,2.4163826851824357,76.92307692307693,2.7678560762849287,1.599338585575528,-4.373201734142675,-5.778124343285108,-5.497139821456621,-5.778124343285108,-3.1329076586055105,-9.425650229529623,5.21409370043464,14.586244152905872,-3.3782066921942078,True,True,False,False,False,fragile
rolling_2sigma,48h,nasdaq_5d_up,negative,funding_high_x_risk_off,0.0,26,-0.10019422569395425,0.2541551473493718,53.84615384615385,0.9351024308803354,-0.1377282019547979,-5.123665361089099,-7.186544190965788,-8.17432484072809,-9.162105490490392,-5.346878973084372,-13.62172455334398,3.202774091806835,6.997349780838566,-18.776553699945588,True,False,True,True,False,broken
rolling_2sigma,5d,nasdaq_5d_up,negative,all_funding_covered_crashes,0.0,201,0.6471304344411787,1.2411557969275255,56.71641791044776,1.230986651220737,1.0841816795730062,-12.811151341073726,-21.014228649769713,-24.58737739449574,-27.830245669134868,-7.077750310955974,-50.636206449343334,6.674754919204131,31.444205828993194,-70.07390815413308,False,False,False,False,True,watch
rolling_2sigma,5d,nasdaq_5d_up,negative,funding_low_x_risk_on,0.0,13,2.255752604969032,4.117214004683669,69.23076923076923,2.6994319753660987,1.3661263064233093,-7.05218108053654,-13.002371938146872,-11.812333766624807,-13.002371938146872,-4.187820714492397,-14.641592066042206,7.261573135587975,14.586244152905872,-12.373337625654324,True,True,False,False,False,fragile
rolling_2sigma,5d,nasdaq_5d_up,negative,funding_high_x_risk_off,0.0,26,0.0885260739904468,1.314884327365929,61.53846153846154,1.0327494103485013,0.060971483616567825,-8.807462964683488,-16.08338208779235,-19.629344879736436,-23.17530767168052,-7.458248835765692,-28.05836351820929,5.9720684443528675,15.14805576551559,-25.11244427741911,True,False,False,False,True,watch
rolling_2sigma,24h,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,201,0.3408696084495801,0.28981994350858675,53.233830845771145,1.2599635032580474,1.1900395102548516,-6.341693588951916,-9.718548917259978,-11.569208069051482,-13.272137383015096,-3.7265774962948734,-36.61731954434463,3.0510185665911282,16.15690254573776,-30.823393023738564,False,False,False,False,True,watch
