event_def,horizon,risk_env,period,group,n,mean_ret_pct,median_ret_pct,win_rate_pct,profit_factor,t_stat,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,maxdd_pct
rolling_2sigma,5d,nasdaq_5d_up,2022_rate_hike,funding_low_x_risk_on,4,-2.2359265246999014,0.2359268553361359,50.0,0.3595231475072517,-0.6031496463056014,-7.950447097286031,-14.641592066042206,5.762933527809488,10.59305729548261,-12.192539671292035
rolling_2sigma,5d,nasdaq_5d_up,2022_rate_hike,funding_high_x_risk_off,0,,,,,,,,,,
rolling_2sigma,5d,nasdaq_5d_up,2023_plus,all_funding_covered_crashes,128,0.8677842403393091,1.2239770221875355,55.46875,1.3909886085896315,1.465020983076435,-5.576625758274731,-26.527119313055625,5.66429906614628,24.10045192353545,-62.3434684920301
rolling_2sigma,5d,nasdaq_5d_up,2023_plus,funding_low_x_risk_on,9,3.9318044518265296,5.039540439675014,77.77777777777779,12.467072240574383,2.863842459553509,-1.8259421490806456,-4.598854878021783,6.72121058476029,11.711773451276303,-3.038274880821612
rolling_2sigma,5d,nasdaq_5d_up,2023_plus,funding_high_x_risk_off,22,1.0036841511071037,1.314884327365929,63.63636363636363,1.5793309751495546,0.8569815514770175,-6.16421628435137,-15.30519949264403,5.7891821316407315,15.14805576551559,-13.521916982211913
rolling_2sigma,5d,nasdaq_5d_up,post_btc_etf,all_funding_covered_crashes,91,0.32187295861773496,0.2979342828716196,51.64835164835166,1.1210990178728883,0.44261040511347344,-6.428535489516886,-26.527119313055625,5.517935676290312,18.609861950601243,-62.3434684920301
rolling_2sigma,5d,nasdaq_5d_up,post_btc_etf,funding_low_x_risk_on,8,4.381018305646933,5.357138306670985,75.0,12.357511462943743,2.978163360692552,-1.9086339952244662,-4.598854878021783,7.218784921891707,11.711773451276303,-3.038274880821612
rolling_2sigma,5d,nasdaq_5d_up,post_btc_etf,funding_high_x_risk_off,15,1.4397735763475568,1.2668095677289881,60.0,1.7670912962151144,0.9090359483218808,-7.004791790225666,-15.30519949264403,6.382762999405932,15.14805576551559,-13.521916982211923
rolling_2sigma,5d,broad_3of4_5d_up,all,all_funding_covered_crashes,201,0.6471304344411787,1.2411557969275255,56.71641791044776,1.230986651220737,1.0841816795730062,-7.077750310955974,-50.636206449343334,6.674754919204131,31.444205828993194,-70.07390815413308
rolling_2sigma,5d,broad_3of4_5d_up,all,funding_low_x_risk_on,14,1.5079498059631773,3.8520130666793313,64.28571428571429,1.7824239589737025,0.8274557955514871,-5.349031500109053,-14.641592066042206,7.624023012586559,14.586244152905872,-12.192539671292035
rolling_2sigma,5d,broad_3of4_5d_up,all,funding_high_x_risk_off,30,1.5997144359781734,1.4611064948574928,66.66666666666666,1.72126326981618,1.1025475454949276,-6.454066355647586,-28.05836351820929,6.914112165855693,19.349579885581488,-20.68580556577613
rolling_2sigma,5d,broad_3of4_5d_up,2020_plus,all_funding_covered_crashes,201,0.6471304344411787,1.2411557969275255,56.71641791044776,1.230986651220737,1.0841816795730062,-7.077750310955974,-50.636206449343334,6.674754919204131,31.444205828993194,-70.07390815413308
rolling_2sigma,5d,broad_3of4_5d_up,2020_plus,funding_low_x_risk_on,14,1.5079498059631773,3.8520130666793313,64.28571428571429,1.7824239589737025,0.8274557955514871,-5.349031500109053,-14.641592066042206,7.624023012586559,14.586244152905872,-12.192539671292035
rolling_2sigma,5d,broad_3of4_5d_up,2020_plus,funding_high_x_risk_off,30,1.5997144359781734,1.4611064948574928,66.66666666666666,1.72126326981618,1.1025475454949276,-6.454066355647586,-28.05836351820929,6.914112165855693,19.349579885581488,-20.68580556577613
rolling_2sigma,5d,broad_3of4_5d_up,2021_plus,all_funding_covered_crashes,193,0.23980509423439283,0.659374118032792,54.92227979274611,1.0821891925408014,0.39943064298646724,-7.25031033056762,-50.636206449343334,6.409038083822422,31.444205828993194,-70.0739081541331
rolling_2sigma,5d,broad_3of4_5d_up,2021_plus,funding_low_x_risk_on,14,1.5079498059631773,3.8520130666793313,64.28571428571429,1.7824239589737025,0.8274557955514871,-5.349031500109053,-14.641592066042206,7.624023012586559,14.586244152905872,-12.192539671292035
rolling_2sigma,5d,broad_3of4_5d_up,2021_plus,funding_high_x_risk_off,27,0.5863279511416826,1.2668095677289881,62.96296296296296,1.2379219222772315,0.4063969861622336,-6.905241913300466,-28.05836351820929,6.176483617279057,15.14805576551559,-20.68580556577613
rolling_2sigma,5d,broad_3of4_5d_up,2022_rate_hike,all_funding_covered_crashes,33,-2.4710220292578997,-0.31086141098430903,48.484848484848484,0.4641262583526033,-1.3896721036061745,-9.976328045456238,-37.51365664326547,6.187116853385797,25.949261591605406,-66.99133708383879
rolling_2sigma,5d,broad_3of4_5d_up,2022_rate_hike,funding_low_x_risk_on,4,-2.2359265246999014,0.2359268553361359,50.0,0.3595231475072517,-0.6031496463056014,-7.950447097286031,-14.641592066042206,5.762933527809488,10.59305729548261,-12.192539671292035
