full_sample_rank,strategy_id,short_ma,long_ma,sl_atr,tp_atr,full_sample_sharpe,full_sample_cum_return,full_sample_max_drawdown,bar_profit_factor,trade_count,win_rate,trade_profit_factor,avg_trade_return,median_trade_return
95,ma_s10_l150_sl_atr1_0_tp_atr2_0,10,150,1.0,2.0,-0.944480597499894,-0.38888915783831723,-0.4362843929178156,0.9650235942271194,6800,0.33926470588235297,0.9330534971208554,-6.945260593268404e-05,-0.00103120128807942
96,ma_s20_l200_sl_atr1_5_tp_atr2_0,20,200,1.5,2.0,-0.9823034755209975,-0.40948261735470226,-0.43011570528008336,0.9630104135190058,4783,0.423374451181267,0.921693455772973,-0.00010565910370087058,-0.0012331469855659685
97,ma_s10_l50_sl_atr1_5_tp_atr1_5,10,50,1.5,1.5,-1.0150421790312472,-0.4130770703584894,-0.4722357762629732,0.9622024683304704,6549,0.49122003359291494,0.9295730964253853,-7.822262510041202e-05,-0.00014740204608105717
98,ma_s10_l150_sl_atr1_5_tp_atr1_5,10,150,1.5,1.5,-1.040468338247247,-0.4208910919654769,-0.4706692983399764,0.9612821052407495,6165,0.49261962692619626,0.926740164302835,-8.526182715766014e-05,-0.00025110192404327294
99,ma_s20_l50_sl_atr1_5_tp_atr1_5,20,50,1.5,1.5,-1.0518136404329623,-0.4230850849470563,-0.4555095247980181,0.9609482259328418,6521,0.4963962582426008,0.9276991761529467,-8.121086547834545e-05,-6.79107501836398e-05
100,ma_s20_l100_sl_atr1_0_tp_atr2_0,20,100,1.0,2.0,-1.0668895074270766,-0.4243974771392244,-0.47317382587626367,0.9606727613479635,6879,0.3429277511266172,0.9254479918992821,-7.737039813437677e-05,-0.0010282585870855145
101,ma_s20_l100_sl_atr1_5_tp_atr1_5,20,100,1.5,1.5,-1.1105377130555736,-0.4402500892518494,-0.5025197450092751,0.9587874626785088,6238,0.49390830394357166,0.9226365631073918,-8.97297144391603e-05,-0.0001702193026212405
102,ma_s30_l200_sl_atr1_5_tp_atr2_0,30,200,1.5,2.0,-1.12280560605871,-0.45007426747004997,-0.4737487471466013,0.9578844261670831,4788,0.424812030075188,0.9112430284129631,-0.00012043775623386748,-0.001239157678553703
103,ma_s20_l150_sl_atr1_0_tp_atr2_0,20,150,1.0,2.0,-1.1484218925962961,-0.4471106210678911,-0.48292788560861855,0.9576838058816963,6750,0.336,0.9191196943089338,-8.481737937556557e-05,-0.0010480296046195482
104,ma_s10_l50_sl_atr1_0_tp_atr2_0,10,50,1.0,2.0,-1.214248421175089,-0.4673763645361293,-0.504591716868522,0.9551894911554598,7265,0.349070887818307,0.9163043037178534,-8.390639118003377e-05,-0.000992947681951126
105,ma_s5_l100_sl_atr1_5_tp_atr1_5,5,100,1.5,1.5,-1.222448562001881,-0.47152460820179076,-0.5154609308354853,0.9546864838820667,6407,0.4883720930232558,0.9159202753441822,-9.632582653839721e-05,-0.0002977151232735539
106,ma_s20_l50_sl_atr1_0_tp_atr2_0,20,50,1.0,2.0,-1.2397061823159885,-0.4730284707383413,-0.4926217711048202,0.954379943123755,7207,0.35007631469404743,0.9151978243830055,-8.60798860312951e-05,-0.001003783111377273
107,ma_s10_l200_sl_atr1_0_tp_atr2_0,10,200,1.0,2.0,-1.2449818340892658,-0.47375542551410643,-0.4890249432360142,0.9541699140889405,6806,0.3342638848075228,0.9128979103211119,-9.136547278342289e-05,-0.0010480296046195482
108,ma_s30_l100_sl_atr1_5_tp_atr1_5,30,100,1.5,1.5,-1.2450623659887965,-0.4776155914315642,-0.5303821059926681,0.9538665393406232,6182,0.4940148819152378,0.9133694698701322,-0.0001017050401769201,-0.00021467618715124883
109,ma_s20_l150_sl_atr1_5_tp_atr1_5,20,150,1.5,1.5,-1.2460901589887265,-0.47758829779533196,-0.5148076273805605,0.9538600538560262,6148,0.4886141834743006,0.9131820644015014,-0.00010226465982698016,-0.0004500293336558997
110,ma_s10_l100_sl_atr1_5_tp_atr1_5,10,100,1.5,1.5,-1.27140235717153,-0.4851914263193391,-0.5370574915743144,0.9528449712653353,6282,0.49076727156956385,0.9115395174072963,-0.00010239907611129651,-0.00024235982519743652
111,ma_s5_l150_sl_atr1_5_tp_atr1_5,5,150,1.5,1.5,-1.2771585079563317,-0.48608032215779307,-0.5325167698680893,0.9526910396271195,6278,0.4866199426568971,0.912003749983954,-0.00010275085276413097,-0.0003970119762865363
112,ma_s5_l200_sl_atr1_0_tp_atr2_0,5,200,1.0,2.0,-1.29002845110057,-0.4853116109876878,-0.5080420189465684,0.952582539306241,6879,0.3358046227649368,0.9103053535025354,-9.362615290954584e-05,-0.0010435438853649125
113,ma_s30_l150_sl_atr1_0_tp_atr2_0,30,150,1.0,2.0,-1.2909906689753086,-0.48500065285572946,-0.5022006901585798,0.952577809901671,6792,0.33568904593639576,0.9099985981431291,-9.474572846817554e-05,-0.0010475326681606287
114,ma_s30_l150_sl_atr1_5_tp_atr1_5,30,150,1.5,1.5,-1.300883691459077,-0.4913914665244077,-0.5196378826889948,0.951888466089818,6114,0.4914949296696107,0.9095716788678553,-0.00010722131876759143,-0.0004994142207823159
115,ma_s5_l100_sl_atr1_0_tp_atr2_0,5,100,1.0,2.0,-1.3016511252822234,-0.48923174430025795,-0.5142064922294267,0.9521287704880813,7054,0.33924014743407993,0.9101737565861937,-9.237197289894245e-05,-0.0010124935499665384
116,ma_s10_l200_sl_atr1_5_tp_atr1_5,10,200,1.5,1.5,-1.3042447848702214,-0.4920819198122648,-0.5221400985356359,0.951757877857759,6142,0.48876587430804297,0.9093251634648472,-0.00010695707458699122,-0.0004483209986515152
