symbol,oi_timestamp,oi_time_ms,open_interest_contracts,open_interest_value_usdt,cmc_circulating_supply
SOLUSDT,2026-05-04 12:00:00,1777896000000,9743983.1899999995,817636758.4709393978,576326776.7107053995
SOLUSDT,2026-05-04 16:00:00,1777910400000,9668496.3699999992,816407833.4828000069,576326776.7107053995
SOLUSDT,2026-05-04 20:00:00,1777924800000,9700290.9499999993,818995564.9084999561,576326776.7107053995
SOLUSDT,2026-05-05 00:00:00,1777939200000,9677824.6699999999,813421163.5134999752,576326776.7107053995
SOLUSDT,2026-05-05 04:00:00,1777953600000,9797748.7500000000,830261229.0750000477,576341628.3487803936
SOLUSDT,2026-05-05 08:00:00,1777968000000,9855981.4399999995,836169266.1285725832,576341628.3487803936
SOLUSDT,2026-05-05 12:00:00,1777982400000,9831081.9600000009,835052101.6823999882,576341628.3487803936
SOLUSDT,2026-05-05 16:00:00,1777996800000,9902718.7400000002,846286343.5204000473,576341628.3487803936
SOLUSDT,2026-05-05 20:00:00,1778011200000,9877771.0800000001,854229642.9983999729,576341628.3487803936
SOLUSDT,2026-05-06 00:00:00,1778025600000,9965183.8000000007,859567397.9537398815,576341628.3487803936
SOLUSDT,2026-05-06 04:00:00,1778040000000,10139071.4900000002,884938159.6471999884,576460670.1020191908
SOLUSDT,2026-05-06 08:00:00,1778054400000,10251155.1500000004,898616260.4490000010,576460670.1020191908
SOLUSDT,2026-05-06 12:00:00,1778068800000,10412855.4499999993,935490933.6280000210,576460670.1020191908
SOLUSDT,2026-05-06 16:00:00,1778083200000,10608505.5999999996,943439587.7063794136,576460670.1020191908
SOLUSDT,2026-05-06 20:00:00,1778097600000,10651143.3100000005,950295006.1181999445,576460670.1020191908
SOLUSDT,2026-05-07 00:00:00,1778112000000,10754982.0600000005,958376451.3666000366,576460670.1020191908
SOLUSDT,2026-05-07 04:00:00,1778126400000,10580530.0000000000,928124091.6000000238,577082840.7573204041
SOLUSDT,2026-05-07 08:00:00,1778140800000,10811321.1799999997,974369017.9346185923,577082840.7573204041
SOLUSDT,2026-05-07 12:00:00,1778155200000,10776004.7899999991,964564778.4688600302,577082840.7573204041
SOLUSDT,2026-05-07 16:00:00,1778169600000,10664913.7400000002,941391935.8298000097,577082840.7573204041
SOLUSDT,2026-05-07 20:00:00,1778184000000,10689480.4399999995,944754232.2385977507,577082840.7573204041
SOLUSDT,2026-05-08 00:00:00,1778198400000,10595694.4100000001,936447471.9558000565,577082840.7573204041
SOLUSDT,2026-05-08 04:00:00,1778212800000,10622278.0899999999,936754851.2631983757,577451846.2194401026
SOLUSDT,2026-05-08 08:00:00,1778227200000,10653430.2100000009,939632544.5219999552,577451846.2194401026
SOLUSDT,2026-05-08 12:00:00,1778241600000,10772510.8599999994,954444462.1959999800,577451846.2194401026
SOLUSDT,2026-05-08 16:00:00,1778256000000,10797049.1099999994,966875747.8005000353,577451846.2194401026
SOLUSDT,2026-05-08 20:00:00,1778270400000,11455097.4000000004,1060169264.3700000048,577451846.2194401026
SOLUSDT,2026-05-09 00:00:00,1778284800000,11678426.0899999999,1074276460.8116192818,577451846.2194401026
SOLUSDT,2026-05-09 04:00:00,1778299200000,11923577.4000000004,1115917059.0039525032,577451128.1280891895
SOLUSDT,2026-05-09 08:00:00,1778313600000,11994627.3300000001,1123996419.9007754326,577451128.1280891895
SOLUSDT,2026-05-09 12:00:00,1778328000000,12041373.8499999996,1126805061.2098677158,577451128.1280891895
SOLUSDT,2026-05-09 16:00:00,1778342400000,11941292.0099999998,1110062505.2495999336,577451128.1280891895
SOLUSDT,2026-05-09 20:00:00,1778356800000,11872110.8399999999,1109451401.4421997070,577451128.1280891895
SOLUSDT,2026-05-10 00:00:00,1778371200000,11863488.8499999996,1104145852.2870430946,577451128.1280891895
SOLUSDT,2026-05-10 04:00:00,1778385600000,11891997.6199999992,1110447824.5001063347,577570111.1034618616
SOLUSDT,2026-05-10 08:00:00,1778400000000,11946601.3399999999,1115884062.1005055904,577570111.1034618616
SOLUSDT,2026-05-10 12:00:00,1778414400000,12072684.8699999992,1128819164.4361276627,577570111.1034618616
SOLUSDT,2026-05-10 16:00:00,1778428800000,11851260.8200000003,1119884096.2033240795,577570111.1034618616
SOLUSDT,2026-05-10 20:00:00,1778443200000,11901461.9700000007,1147942849.7326385975,577570111.1034618616
SOLUSDT,2026-05-11 00:00:00,1778457600000,11565065.8499999996,1114987998.5985000134,577570111.1034618616
SOLUSDT,2026-05-11 04:00:00,1778472000000,11602869.2599999998,1099139804.9997999668,577768692.0356523991
SOLUSDT,2026-05-11 08:00:00,1778486400000,11558185.6799999997,1101610677.1607999802,577768692.0356523991
SOLUSDT,2026-05-11 12:00:00,1778500800000,11558198.8399999999,1100456111.5564000607,577768692.0356523991
SOLUSDT,2026-05-11 16:00:00,1778515200000,11884971.7599999998,1150108717.2151999474,577768692.0356523991
SOLUSDT,2026-05-11 20:00:00,1778529600000,11909426.5000000000,1168997348.7949666977,577768692.0356523991
SOLUSDT,2026-05-12 00:00:00,1778544000000,11973969.6300000008,1165217125.6913924217,577768692.0356523991
SOLUSDT,2026-05-12 04:00:00,1778558400000,11858751.8599999994,1139507466.2274000645,577883140.6590944529
SOLUSDT,2026-05-12 08:00:00,1778572800000,11799390.9900000002,1132623541.1301000118,577883140.6590944529
SOLUSDT,2026-05-12 12:00:00,1778587200000,11638932.7100000009,1105156348.7603158951,577883140.6590944529
SOLUSDT,2026-05-12 16:00:00,1778601600000,11666176.0199999996,1094580071.1466484070,577883140.6590944529
SOLUSDT,2026-05-12 20:00:00,1778616000000,11633314.4600000009,1103793831.6346464157,577883140.6590944529
SOLUSDT,2026-05-13 00:00:00,1778630400000,11619010.8900000006,1095091776.3824999332,577883140.6590944529
SOLUSDT,2026-05-13 04:00:00,1778644800000,11554673.1099999994,1103702375.4672000408,577882684.3144371510
