annual_candidate_id,candidate_id,candidate_label,event_set,source_phase,entry_model,symbol,shock_side,shock_level,direction,vol_regime_filter,threshold_pct,horizon_bars,horizon_hours,is_nonoverlap,year,is_partial_year,event_count,total_event_count,annual_event_share_pct,mean_return_pct,median_return_pct,return_std_pct,return_t_stat,win_rate_pct,profit_factor,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,final_cumulative_log_return_pct,final_cumulative_return_pct,max_drawdown_pct,annual_status
phase4_next_open_all_signals:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 all-signal ETH all 24H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,False,2022,False,156,636,24.5283018868,-0.4344966868,-0.1342476682,5.9200536082,-0.9166913406,48.0769230769,0.8187642036,-5.7131147981,-23.8650985187,4.0040136947,20.9696313981,-67.7814831403,-49.2274753672,-80.3834708325,OK
phase4_next_open_all_signals:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 all-signal ETH all 24H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,False,2023,False,31,636,4.8742138365,0.6847149893,1.1426793640,2.8885216319,1.3198210718,61.2903225806,1.8026797639,-2.2276148620,-8.3081358719,2.3501868865,7.7406041809,21.2261646680,23.6471361385,-6.6345663171,OK
phase4_next_open_all_signals:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 all-signal ETH all 24H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,False,2024,False,59,636,9.2767295597,0.6211063487,1.1637416049,4.8194074734,0.9899159628,62.7118644068,1.4587677216,-3.8043004709,-26.0257541298,3.1451244948,17.4267940050,36.6452745723,44.2608229531,-27.1709801733,OK
phase4_next_open_all_signals:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 all-signal ETH all 24H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,False,2025,False,107,636,16.8238993711,0.3505257862,-0.2057002259,4.5515606418,0.7966205904,49.5327102804,1.2266949177,-4.5147632985,-30.8368733295,3.4711796173,16.4368331834,37.5062591186,45.5082487107,-28.3434790173,OK
phase4_next_open_all_signals:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 all-signal ETH all 24H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,False,2026,True,31,636,4.8742138365,-0.7379063654,-1.0159635690,4.1164493580,-0.9980661505,35.4838709677,0.5931394443,-3.9761464021,-12.2257050648,2.5387998255,13.6291900015,-22.8750973282,-20.4473383777,-24.7418250642,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2020,True,77,336,22.9166666667,0.5939292130,3.2682647430,16.6360292977,0.3132783430,58.4415584416,1.0995689884,-13.9399070331,-67.6258962531,14.9340699319,62.3621117911,45.7325494032,57.9843030047,-91.0930790204,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2021,False,151,336,44.9404761905,7.9081233542,6.5087542415,16.7097790949,5.8155554386,74.1721854305,3.6575686999,-14.6462959547,-79.1211267427,18.9548206081,65.1904222026,1194.1266264782,15346990.2039880026,-88.4840349471,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2022,False,58,336,17.2619047619,-0.7193899349,3.0006298246,16.6256179570,-0.3295342484,58.6206896552,0.8917118852,-16.4832881359,-87.3175622435,13.5260830740,33.2652035872,-41.7246162213,-34.1141286139,-94.2201631228,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2023,False,23,336,6.8452380952,3.6885953886,1.1655646739,9.6314590815,1.8366772772,56.5217391304,3.5800066344,-6.2482661714,-15.6253853747,10.7689595571,46.8948562800,84.8376939381,133.5852543287,-15.9786458016,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2024,False,16,336,4.7619047619,8.9812694507,9.2656681708,9.8507947499,3.6469217677,75.0000000000,13.2046400571,-6.1569439036,-15.0953671373,14.2277095915,29.2237012163,143.7003112108,320.8065799632,-6.1108671826,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2025,False,11,336,3.2738095238,3.1470730656,1.6740065504,11.9059807437,0.8766737299,63.6363636364,2.1308543824,-9.3999758559,-26.3258045692,10.9787415341,34.2314621018,34.6178037218,41.3654276490,-20.2537817866,OK
phase4_next_open_all_signals:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 all-signal SOL Q5 72H,phase4_next_open_all_signals,phase3_lower5_Q5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,False,2026,True,0,336,0.0000000000,,,,,,,,,,,,,,NO_EVENTS
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2020,True,108,636,16.9811320755,0.2747541031,1.2339281406,16.4588936989,0.1734824010,50.9259259259,1.0458194662,-13.4977028150,-67.6258962531,13.6893614691,65.3926467407,29.6734431374,34.5457940581,-91.0930790204,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2021,False,197,636,30.9748427673,6.6438642812,5.5303438603,15.6936006394,5.9419811337,72.5888324873,3.2210578489,-13.2948725504,-79.1211267427,16.9741535444,65.1904222026,1308.8412633918,48330855.7876080349,-88.4840349471,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2022,False,132,636,20.7547169811,-1.6593278393,1.6235164882,16.9829150240,-1.1225531907,54.5454545455,0.7536350527,-14.2776582518,-96.9344803397,10.6278878580,33.2652035872,-219.0312747922,-88.8118247640,-98.5824520929,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2023,False,64,636,10.0628930818,3.1879477943,1.8168190802,9.3197235863,2.7365170348,62.5000000000,2.5872340052,-6.8786474773,-43.2279300111,9.4714746766,46.8948562800,204.0286588326,669.2813553548,-41.7031663971,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2024,False,60,636,9.4339622642,3.3439089067,2.7428837740,9.3709754272,2.7640459859,63.3333333333,2.5900371146,-6.9106432483,-35.2944105633,8.9911118071,29.2237012163,200.6345344011,643.6091271154,-30.8960256742,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2025,False,66,636,10.3773584906,1.0805195183,1.6359820315,8.2576578728,1.0630353302,57.5757575758,1.3986262755,-7.5323922088,-26.3258045692,6.6671151664,34.2314621018,71.3142882093,104.0393909468,-44.6619618757,OK
phase4_next_open_all_signals:SOLUSDT_lower5_all_h72,SOLUSDT_lower5_all_h72,P4 all-signal SOL all 72H,phase4_next_open_all_signals,phase2_lower5_best,next_open_all_signals,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,False,2026,True,9,636,1.4150943396,0.8138375913,0.7513900222,8.4475913020,0.2890188086,55.5555555556,1.2736489289,-10.2399564443,-22.4327684075,6.8388412453,16.9963451108,7.3245383218,7.5994535524,-20.0835947839,LOW_COUNT
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2020,True,9,149,6.0402684564,2.6672315983,4.1128626641,5.7336450976,1.3955685535,66.6666666667,3.1241348270,-3.5878466766,-10.2092393911,5.7347689165,16.8063127298,24.0050843849,27.1313787164,-7.2399869522,LOW_COUNT
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2021,False,69,149,46.3087248322,0.5856840909,0.1843983151,6.7072242982,0.7253458703,50.7246376812,1.2591477255,-6.4503059575,-30.2373374841,5.3482899444,18.9534755822,40.4122022733,49.7986724241,-39.2781303870,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2022,False,36,149,24.1610738255,-0.2898195142,0.2341196750,6.8169805835,-0.2550861138,55.5555555556,0.8870183966,-5.4491701861,-20.2302334405,4.4634870362,17.8407448903,-10.4335025107,-9.9076585108,-29.8850187514,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2023,False,8,149,5.3691275168,2.1265852734,2.1231736375,2.4195665845,2.4859375679,75.0000000000,11.3876185915,-1.8561733381,-5.0220049735,3.8568489481,7.4621765979,17.0126821873,18.5455183434,-1.1554750769,LOW_COUNT
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2024,False,14,149,9.3959731544,3.4936026508,4.3865098315,4.8543309682,2.6928250774,85.7142857143,6.1932540699,-2.6874938269,-8.4055264007,5.8674901854,13.3649173648,48.9104371118,63.0854924892,-6.6145885418,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2025,False,9,149,6.0402684564,0.8269380242,-0.2333611346,3.2704150573,0.7585624543,44.4444444444,1.9130218934,-4.1690044386,-10.1281770983,3.5592976041,8.2758918186,7.4424422177,7.7263923183,-4.2925883934,LOW_COUNT
phase4_next_open_nonoverlap:BTCUSDT_lower5_Q5_high_h48,BTCUSDT_lower5_Q5_high_h48,P4 nonoverlap BTC Q5 48H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,Q5_high,-1.8987744291,12,48,True,2026,True,4,149,2.6845637584,-3.1825103834,-2.3355342773,8.2431812577,-0.7721558665,25.0000000000,0.3198891737,-7.2730740983,-14.1609958349,3.8714814164,9.6146157196,-12.7300415336,-11.9530873566,-13.1046184351,LOW_COUNT
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2020,True,21,337,6.2314540059,1.7578434722,1.9081281218,4.6927241268,1.7165830664,71.4285714286,2.6908946551,-3.2601060058,-13.5483019809,4.1648542921,16.8063127298,36.9147129170,44.6500410424,-9.2385978099,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2021,False,97,337,28.7833827893,0.6534461505,0.1843983151,6.3973488519,1.0059945716,50.5154639175,1.2978597452,-6.2826830263,-30.2373374841,5.0039053835,18.9534755822,63.3842765989,88.4839678311,-33.9496536308,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2022,False,73,337,21.6617210682,-0.6912568644,0.2465928555,6.0129553901,-0.9822293456,52.0547945205,0.7262052095,-4.8899813199,-27.4282348495,3.5357943143,17.8407448903,-50.4617510977,-39.6263546164,-46.4497425913,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2023,False,32,337,9.4955489614,0.4638227365,0.5995967990,2.9527266564,0.8885948221,62.5000000000,1.5103834287,-2.2540747995,-8.6302985202,2.7801215695,7.4621765979,14.8423275670,16.0003793846,-7.2218311626,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2024,False,56,337,16.6172106825,0.3019538306,0.1421265307,3.4065576371,0.6633134683,53.5714285714,1.2611520542,-3.5986703966,-17.3530217181,2.9226379742,13.3649173648,16.9094145125,18.4231623310,-22.8672362975,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2025,False,39,337,11.5727002967,0.4488240129,0.7429663413,3.7925526122,0.7390550241,61.5384615385,1.3365040663,-3.3021432570,-10.6497048506,3.1297489267,8.6407895355,17.5041365041,19.1295493581,-18.9788700509,OK
phase4_next_open_nonoverlap:BTCUSDT_lower5_all_h48,BTCUSDT_lower5_all_h48,P4 nonoverlap BTC all 48H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,True,2026,True,19,337,5.6379821958,0.3426148447,0.5475185315,4.6484598432,0.3212727516,68.4210526316,1.2318090870,-3.4334776179,-14.1609958349,3.3636858958,9.6146157196,6.5096820486,6.7262352242,-19.1029621585,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2020,True,7,120,5.8333333333,-1.5412942672,3.8770894680,12.2058793978,-0.3340915632,57.1428571429,0.7350395868,-9.3867388776,-24.0436035290,6.6457210718,12.2515887933,-10.7890598706,-10.2274196577,-24.8974955273,LOW_COUNT
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2021,False,49,120,40.8333333333,0.8916343431,0.5193039952,8.9295986641,0.6989609093,53.0612244898,1.3027367655,-9.5949540490,-59.4066926252,8.9777269730,22.5513382988,43.6900828117,54.7902561033,-48.2945911054,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2022,False,30,120,25.0000000000,-0.4898736596,-2.5752476826,10.3790846745,-0.2585149482,43.3333333333,0.8892090190,-9.3517395829,-31.0134478197,6.6766335381,26.0391214246,-14.6962097867,-13.6673301280,-54.6515594534,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2023,False,2,120,1.6666666667,1.1697202170,1.1697202170,0.1840758598,8.9866981866,100.0000000000,,-4.2754222119,-6.5923373679,2.6861461625,2.9813239478,2.3394404340,2.3670199909,0.0000000000,LOW_COUNT
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2024,False,9,120,7.5000000000,5.2266798347,4.8209302945,5.8172045529,2.6954595393,88.8888888889,33.7399748650,-3.9167466330,-7.9167349146,8.8189144092,19.6949172951,47.0401185126,60.0636215866,-1.4265068927,LOW_COUNT
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2025,False,20,120,16.6666666667,-0.0968398638,-0.2612475599,5.8709972502,-0.0737661794,50.0000000000,0.9590801781,-6.6983069969,-22.3299436599,5.3121541264,14.5021473019,-1.9367972756,-1.9181618612,-24.8253487991,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_Q5_high_h72,ETHUSDT_lower5_Q5_high_h72,P4 nonoverlap ETH Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,Q5_high,-2.5346979200,18,72,True,2026,True,3,120,2.5000000000,-6.2950335400,-6.9112008717,1.2985841907,-8.3963119256,0.0000000000,0.0000000000,-12.6057636832,-20.7802991080,2.0134343629,3.6953840124,-18.8851006199,-17.2090149058,-17.2090149058,LOW_COUNT
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2020,True,30,423,7.0921985816,1.1192468218,1.2265562307,4.6247278461,1.3255628269,66.6666666667,1.8917229205,-4.1635585278,-14.6386528969,3.5831685241,13.3203907409,33.5774046545,39.9022875043,-16.9740224216,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2021,False,121,423,28.6052009456,0.1974999181,1.3505210463,6.2562929992,0.3472502165,61.1570247934,1.0870665905,-6.5926472334,-57.2095102423,4.5949026736,19.5542591397,23.8974900863,26.9946661618,-44.5717272602,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2022,False,97,423,22.9314420804,-0.6593726908,-0.0852086385,5.2879212918,-1.2280946542,48.4536082474,0.7104443402,-5.0595320313,-23.8650985187,3.4339515906,14.4674156941,-63.9591510100,-47.2492138328,-60.2012204881,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2023,False,28,423,6.6193853428,0.7669883651,1.1575339926,3.0014308034,1.3521954064,64.2857142857,1.8782525840,-2.1582902083,-8.3081358719,2.4884251460,7.7406041809,21.4756742218,23.9560327593,-5.9311438045,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2024,False,47,423,11.1111111111,0.4323343448,0.4607568963,4.5083550380,0.6574315720,59.5744680851,1.3329551978,-3.4244374062,-26.0257541298,2.7890222156,17.4267940050,20.3197142056,22.5314005360,-24.1096020795,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2025,False,75,423,17.7304964539,-0.3594207591,-0.5845949162,4.1417770153,-0.7515313038,41.3333333333,0.7939064969,-4.4227170772,-27.4475544927,2.8021014384,10.8429195462,-26.9565569340,-23.6288798159,-34.6797892952,OK
phase4_next_open_nonoverlap:ETHUSDT_lower5_all_h24,ETHUSDT_lower5_all_h24,P4 nonoverlap ETH all 24H,phase4_next_open_nonoverlap,phase2_lower5_best,next_open_nonoverlap,ETHUSDT,lower,5pct,long,all,-2.5346979200,6,24,True,2026,True,25,423,5.9101654846,-1.2175076317,-1.0159635690,2.7651017034,-2.2015603082,32.0000000000,0.2824206469,-3.9388708180,-12.2257050648,1.7798641686,6.3077764401,-30.4376907915,-26.2417186747,-30.2234076679,OK
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2020,True,25,113,22.1238938053,4.0878559384,5.1624365405,16.0955083027,1.2698747569,68.0000000000,2.0354520346,-11.7190123910,-67.6258962531,15.3520591653,62.3621117911,102.1963984612,177.8646627744,-30.6090736888,OK
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2021,False,50,113,44.2477876106,7.4575961607,4.8994484750,14.2504947614,3.7004447248,76.0000000000,4.7492242545,-12.4490924029,-49.8829427973,16.5348286249,55.1099522904,372.8798080344,4062.9043317654,-34.9360720919,OK
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2022,False,18,113,15.9292035398,-1.3439278665,3.8948717099,18.1324409048,-0.3144531438,66.6666666667,0.8174602307,-16.5814569036,-87.3175622435,11.2978742612,26.6140228677,-24.1907015967,-21.4870821364,-59.9710149593,OK
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2023,False,10,113,8.8495575221,0.0839956491,-0.2661280276,4.5182278500,0.0587879968,40.0000000000,1.0552689222,-7.4692807967,-15.6253853747,6.2962118066,12.3679096182,0.8399564907,0.8434940229,-11.9042217477,OK
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2024,False,6,113,5.3097345133,6.9671688524,4.0220396143,8.6792049778,1.9663101268,83.3333333333,17.4169092505,-7.0628440367,-15.0953671373,15.3517551386,20.7473020299,41.8030131142,51.8966441906,-2.5141930251,LOW_COUNT
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2025,False,4,113,3.5398230088,5.3894213791,3.2109805581,18.6252392143,0.5787223796,50.0000000000,2.1658203411,-12.2877924793,-26.3258045692,13.3170593327,34.2314621018,21.5576855166,24.0577324035,-12.6190196309,LOW_COUNT
phase4_next_open_nonoverlap:SOLUSDT_lower5_Q5_high_h72,SOLUSDT_lower5_Q5_high_h72,P4 nonoverlap SOL Q5 72H,phase4_next_open_nonoverlap,phase3_lower5_Q5_best,next_open_nonoverlap,SOLUSDT,lower,5pct,long,Q5_high,-3.7212992607,18,72,True,2026,True,0,113,0.0000000000,,,,,,,,,,,,,,NO_EVENTS
