candidate_id,candidate_label,source_phase,symbol,shock_side,shock_level,direction,vol_regime_filter,threshold_pct,horizon_bars,horizon_hours,signal_timestamp,entry_timestamp,exit_timestamp,signal_return_pct,vol_regime,vol20_pct,signal_close,entry_open,exit_close,forward_low,forward_high,entry_gap_pct,close_to_close_return_pct,next_open_return_pct,mae_pct,mfe_pct
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-04 00:00,2021-06-04 04:00,2021-06-06 00:00,-3.4029231151,Q5_high,1.4692567522,37933.7200000000,37933.7300000000,35989.6700000000,34800.0000000000,37939.2500000000,0.0000263618,-5.2608473459,-5.2608737076,-8.6223303131,0.0145506345
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-04 04:00,2021-06-04 08:00,2021-06-06 04:00,-3.5511077860,Q5_high,1.6666259278,36610.2900000000,36606.8000000000,36132.5700000000,34800.0000000000,37925.0000000000,-0.0095332934,-1.3134673781,-1.3039340847,-5.0616628719,3.5376509735
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-05 08:00,2021-06-05 12:00,2021-06-07 08:00,-4.6643815635,Q5_high,1.9170964594,35869.4200000000,35869.4200000000,36376.4700000000,34800.0000000000,36900.0000000000,0.0000000000,1.4037015134,1.4037015134,-3.0267735132,2.8326429134
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-07 20:00,2021-06-08 00:00,2021-06-09 20:00,-6.0193127774,Q5_high,1.9300906140,33552.7900000000,33556.9600000000,37388.0500000000,31000.0000000000,37534.7900000000,0.0124274044,10.8231115223,10.8106841180,-7.9257088982,11.2023942764
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-08 00:00,2021-06-08 04:00,2021-06-10 00:00,-2.2170603141,Q5_high,1.9684143263,32817.0900000000,32817.0900000000,36959.6900000000,31000.0000000000,37666.1100000000,0.0000000000,11.8878443009,11.8878443009,-5.6962211798,13.7811334891
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-08 12:00,2021-06-08 16:00,2021-06-10 12:00,-4.2748852820,Q5_high,2.0733717896,31705.2400000000,31705.2500000000,36896.7500000000,31563.5200000000,38491.0000000000,0.0000315405,15.1641504380,15.1641188974,-0.4480258967,19.3942165420
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-10 12:00,2021-06-10 16:00,2021-06-12 12:00,-2.4675987285,Q5_high,2.6917209554,36896.7500000000,36896.6500000000,35384.9600000000,34600.3600000000,37680.4000000000,-0.0002710269,-4.1836600182,-4.1833889913,-6.4256674384,2.1019304346
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-12 00:00,2021-06-12 04:00,2021-06-14 00:00,-4.8314291410,Q5_high,2.1577647343,35571.1900000000,35572.8400000000,38975.1400000000,34600.3600000000,39800.0000000000,0.0046384777,9.1387966424,9.1341581646,-2.7718338703,11.2284486953
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-13 00:00,2021-06-13 04:00,2021-06-15 00:00,-1.9266959700,Q5_high,1.7302156023,34867.8000000000,34867.8100000000,40404.8600000000,34757.0000000000,41064.0500000000,0.0000286798,14.7386307547,14.7386020750,-0.3183063438,16.3568988857
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-14 16:00,2021-06-14 20:00,2021-06-16 16:00,-2.4112928472,Q5_high,2.1992804831,39716.0600000000,39716.0600000000,38680.1100000000,38301.6800000000,41330.0000000000,0.0000000000,-2.6430125468,-2.6430125468,-3.6261880442,3.9832988627
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-16 08:00,2021-06-16 12:00,2021-06-18 08:00,-2.6435101666,Q5_high,1.8795293209,39080.0100000000,39080.0100000000,37821.9500000000,37063.8000000000,39735.5200000000,0.0000000000,-3.2721461138,-3.2721461138,-5.2970331032,1.6634414946
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-17 16:00,2021-06-17 20:00,2021-06-19 16:00,-3.4037245122,Q5_high,1.6031607657,37702.5300000000,37702.5300000000,35943.6500000000,34803.5200000000,38258.0000000000,0.0000000000,-4.7774766604,-4.7774766604,-8.0008669865,1.4625487775
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-18 12:00,2021-06-18 16:00,2021-06-20 12:00,-3.9555125171,Q4_higher,1.3957970239,36355.1000000000,36355.9700000000,34422.7100000000,33336.0000000000,36818.4400000000,0.0023930331,-5.4617975773,-5.4641906104,-8.6720532963,1.2640379546
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-18 16:00,2021-06-18 20:00,2021-06-20 16:00,-2.8680159009,Q5_high,1.4827533956,35327.2400000000,35323.6500000000,35502.8200000000,33336.0000000000,36457.0000000000,-0.0101626462,0.4957792204,0.5059418666,-5.7914817160,3.1580772633
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-19 00:00,2021-06-19 04:00,2021-06-21 00:00,-2.0202798477,Q5_high,1.5596804148,35103.4400000000,35103.4400000000,34649.6300000000,33336.0000000000,36457.0000000000,0.0000000000,-1.3012083999,-1.3012083999,-5.1661237247,3.7834352545
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-20 08:00,2021-06-20 12:00,2021-06-22 08:00,-5.0789062232,Q5_high,1.8706838542,33872.9000000000,33870.5600000000,31243.4100000000,31112.0000000000,36137.7200000000,-0.0069084160,-8.0806810714,-8.0737726555,-8.4952603645,6.4790994684
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-21 00:00,2021-06-21 04:00,2021-06-23 00:00,-2.7063084862,Q5_high,2.0443490449,34649.6300000000,34651.8600000000,33966.4300000000,28805.0000000000,34725.8200000000,0.0064356481,-1.9914363447,-1.9978719928,-18.4802420665,0.2132098624
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-21 04:00,2021-06-21 08:00,2021-06-23 04:00,-4.8007057029,Q5_high,2.2333544514,33025.5000000000,33025.5000000000,33982.2600000000,28805.0000000000,34444.0000000000,0.0000000000,2.8558633405,2.8558633405,-13.6731007155,4.2054826495
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-21 20:00,2021-06-22 00:00,2021-06-23 20:00,-2.9764330135,Q5_high,2.1834741262,31608.9300000000,31614.1200000000,33678.0700000000,28805.0000000000,34881.0000000000,0.0164180628,6.3407208087,6.3243027460,-9.3054873050,9.8338412120
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-22 08:00,2021-06-22 12:00,2021-06-24 08:00,-4.4005140862,Q5_high,2.5027922667,31243.4100000000,31236.5300000000,33850.7700000000,28805.0000000000,34881.0000000000,-0.0220230686,8.0153272571,8.0373503257,-8.1039260074,11.0354025097
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-24 00:00,2021-06-24 04:00,2021-06-26 00:00,-3.2865938553,Q5_high,2.5735229847,32589.2000000000,32589.2000000000,31977.5900000000,31275.0000000000,35500.0000000000,0.0000000000,-1.8945600175,-1.8945600175,-4.1161888788,8.5551751340
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-25 04:00,2021-06-25 08:00,2021-06-27 04:00,-2.2161147464,Q5_high,2.3860831279,34283.8200000000,34281.3700000000,33283.1700000000,30151.0000000000,34480.0000000000,-0.0071464835,-2.9621658940,-2.9550194105,-12.8383967806,0.5777387870
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-25 08:00,2021-06-25 12:00,2021-06-27 08:00,-2.8757031097,Q5_high,2.3019152023,33311.9600000000,33311.9600000000,33246.5500000000,30151.0000000000,33600.7700000000,0.0000000000,-0.1965489343,-0.1965489343,-9.9698401544,0.8632491710
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-25 12:00,2021-06-25 16:00,2021-06-27 12:00,-2.1387355638,Q5_high,2.3398756149,32607.0700000000,32607.0700000000,33200.0200000000,30151.0000000000,33574.3200000000,0.0000000000,1.8021342307,1.8021342307,-7.8311045906,2.9232353014
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-25 20:00,2021-06-26 00:00,2021-06-27 20:00,-1.9945433716,Q5_high,2.1505606170,31584.4500000000,31576.0900000000,34700.3400000000,30151.0000000000,34749.0000000000,-0.0264722247,9.4084574306,9.4349296553,-4.6182098503,9.5750605996
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-26 04:00,2021-06-26 08:00,2021-06-28 04:00,-4.0109392489,Q5_high,2.2835424519,30720.3700000000,30713.5400000000,35028.6900000000,30151.0000000000,35297.7100000000,-0.0222352770,13.1241487515,13.1463840285,-1.8485509589,13.9114489606
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-28 08:00,2021-06-28 12:00,2021-06-30 08:00,-2.6658934296,Q5_high,2.3880562231,34107.2000000000,34107.2000000000,34849.9900000000,33862.7200000000,36600.0000000000,0.0000000000,2.1544344566,2.1544344566,-0.7193801444,7.0539734711
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-30 00:00,2021-06-30 04:00,2021-07-02 00:00,-2.2293499044,Q5_high,1.9732128020,35119.9900000000,35119.9900000000,32907.2200000000,32711.0000000000,35333.3300000000,0.0000000000,-6.5078397446,-6.5078397446,-7.1059071255,0.6056227075
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-06-30 12:00,2021-06-30 16:00,2021-07-02 12:00,-1.9019037458,Q5_high,1.9502579125,34193.4400000000,34193.4400000000,33704.9100000000,32699.0000000000,35194.0400000000,0.0000000000,-1.4390288730,-1.4390288730,-4.4689316409,2.8842937282
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-01 00:00,2021-07-01 04:00,2021-07-03 00:00,-2.6748934246,Q5_high,2.0638243716,34120.0100000000,34120.0100000000,33524.4700000000,32699.0000000000,34467.0900000000,0.0000000000,-1.7608395762,-1.7608395762,-4.2539519311,1.0120940023
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-01 04:00,2021-07-01 08:00,2021-07-03 04:00,-2.2877219157,Q5_high,1.7003260218,33348.3000000000,33350.0000000000,34499.5400000000,32699.0000000000,34663.4800000000,0.0050975812,3.3939194065,3.3888218253,-1.9713275966,3.8628910810
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-05 00:00,2021-07-05 04:00,2021-07-07 00:00,-2.6872809840,Q4_higher,1.4297257465,34350.8900000000,34351.2500000000,34446.5000000000,33125.5500000000,35118.8800000000,0.0010480023,0.2779467696,0.2768987674,-3.6333520166,2.2100469490
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-05 08:00,2021-07-05 12:00,2021-07-07 08:00,-2.5910974559,Q5_high,1.4769547458,33379.9600000000,33379.9600000000,34827.9600000000,33125.5500000000,35118.8800000000,0.0000000000,4.2464792554,4.2464792554,-0.7650831968,5.0783157687
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-06 08:00,2021-07-06 12:00,2021-07-08 08:00,-2.3427665594,Q5_high,1.6012478762,34067.3100000000,34067.3100000000,32696.4400000000,32077.0000000000,35059.0900000000,0.0000000000,-4.1072069988,-4.1072069988,-6.0199011047,2.8696650188
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-07 20:00,2021-07-08 00:00,2021-07-09 20:00,-2.2386410065,Q4_higher,1.4324713370,33862.1200000000,33862.1100000000,33815.8100000000,32077.0000000000,34100.0000000000,-0.0000295315,-0.1368540889,-0.1368245573,-5.4157427764,0.7000694110
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-08 04:00,2021-07-08 08:00,2021-07-10 04:00,-2.4869497624,Q5_high,1.5379972879,32487.5700000000,32487.5600000000,33766.0100000000,32077.0000000000,34262.0000000000,-0.0000307810,3.8597120571,3.8597428381,-1.2717984414,5.3179621478
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-12 08:00,2021-07-12 12:00,2021-07-14 08:00,-2.2172290423,Q3_mid,0.9331323895,33530.0000000000,33530.0000000000,32451.9900000000,31550.0000000000,33636.9200000000,0.0000000000,-3.2678794093,-3.2678794093,-6.0866971491,0.3183712766
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-14 00:00,2021-07-14 04:00,2021-07-16 00:00,-2.7875505833,Q3_mid,1.0869323224,31830.0100000000,31830.0100000000,31914.8900000000,31133.0000000000,33185.2500000000,0.0000000000,0.2663116584,0.2663116584,-2.2141205592,4.1695944631
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-16 08:00,2021-07-16 12:00,2021-07-18 08:00,-2.1889160202,Q4_higher,1.1533031213,31086.5300000000,31086.5200000000,31801.0100000000,31067.4300000000,32435.0000000000,-0.0000321683,2.2723443897,2.2723765580,-0.0614281171,4.2463801957
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-20 00:00,2021-07-20 04:00,2021-07-22 00:00,-4.1011297983,Q4_higher,1.3434503220,29600.4600000000,29600.4600000000,31929.6400000000,29278.0000000000,32858.0000000000,0.0000000000,7.5744830250,7.5744830250,-1.0953521001,10.4405344734
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-26 20:00,2021-07-27 00:00,2021-07-28 20:00,-5.5561903620,Q5_high,2.5149262457,37237.6000000000,37241.3300000000,40019.5600000000,36383.0000000000,40900.0000000000,0.0100162556,7.2049331092,7.1949168536,-2.3317533475,9.3710896992
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-28 12:00,2021-07-28 16:00,2021-07-30 12:00,-2.6401373922,Q5_high,2.7104015036,39689.0400000000,39689.0400000000,39073.8500000000,38313.2300000000,40680.0700000000,0.0000000000,-1.5621633757,-1.5621633757,-3.5279811701,2.4663212876
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-07-30 08:00,2021-07-30 12:00,2021-08-01 08:00,-2.7654464981,Q5_high,1.6731968712,38642.4600000000,38650.0000000000,41587.0100000000,38528.6000000000,42599.0000000000,0.0195103119,7.3436186975,7.3241083855,-0.3145952379,9.7284003788
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-01 20:00,2021-08-02 00:00,2021-08-03 20:00,-3.4966727206,Q5_high,1.9252702417,39845.4400000000,39850.2700000000,38207.0500000000,37642.0300000000,40480.0100000000,0.0121211041,-4.1987916021,-4.2109127063,-5.7007935371,1.5679091394
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-05 08:00,2021-08-05 12:00,2021-08-07 08:00,-2.2431261820,Q4_higher,1.1538192658,38008.3800000000,38008.4500000000,43800.0300000000,37332.7000000000,43989.4900000000,0.0001841697,14.1827840584,14.1825998886,-1.7938885230,14.6142238322
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-11 20:00,2021-08-12 00:00,2021-08-13 20:00,-2.0379352302,Q4_higher,1.3949940770,45511.0000000000,45510.6700000000,47800.0000000000,43770.0000000000,47886.0000000000,-0.0007251021,4.9071584518,4.9078835538,-3.8998152756,5.0876382163
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-14 08:00,2021-08-14 12:00,2021-08-16 08:00,-2.2215017105,Q4_higher,1.3976767669,46569.9900000000,46570.5400000000,47516.9500000000,45500.0000000000,48053.8300000000,0.0011810111,2.0130147229,2.0118337118,-2.3255826418,3.1353688502
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-15 04:00,2021-08-15 08:00,2021-08-17 04:00,-2.4443405302,Q4_higher,1.3586190735,45742.9200000000,45738.3400000000,45947.4900000000,45239.4500000000,48053.8300000000,-0.0100129797,0.4462197070,0.4562326867,-1.0967402059,4.9384945026
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-16 12:00,2021-08-16 16:00,2021-08-18 12:00,-2.4994008366,Q4_higher,1.2557391877,46344.0300000000,46344.0300000000,45820.0000000000,44203.2800000000,47160.0000000000,0.0000000000,-1.1371804102,-1.1371804102,-4.7293486652,1.7453594542
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-17 12:00,2021-08-17 16:00,2021-08-19 12:00,-2.4184304452,Q4_higher,1.3148523580,45730.0000000000,45730.0000000000,45779.5800000000,43927.7000000000,46222.4000000000,0.0000000000,0.1083602500,0.1083602500,-4.0209437074,1.0709991402
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-18 16:00,2021-08-18 20:00,2021-08-20 16:00,-2.0257938268,Q4_higher,1.3643896581,44901.1200000000,44901.1100000000,48684.1600000000,43927.7000000000,49096.3400000000,-0.0000222712,8.0890981750,8.0891204461,-2.1917415450,8.9321974224
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-24 12:00,2021-08-24 16:00,2021-08-26 12:00,-2.2903428824,Q3_mid,1.0619577204,48310.7400000000,48310.7300000000,46800.0000000000,46250.0000000000,49352.8400000000,-0.0000206993,-3.1770693265,-3.1770486272,-4.3592225237,2.1341623154
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-26 00:00,2021-08-26 04:00,2021-08-28 00:00,-2.1914048109,Q4_higher,1.2889119150,47911.7900000000,47911.8000000000,48852.9900000000,46250.0000000000,49299.0000000000,0.0000208717,1.9453972478,1.9453763761,-3.5300356675,2.8541976233
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-26 04:00,2021-08-26 08:00,2021-08-28 04:00,-2.1519858121,Q4_higher,1.3309829779,46891.7500000000,46891.7500000000,48950.0000000000,46250.0000000000,49299.0000000000,0.0000000000,4.2957615181,4.2957615181,-1.3780289837,5.0062043072
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-08-30 20:00,2021-08-31 00:00,2021-09-01 20:00,-3.4250844647,Q3_mid,1.0965339239,46982.9100000000,46982.9100000000,48810.5200000000,46512.0000000000,49156.0000000000,0.0000000000,3.8161944833,3.8161944833,-1.0073574748,4.5214995858
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-07 08:00,2021-09-07 12:00,2021-09-09 08:00,-2.7161322999,Q3_mid,0.9873540338,50941.4800000000,50943.7500000000,46293.1500000000,42843.0500000000,51124.9100000000,0.0044559943,-9.5683520935,-9.5728080878,-17.3178644671,0.3549771110
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-07 12:00,2021-09-07 16:00,2021-09-09 12:00,-8.7874486190,Q5_high,2.2140001502,46656.0700000000,46656.0700000000,47001.6500000000,44412.0200000000,47544.9300000000,0.0000000000,0.7379670749,0.7379670749,-4.9292883207,1.8872121973
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-08 04:00,2021-09-08 08:00,2021-09-10 04:00,-2.9939947931,Q5_high,2.2954158500,45080.3000000000,45075.7200000000,46160.5500000000,44412.0200000000,47399.9700000000,-0.0101601646,2.3680193222,2.3781794867,-1.4833588819,5.0277853450
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-10 12:00,2021-09-10 16:00,2021-09-12 12:00,-1.9858374508,Q5_high,2.3402082274,45420.8600000000,45420.8600000000,45886.9900000000,44132.2900000000,46270.5600000000,0.0000000000,1.0210163735,1.0210163735,-2.8779756816,1.8534434832
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-13 00:00,2021-09-13 04:00,2021-09-15 00:00,-3.1057283244,Q4_higher,1.1124945338,44617.7900000000,44614.6800000000,47075.4800000000,43370.0000000000,47470.0000000000,-0.0069705568,5.3619612567,5.3689318135,-2.8294995003,6.2034979712
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-20 00:00,2021-09-20 04:00,2021-09-22 00:00,-3.6626370661,Q4_higher,1.1079351271,45542.7600000000,45542.7500000000,42052.0900000000,39600.0000000000,45836.8500000000,-0.0000219574,-7.9742576941,-7.9742357367,-13.9822327025,0.6436907482
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-20 08:00,2021-09-20 12:00,2021-09-22 08:00,-2.4506265860,Q4_higher,1.2143131012,43739.7500000000,43734.0000000000,41928.3200000000,39600.0000000000,44250.0000000000,-0.0131468012,-4.2295806038,-4.2164338026,-9.9296713368,1.1729539826
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-20 20:00,2021-09-21 00:00,2021-09-22 20:00,-1.9217114510,Q4_higher,1.2621619445,43015.6200000000,43016.6400000000,43543.6100000000,39600.0000000000,44000.5500000000,0.0023712035,1.2199659088,1.2175947052,-8.2757899321,2.2615116259
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-21 16:00,2021-09-21 20:00,2021-09-23 16:00,-2.4897850120,Q4_higher,1.2602766745,42013.6300000000,42010.8100000000,44767.5700000000,39600.0000000000,44936.7700000000,-0.0067123327,6.3489903915,6.3557027243,-5.9097847859,6.7329424446
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-21 20:00,2021-09-22 00:00,2021-09-23 20:00,-3.0921636126,Q4_higher,1.3519271773,40734.3800000000,40734.0900000000,44865.2600000000,40565.3900000000,44978.0000000000,-0.0007119319,9.6591322576,9.6598441895,-0.4150094001,9.9108147335
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-24 08:00,2021-09-24 12:00,2021-09-26 08:00,-7.6264249739,Q5_high,2.4154924677,41527.5000000000,41527.5000000000,43063.5700000000,40750.0000000000,43746.9000000000,0.0000000000,3.6321537687,3.6321537687,-1.8900018696,5.2064894767
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-26 04:00,2021-09-26 08:00,2021-09-28 04:00,-2.3515369945,Q5_high,2.0411211655,41231.3400000000,41227.0700000000,41775.2500000000,41037.1300000000,44350.0000000000,-0.0103567362,1.3105412107,1.3208979469,-0.4617812792,7.3017629321
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-09-27 20:00,2021-09-28 00:00,2021-09-29 20:00,-2.0303149869,Q4_higher,1.4387846954,42147.3500000000,42147.3500000000,41524.2800000000,40753.8800000000,42787.3800000000,0.0000000000,-1.4893495375,-1.4893495375,-3.3620761893,1.5071387523
BTCUSDT_lower5_all_h48,BTC all 48H,phase2_lower5_best,BTCUSDT,lower,5pct,long,all,-1.8987744291,12,48,2021-10-13 04:00,2021-10-13 08:00,2021-10-15 04:00,-3.0034977373,Q4_higher,1.4381459993,54612.6100000000,54612.6000000000,59231.5000000000,54167.1900000000,59998.0000000000,-0.0000183108,8.1188686506,8.1188869614,-0.8189250765,9.4046602975
