candidate_id,candidate_label,event_set,source_phase,entry_model,symbol,shock_side,shock_level,direction,vol_regime_filter,threshold_pct,horizon_bars,horizon_hours,signal_timestamp,entry_timestamp,exit_timestamp,signal_return_pct,vol_regime,vol20_pct,future_return_pct,return_pct,mae_pct,mfe_pct,is_nonoverlap,year,annual_candidate_id
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-13 00:00,2021-09-13 00:00,2021-09-16 00:00,-11.7618094300,Q5_high,3.4431140005,0.1354358338,0.1354358338,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-20 00:00,2021-09-20 00:00,2021-09-23 00:00,-5.1307075990,Q5_high,3.3428296029,2.3562547357,2.3562547357,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-20 04:00,2021-09-20 04:00,2021-09-23 04:00,-4.1792926950,Q5_high,3.4556601255,8.4817565533,8.4817565533,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-20 16:00,2021-09-20 16:00,2021-09-23 16:00,-3.7329373094,Q5_high,3.5494740272,7.4853778315,7.4853778315,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-20 20:00,2021-09-20 20:00,2021-09-23 20:00,-4.4559822004,Q5_high,3.5452967107,12.1416806116,12.1416806116,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-21 16:00,2021-09-21 16:00,2021-09-24 16:00,-8.5424189585,Q5_high,3.5998909252,8.2821527618,8.2821527618,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-23 08:00,2021-09-23 08:00,2021-09-26 08:00,-4.8344718840,Q5_high,4.3596677645,-6.6299683127,-6.6299683127,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-24 08:00,2021-09-24 08:00,2021-09-27 08:00,-6.9719125604,Q5_high,4.2696406967,8.8554653857,8.8554653857,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-26 00:00,2021-09-26 00:00,2021-09-29 00:00,-3.7669660300,Q4_higher,2.4389426791,5.7679786971,5.7679786971,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
SOLUSDT_lower5_all_close_h72_long,P2 SOL lower5 all close 72H long,phase2_close,phase2_best_5pct,close_to_close,SOLUSDT,lower,5pct,long,all,-3.7212992607,18,72,2021-09-27 20:00,2021-09-27 20:00,2021-09-30 20:00,-4.9645439437,Q5_high,2.9507971250,3.6155457587,3.6155457587,,,False,2021,phase2_close:SOLUSDT_lower5_all_close_h72_long
