total_median,total_5pct,total_95pct,maxdd_median,maxdd_5pct_worst,maxdd_1pct_worst,cvar5_total,prob_loss,prob_dd_gt20,prob_dd_gt30
0.23967797557879023,-0.14222663145015355,0.7922079270463362,-0.1672286350196026,-0.2972260573803439,-0.36736463792749047,-0.21751747435016106,0.176,0.322,0.048
