start,end,rows,median_interval,mode_interval,missing_values,duplicate_index,ohlc_bad,ret_mean,ret_std,ret_skew,ret_kurt,ret_min,ret_max,return_outliers_abs_z_gt_8,large_gaps_count,vol_recent_vs_full,adx_gt_20_ratio,adx_gt_25_ratio,atr_pct_mean,atr_pct_recent500_mean,data
2018-06-01 20:30:00,2026-06-10 23:30:00,100000,0 days 00:30:00,0 days 00:30:00,0,0,0,4.133891266851609e-06,0.000785731434894129,-1.2400642684595131,56.61921784953139,-0.025650747356908532,0.01808350136066883,89,432,0.38918170527087287,0.63512,0.43658,0.0009749231851064724,0.0003953699833314542,USDJPY30(13).csv
2010-05-27 06:00:00,2026-06-10 23:00:00,100000,0 days 01:00:00,0 days 01:00:00,0,0,0,6.432936475840151e-06,0.0011690159542079445,-0.7945780722502704,43.80925862769954,-0.029908139286477176,0.034469551895825346,82,859,0.5051902527003669,0.66971,0.46748,0.0015077764549871712,0.0006582365505630841,USDJPY60(34).csv
2010-05-26 20:00:00,2026-06-10 20:00:00,25854,0 days 04:00:00,0 days 04:00:00,0,0,0,2.5085380569644355e-05,0.0023211528798935464,-0.27831773369413615,25.43732986756667,-0.03932873370435319,0.04524576315928397,19,854,0.9642528949191923,0.688520151620639,0.46271370000773576,0.003058507133090277,0.0023547837702262695,USDJPY240(36).csv
