year,1,2,3,4,5,6,7,8,9,10,11,12
2020,,,,,,,,,,,,-0.008102768307557406
2021,-0.0008581941092683509,0.021238804265577782,0.016444136351305483,0.011321951041037615,-0.02218751233749905,-0.0204204582669828,0.007096506112926448,0.01227148911244691,0.0025555747792402883,0.024576152146016383,-0.009545227586540417,-0.009136624968622775
2022,0.008450412771958238,-0.008593710528157161,0.06792826382439499,0.03166239552589456,-0.0027912805140004604,0.04335483586327338,0.028791094346465762,-0.006173020362389647,-0.023929213934656968,0.013024507680986952,-0.025537904238364217,0.013070619302675057
2023,-0.05061091801338369,-0.030417727700599584,-0.033542341235301865,-0.017718140520716186,0.04957181931079502,-0.02602977235726789,0.022757809230749215,0.007414908144192767,-0.0002605006035473201,-0.014947372599635522,-0.01062401697778359,0.008444445740442674
2024,-0.010831818188827613,-0.014680478399220931,0.01895760270923863,0.00610551046184904,0.029320062111489076,0.0038480025989000577,0.014847594554070032,0.010344706680735394,0.011756088065167258,0.048064799436247974,-0.0052286943786428175,0.029848953910494025
2025,-0.01294968880011993,-0.0010209294891374565,-0.02716898378966126,0.05371644081569826,0.022473578584905285,-0.01734560956840203,0.02675102511233529,-0.06196593186846411,-0.006875710264254931,0.00937870507228955,-0.005101390329448008,0.006439039949173386
2026,0.024813052095369104,0.01047701306957749,0.016602860877091397,0.00139213798951765,-0.01299162961675604,0.0019954819277108182,,,,,,
