cost_pips,total_return,ann_return,sharpe,calmar,max_drawdown,positive_folds,fold_total_trades
0.5,0.2868034994105557,0.04692452854703477,0.530221454205266,0.2446108012644515,-0.19183342805988413,0.6363636363636364,857
1.0,0.24703923799476168,0.040965421341695896,0.470134188973442,0.20925870782055522,-0.19576447627128046,0.6363636363636364,857
2.0,0.2261004017943653,0.0377647733414066,0.43769750090420834,0.18551271238403,-0.20356973307160597,0.6363636363636364,827
