group,horizon,method,leverage,one_way_cost_bps,n_trades,n_sims,final_return_median_pct,final_return_q05_pct,final_return_q01_pct,final_return_cvar05_pct,mdd_median_pct,mdd_q05_pct,mdd_q01_pct,conditional_expected_drawdown_5_pct,prob_dd_30_pct,prob_dd_50_pct,prob_halving_pct,prob_ruin_pct,max_losing_streak_median,max_losing_streak_q95
G0_all_crashes,48h,stationary_bootstrap,1.0,0.0,201,5000,235.4720974462255,-0.6633913106277975,-40.23092946582005,-25.355917777666253,-37.971274555632675,-60.30994554478221,-70.05219451309044,-66.06867774143453,80.7,16.86,0.54,0.0,5.0,7.0
G0_all_crashes,48h,regime_aware_bootstrap,1.0,0.0,201,5000,232.91494330816786,5.715151281044546,-28.887891199447576,-15.67850761321052,-48.508162433675444,-70.76635154510676,-78.78541969507852,-75.07750808535994,93.44,45.96,0.26,0.0,5.0,9.0
G1_funding_low,24h,original_order,1.0,0.0,44,1,73.89847438225823,73.89847438225823,73.89847438225823,73.89847438225823,-19.09709023942342,-19.09709023942342,-19.09709023942342,-19.09709023942342,0.0,0.0,0.0,0.0,5.0,5.0
G1_funding_low,24h,shuffle,1.0,0.0,44,5000,73.89847438225827,73.89847438225819,73.89847438225814,73.89847438225819,-14.695528180446665,-19.054083636259836,-20.87364867900444,-20.271263767440878,0.0,0.0,0.0,0.0,3.0,5.0
G1_funding_low,24h,iid_bootstrap,1.0,0.0,44,5000,75.47654273007296,12.988885120699763,-4.634638385757479,1.6138576117927848,-13.665834604448996,-26.17591175815976,-33.25925289747031,-30.166216211406763,1.94,0.0,0.0,0.0,3.0,6.0
G1_funding_low,24h,block_bootstrap,1.0,0.0,44,5000,76.25657911332203,6.521274032292205,-19.58913310119101,-8.539089895537497,-18.141884302943133,-32.05642288577933,-41.30044895496653,-37.18023269746454,7.000000000000001,0.16,0.02,0.0,4.0,8.0
G1_funding_low,24h,stationary_bootstrap,1.0,0.0,44,5000,74.38601841854663,11.798282086389971,-7.585992510933486,-0.22876291000228816,-18.488117873860276,-29.751739033209624,-35.25429607613302,-33.474127597962834,4.54,0.02,0.0,0.0,4.0,7.0
G1_funding_low,24h,regime_aware_bootstrap,1.0,0.0,44,5000,75.28184944279695,15.198858422051908,-3.3224145306570176,2.442384953009947,-13.492172360832733,-31.487442362108524,-39.536660148523346,-36.871489891804416,6.02,0.13999999999999999,0.0,0.0,4.0,7.0
G1_funding_low,48h,original_order,1.0,0.0,44,1,46.820269910344,46.820269910344,46.820269910344,46.820269910344,-23.46751680148588,-23.46751680148588,-23.46751680148588,-23.46751680148588,0.0,0.0,0.0,0.0,3.0,3.0
G1_funding_low,48h,shuffle,1.0,0.0,44,5000,46.82026991034398,46.820269910343896,46.82026991034387,46.820269910343875,-23.272186178045835,-34.37690027885007,-38.52978812351378,-36.8470687190554,15.040000000000001,0.0,0.0,0.0,3.0,5.0
G1_funding_low,48h,iid_bootstrap,1.0,0.0,44,5000,48.65363731703111,-22.672732251307334,-41.1639770246211,-33.847714066931964,-22.581761631853936,-43.834507977689945,-53.19537607150895,-49.76079647817317,25.540000000000003,2.08,0.24,0.0,3.0,5.0
G1_funding_low,48h,block_bootstrap,1.0,0.0,44,5000,48.201324795992974,-23.09950642945406,-41.938277059729835,-34.36438946942148,-22.919665093078507,-43.65245104487863,-52.70015022960733,-49.25266030275034,27.32,1.66,0.33999999999999997,0.0,3.0,4.0
G1_funding_low,48h,stationary_bootstrap,1.0,0.0,44,5000,45.832167806969004,-18.86253028378772,-36.20663978420998,-29.728348651083085,-22.070875949064344,-40.79678731754681,-50.13664054105483,-46.604977834383256,23.02,1.04,0.18,0.0,3.0,4.0
G1_funding_low,48h,regime_aware_bootstrap,1.0,0.0,44,5000,47.841595430444016,-15.351568789035685,-36.05168332938081,-27.445070132595983,-26.926907439133686,-46.73510364196883,-55.1435762741106,-51.87032068024641,39.4,2.7,0.16,0.0,3.0,5.0
G2_risk_on,24h,original_order,1.0,0.0,88,1,45.11858332641108,45.11858332641108,45.11858332641108,45.11858332641108,-27.800489623770698,-27.800489623770698,-27.800489623770698,-27.800489623770698,0.0,0.0,0.0,0.0,6.0,6.0
G2_risk_on,24h,shuffle,1.0,0.0,88,5000,45.11858332641117,45.118583326411056,45.11858332641101,45.11858332641102,-20.19110612735586,-29.29916440452069,-33.77712287698401,-31.893404491958346,3.8600000000000003,0.0,0.0,0.0,5.0,8.0
G2_risk_on,24h,iid_bootstrap,1.0,0.0,88,5000,43.94014146512279,-15.888755511551308,-33.767461477247394,-26.10757553195934,-19.752376512069496,-38.13772466218399,-46.77265755123938,-43.486802688632885,14.82,0.5599999999999999,0.02,0.0,5.0,8.0
G2_risk_on,24h,block_bootstrap,1.0,0.0,88,5000,45.65621559791978,-13.860526302849536,-33.30734037993464,-25.95835183708334,-21.715255459996175,-38.63560986662649,-50.061746091668155,-45.15709008050774,17.34,1.02,0.1,0.0,6.0,11.0
G2_risk_on,24h,stationary_bootstrap,1.0,0.0,88,5000,47.326603572231264,-9.445574510275344,-29.298149744121428,-20.876084461905048,-21.914169781107134,-38.64874126788239,-47.39536360885756,-44.0249663072693,18.56,0.52,0.02,0.0,6.0,9.0
G2_risk_on,24h,regime_aware_bootstrap,1.0,0.0,88,5000,46.504446618686714,-13.352572818486923,-30.964371073738878,-23.792153486948436,-21.581308102186163,-39.419126968443976,-48.164113355174266,-44.83864564157588,18.66,0.64,0.1,0.0,6.0,9.0
G2_risk_on,48h,original_order,1.0,0.0,88,1,252.2116244954288,252.2116244954288,252.2116244954288,252.2116244954288,-16.394359537957804,-16.394359537957804,-16.394359537957804,-16.394359537957804,0.0,0.0,0.0,0.0,4.0,4.0
G2_risk_on,48h,shuffle,1.0,0.0,88,5000,252.21162449542854,252.21162449542825,252.21162449542814,252.21162449542817,-17.446062381337086,-25.683983987854074,-29.581816744350498,-28.076934844870966,0.7799999999999999,0.0,0.0,0.0,3.0,6.0
G2_risk_on,48h,iid_bootstrap,1.0,0.0,88,5000,250.23716032640795,72.56130576862307,30.23596356143652,47.714966340300414,-16.664807533976994,-29.798313779218002,-37.40087259350821,-34.33216605314968,4.88,0.04,0.0,0.0,4.0,6.0
G2_risk_on,48h,block_bootstrap,1.0,0.0,88,5000,253.1904316940167,90.60291835513928,49.43927757301147,65.30644948568143,-15.318263991561238,-25.280596187573636,-30.361116369020625,-28.48317125756724,1.0999999999999999,0.0,0.0,0.0,4.0,6.0
G2_risk_on,48h,stationary_bootstrap,1.0,0.0,88,5000,252.01368603870264,103.48623752898476,64.68198473554082,79.22775288467528,-16.27086088607914,-24.21034052711957,-29.02999567519963,-27.262386521074454,0.76,0.0,0.0,0.0,4.0,5.0
G2_risk_on,48h,regime_aware_bootstrap,1.0,0.0,88,5000,254.6979653891239,87.20874240868419,37.527432145034616,59.298387119792295,-19.704589811938185,-37.37717436099933,-46.44323708385469,-42.830472251635875,14.719999999999999,0.48,0.0,0.0,4.0,7.0
G3_funding_low_x_risk_on,24h,original_order,1.0,0.0,15,1,21.48216989166112,21.48216989166112,21.48216989166112,21.48216989166112,-3.4704901515850595,-3.4704901515850595,-3.4704901515850595,-3.4704901515850595,0.0,0.0,0.0,0.0,2.0,2.0
G3_funding_low_x_risk_on,24h,shuffle,1.0,0.0,15,5000,21.482169891661094,21.48216989166105,21.48216989166103,21.48216989166104,-4.549344288039614,-7.861813589152289,-8.528319147704522,-8.141960071749342,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,24h,iid_bootstrap,1.0,0.0,15,5000,20.96639078922037,-0.962170855031478,-7.802792092836127,-5.147728374089247,-4.549273685280669,-10.157700348961196,-13.361217262593486,-12.135649591318273,0.0,0.0,0.0,0.0,2.0,4.0
G3_funding_low_x_risk_on,24h,block_bootstrap,1.0,0.0,15,5000,20.809009823321368,9.766709001053673,6.4492765968849675,7.71202035263604,-3.4704901515850706,-5.880816478543016,-6.351855588193023,-6.297371899862839,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,24h,stationary_bootstrap,1.0,0.0,15,5000,21.482169891661073,8.69542184769933,3.833850608499682,5.655814748520963,-3.4704901515850706,-6.351855588193023,-7.863132410584083,-7.168562006253263,0.0,0.0,0.0,0.0,2.0,3.0
G3_funding_low_x_risk_on,24h,regime_aware_bootstrap,1.0,0.0,15,5000,21.19283348730213,2.0214110148264455,-4.217316607468587,-1.886913855136299,-4.861700217561138,-10.392280705416079,-13.721116176508497,-11.933413433718103,0.0,0.0,0.0,0.0,2.0,5.0
G3_funding_low_x_risk_on,48h,original_order,1.0,0.0,15,1,18.205573707115484,18.205573707115484,18.205573707115484,18.205573707115484,-7.913168168993523,-7.913168168993523,-7.913168168993523,-7.913168168993523,0.0,0.0,0.0,0.0,2.0,2.0
