event_def,horizon,risk_env,funding_case,group,cost_bps,n,mean_ret_pct,median_ret_pct,win_rate_pct,profit_factor,t_stat,var_95_pct,es_95_pct,var_99_pct,es_99_pct,mean_mae_pct,worst_mae_pct,mean_mfe_pct,best_mfe_pct,maxdd_pct,is_small_sample,is_very_small_sample,is_mean_broken,is_pf_broken,is_drawdown_severe,fragility_status
rolling_2sigma,5d,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,15,2.194072200556089,3.5868121286749948,66.66666666666666,2.9072087417385815,1.5295044349928597,-6.060482604268151,-13.002371938146872,-11.613994071371128,-13.002371938146872,-4.454213146279931,-14.641592066042206,7.232144141629572,14.586244152905872,-12.192539671292035,True,True,False,False,False,fragile
rolling_2sigma,5d,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,26,0.0885260739904468,1.314884327365929,61.53846153846154,1.0327494103485013,0.060971483616567825,-8.807462964683488,-16.08338208779235,-19.629344879736436,-23.17530767168052,-7.458248835765692,-28.05836351820929,5.9720684443528675,15.14805576551559,-25.11244427741911,True,False,False,False,True,watch
rolling_2_5sigma,24h,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,121,0.6075689740190507,0.28755435318098593,53.71900826446281,1.4599677474587933,1.5160857364190419,-6.5416081713428085,-9.508723476133776,-11.091897619395164,-12.944604151208821,-4.002170089662326,-20.25185698185711,3.505820488760616,16.15690254573776,-34.81026339915846,False,False,False,False,True,watch
rolling_2_5sigma,24h,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,7,1.99045992423533,1.9915271441859044,71.42857142857143,3.2620912965125326,1.1223680742754456,-4.021266333054297,-5.433584554750929,-5.151120910411603,-5.433584554750929,-3.82632647922903,-9.425650229529623,5.668579052604593,14.586244152905872,-5.288603092722788,True,True,False,False,False,fragile
rolling_2_5sigma,24h,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,21,0.8365780431438244,0.2790875688683695,52.38095238095239,1.8912486115391458,1.0394150282019923,-2.6884128774660185,-4.947260909033463,-6.302569727973929,-7.206108940600907,-3.727407193920666,-9.48038299803751,3.3779825230652607,9.71325328608492,-6.95259480321967,True,False,False,False,False,watch
rolling_2_5sigma,48h,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,121,0.6841192653454056,1.3320279105041337,61.98347107438017,1.4162107530979169,1.449593210789339,-7.2958465544313995,-11.086458289758287,-13.759035257724376,-15.650899085189703,-4.983577478100799,-21.173754184627224,4.489869693518554,16.54069379542192,-36.89457242885631,False,False,False,False,True,watch
rolling_2_5sigma,48h,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,7,1.6542323930843956,3.7909385011125973,71.42857142857143,2.67092306183234,1.1261003494201365,-4.3902730656938385,-5.778124343285108,-5.500554087766854,-5.778124343285108,-4.4397904408217945,-9.425650229529623,6.599216592389211,14.586244152905872,-1.1453438386978987,True,True,False,False,False,fragile
rolling_2_5sigma,48h,nasdaq_5d_up,lower_20_or_negative,funding_high_x_risk_off,0.0,21,0.9736679340701302,0.7954911986183317,61.904761904761905,1.8350444180984442,1.1653518468989288,-4.440188992752544,-5.886796560520493,-6.754761101181261,-7.333404128288441,-4.692473433827119,-13.62172455334398,3.957969696905578,9.71325328608492,-9.054392647889141,True,False,False,False,False,watch
rolling_2_5sigma,5d,nasdaq_5d_up,lower_20_or_negative,all_funding_covered_crashes,0.0,121,0.481571803844626,1.5085687254043612,57.02479338842975,1.157707571168788,0.5812286384768328,-19.49196863726115,-24.806064787467744,-28.18342472360915,-29.451679806454433,-7.636361715501764,-50.636206449343334,6.917080086122904,25.949261591605406,-70.73267437778294,False,False,False,False,True,watch
rolling_2_5sigma,5d,nasdaq_5d_up,lower_20_or_negative,funding_low_x_risk_on,0.0,7,2.938916611056017,4.117214004683669,57.14285714285714,13.149161217058163,2.3062495125984728,-0.8640762458401908,-1.044786948444746,-1.0086448079238353,-1.044786948444746,-4.4397904408217945,-9.425650229529623,7.969595403727636,14.586244152905872,-1.6790638044709927,True,True,False,False,False,fragile
